material ID,description,type,category,category description,hierarchy category,type description,level,number of piston,displacement,displacement uom,cylinder bore,pistol,length,width,height,length uom,weight,weight uom,top speed,speed uom,power,power uom,Torque,torque uom,accelerate,accelerate uom,horsepower,horsepower uom,rotating speed,rotating speed uom,build time,time uom,price,currency,rank,is leaf
67,M113,0.8333333333333334,1,engine,,V8,1,0.5555555555555556,0.11085450346420324,L,0.36551724137931013,0.46448087431693996,0.3512679457936402,0.504176450209785,0.5953274926992073,mm,0.051949291817543285,kg,1.0,kmph,0.12922050854522718,kw,0.13290113452188007,npm,0.0,s,0.08049113233287858,ps,0.1292743953294412,rpm,0.19047619047619047,h,0.16232899774568993,eur,0.75,False
68,M155,0.8333333333333334,1,engine,,V8,1,0.5555555555555556,0.10854503464203234,L,0.5241379310344824,0.9071038251366126,0.8100541169104163,0.26313560953077497,0.0,mm,0.028506872699912967,kg,1.0,kmph,0.10170904543559817,kw,0.10156672069151809,npm,0.0,s,0.15934515688949522,ps,0.10175145954962468,rpm,0.17142857142857143,h,0.13588413187753887,eur,1.0,False
69,M156,0.8333333333333334,1,engine,,V8,1,0.5555555555555556,0.12702078521939955,L,0.15172413793103467,0.5956284153005469,0.22134263607495863,0.576542592093614,0.23522993485446536,mm,0.04817822875964078,kg,1.0,kmph,0.10712796998749478,kw,0.11129119394921665,npm,0.0,s,0.15115961800818553,ps,0.1067556296914095,rpm,0.1619047619047619,h,0.14110363238695542,eur,1.0,False
70,M273,0.8333333333333334,1,engine,,V8,1,0.5555555555555556,0.11085450346420324,L,0.3999999999999998,0.6010928961748635,0.08828659600161012,0.49151237538011455,0.07063316324893293,mm,0.0,kg,1.0,kmph,0.11588161734055856,kw,0.12047541869259859,npm,0.0,s,0.1675306957708049,ps,0.11592994161801501,rpm,0.12380952380952381,h,0.1495801222943439,eur,0.5,False
71,M159,0.8333333333333334,1,engine,,V8,1,0.5555555555555556,0.12702078521939955,L,0.7034482758620692,0.4918032786885247,0.3004606646093296,0.5778513414681089,0.23195661243220683,mm,0.05108551607191161,kg,0.896551724137931,kmph,0.0854522717799083,kw,0.08914100486223663,npm,0.03174603174603177,s,0.06930422919508868,ps,0.08507089241034195,rpm,0.09523809523809523,h,0.07129758187240058,eur,0.0,False
72,M278,0.8333333333333334,1,engine,,V8,1,0.5555555555555556,0.09237875288683603,L,0.43448275862068947,0.33333333333333387,0.2961670915515006,0.39708995727318214,0.8191007990757678,mm,0.08741183236385872,kg,1.0,kmph,0.13047102959566487,kw,0.13398163155051324,npm,0.0,s,0.09577080491132332,ps,0.13010842368640535,rpm,0.17142857142857143,h,0.16362084102021707,eur,0.5,False
73,M157,0.8333333333333334,1,engine,,V8,1,0.5555555555555556,0.11085450346420324,L,0.5172413793103449,0.475409836065574,0.5964935820027729,0.8161207128834829,0.5559192580469174,mm,0.08270425455016606,kg,1.0,kmph,0.13547311379741558,kw,0.13614262560777957,npm,0.0,s,0.1402455661664393,ps,0.13511259382819016,rpm,0.17142857142857143,h,0.16841450067725539,eur,1.0,False
74,M152,0.8333333333333334,1,engine,,V8,1,0.5555555555555556,0.11085450346420324,L,0.35862068965517263,0.8907103825136612,0.785679144863366,0.7605373570961159,0.8859792689579921,mm,0.019068986131853087,kg,1.0,kmph,0.10462692788661943,kw,0.1091301998919503,npm,0.0,s,0.1427012278308322,ps,0.1042535446205171,rpm,0.13333333333333333,h,0.1387007305742619,eur,0.75,False
75,M177,0.8333333333333334,1,engine,,V8,1,0.5555555555555556,0.07621247113163972,L,0.6482758620689649,0.8907103825136612,0.33793997942662907,0.6723892374610261,0.9934212637591859,mm,0.06852923994553665,kg,0.9655172413793104,kmph,0.0917048770320967,kw,0.09346299297676931,npm,0.015873015873015817,s,0.12278308321964529,ps,0.09174311926605505,rpm,0.12380952380952381,h,0.0753281191410365,eur,1.0,False
76,M176,0.8333333333333334,1,engine,,V8,1,0.5555555555555556,0.07621247113163972,L,0.6827586206896545,0.3278688524590164,0.2765329397558032,0.33146002540513503,0.7837360803568564,mm,0.017402808180410945,kg,0.896551724137931,kmph,0.08420175072947061,kw,0.08860075634792004,npm,0.03174603174603177,s,0.07503410641200546,ps,0.08423686405337781,rpm,0.08571428571428572,h,0.07047981162642908,eur,1.0,False
78,MB509,1.0,1,engine,,V12,1,1.0,1.0,L,0.6413793103448274,0.8743169398907105,0.538217272686614,0.7130374533276879,0.7387760341452454,mm,1.0,kg,1.0,kmph,1.0,kw,1.0,npm,0.0,s,1.0,ps,1.0,rpm,1.0,h,1.0,eur,1.0,False
79,M120,1.0,1,engine,,V12,1,1.0,0.14549653579676675,L,0.40689655172413736,0.5846994535519128,0.0,0.4473998229339083,0.22704662879881904,mm,0.040942970342941705,kg,0.8275862068965517,kmph,0.07919966652771988,kw,0.07995678011885467,npm,0.07936507936507936,s,0.08294679399727149,ps,0.07923269391159299,rpm,0.14285714285714285,h,0.06735629131455365,eur,0.5,False
80,M297,1.0,1,engine,,V12,1,1.0,0.15242494226327943,L,0.29655172413793085,0.6120218579234975,0.5420859609105954,0.1774895107586898,0.10500304868264808,mm,0.013956797574154012,kg,0.6206896551724138,kmph,0.05835764902042518,kw,0.061048082117774176,npm,0.19047619047619052,s,0.09577080491132332,ps,0.058381984987489574,rpm,0.05714285714285714,h,0.05415659967969711,eur,0.25,False
81,M137,1.0,1,engine,,V12,1,1.0,0.12933025404157045,L,0.2620689655172412,0.5191256830601094,0.24008229348360838,0.30663227991839553,0.45367606944578137,mm,0.0557771822271321,kg,0.6896551724137931,kmph,0.06502709462275948,kw,0.06807131280388978,npm,0.14285714285714277,s,0.03601637107776262,ps,0.06505421184320268,rpm,0.11428571428571428,h,0.058396333988000156,eur,0.5,False
82,M285,1.0,1,engine,,V12,1,1.0,0.11085450346420324,L,0.5793103448275856,0.36612021857923516,0.12406637148351897,0.6810885715385502,0.826096723468438,mm,0.04736673417756046,kg,1.0,kmph,0.1342225927469779,kw,0.13830361966504592,npm,0.0,s,0.15743519781718962,ps,0.13427856547122602,rpm,0.18095238095238095,h,0.16713766551455542,eur,0.75,False
83,M275,1.0,1,engine,,V12,1,1.0,0.12240184757505775,L,0.6344827586206898,0.3442622950819671,0.7282973299342547,0.7663882366526812,1.0,mm,0.052410729913235976,kg,1.0,kmph,0.10546060858691121,kw,0.11021069692058347,npm,0.0,s,0.15716234652114597,ps,0.10508757297748124,rpm,0.11428571428571428,h,0.1395362585097999,eur,0.25,False
84,M279,1.0,1,engine,,V12,1,1.0,0.12240184757505775,L,0.7034482758620692,0.8196721311475411,0.36039178854152704,0.651526232726433,0.38143833638201585,mm,0.08708677991221311,kg,0.9655172413793104,kmph,0.09378907878282618,kw,0.09292274446245273,npm,0.015873015873015817,s,0.07830832196452933,ps,0.09341117597998332,rpm,0.09523809523809523,h,0.07665272821695727,eur,0.25,False
85,M158,1.0,1,engine,,V12,1,1.0,0.12240184757505775,L,0.6137931034482753,0.20218579234972697,0.15277964130775087,0.46079525770814866,0.18279259330573466,mm,0.08531149344553328,kg,0.7931034482758621,kmph,0.07669862442684452,kw,0.07941653160453808,npm,0.09523809523809519,s,0.09713506139154161,ps,0.07673060884070058,rpm,0.1619047619047619,h,0.06575191270365635,eur,0.25,False
86,M277,1.0,1,engine,,V12,1,1.0,0.12240184757505775,L,0.29655172413793085,0.9781420765027327,0.5714253768057604,0.7917163863120211,0.855396168287282,mm,0.015084252231610092,kg,1.0,kmph,0.1346394330971238,kw,0.13668287412209618,npm,0.0,s,0.16998635743519783,ps,0.13427856547122602,rpm,0.18095238095238095,h,0.16757851447876082,eur,0.5,False
