material ID,description,level,category,category description,hierarchy category,provider,country,diameter,width,size uom,weight,weight uom,price,currency,rank,is leaf
770,Jeep Cuba R31094,3,7,electrical ring,2,Jeep,Cuba,465.0,5.58,mm,0.45,kg,18.74,eur,3.5,True
771,Buick Indonesia R22463,3,7,electrical ring,2,Buick,Indonesia,313.0,5.25,mm,0.77,kg,16.13,eur,3.5,True
772,Benz USA R17779,3,7,electrical ring,2,Benz,USA,418.0,6.04,mm,0.94,kg,24.0,eur,4.0,True
773,GMC USA R5476,3,7,electrical ring,2,GMC,USA,383.0,6.01,mm,0.41,kg,14.01,eur,3.0,True
774,GMC Egypt R7396,3,7,electrical ring,2,GMC,Egypt,456.0,6.08,mm,0.46,kg,20.57,eur,3.0,True
775,Acura Netherlands R18497,3,7,electrical ring,2,Acura,Netherlands,369.0,5.61,mm,0.8,kg,10.36,eur,4.5,True
776,Hyundai Italy R9960,3,7,electrical ring,2,Hyundai,Italy,499.0,6.43,mm,0.47,kg,15.02,eur,3.0,True
777,Mercedes Austria R37222,3,7,electrical ring,2,Mercedes,Austria,495.0,6.93,mm,0.85,kg,14.02,eur,3.0,True
778,Hyundai Germany R14257,3,7,electrical ring,2,Hyundai,Germany,405.0,5.42,mm,0.6,kg,15.19,eur,4.0,True
779,Ferrari New Zealand R3853,3,7,electrical ring,2,Ferrari,New,358.0,6.37,mm,0.96,kg,12.41,eur,3.0,True
780,BMW Netherlands R39094,3,7,electrical ring,2,BMW,Netherlands,365.0,5.78,mm,0.77,kg,20.19,eur,5.0,True
781,BMW China R24042,3,7,electrical ring,2,BMW,China,344.0,5.69,mm,0.28,kg,21.46,eur,5.0,True
782,Honda Canada R38271,3,7,electrical ring,2,Honda,Canada,436.0,5.85,mm,0.48,kg,17.78,eur,4.0,True
783,Volkswagen Romania R3242,3,7,electrical ring,2,Volkswagen,Romania,326.0,6.34,mm,0.21,kg,15.32,eur,4.0,True
784,Daimler Cuba R11947,3,7,electrical ring,2,Daimler,Cuba,418.0,5.53,mm,0.49,kg,10.63,eur,4.5,True
785,Daimler Brazil R29392,3,7,electrical ring,2,Daimler,Brazil,301.0,6.98,mm,0.88,kg,19.93,eur,5.0,True
786,Acura Denmark R22666,3,7,electrical ring,2,Acura,Denmark,460.0,5.41,mm,0.59,kg,17.73,eur,3.5,True
787,Ferrari Sweden R10346,3,7,electrical ring,2,Ferrari,Sweden,396.0,5.33,mm,0.35,kg,11.63,eur,4.0,True
788,Ferrari Norway R11893,3,7,electrical ring,2,Ferrari,Norway,449.0,6.84,mm,0.87,kg,13.71,eur,4.5,True
789,Benz India R33634,3,7,electrical ring,2,Benz,India,418.0,6.93,mm,0.31,kg,11.55,eur,4.0,True
790,BYD USA R29709,3,7,electrical ring,2,BYD,USA,357.0,6.56,mm,0.27,kg,13.88,eur,3.5,True
791,Benz Turkey R12648,3,7,electrical ring,2,Benz,Turkey,415.0,5.33,mm,0.33,kg,18.78,eur,5.0,True
792,Honda Egypt R19082,3,7,electrical ring,2,Honda,Egypt,456.0,5.16,mm,0.75,kg,17.7,eur,4.0,True
793,Hyundai Norway R2959,3,7,electrical ring,2,Hyundai,Norway,423.0,6.35,mm,0.74,kg,23.97,eur,4.0,True
794,Mercedes Indonesia R36136,3,7,electrical ring,2,Mercedes,Indonesia,417.0,6.57,mm,0.49,kg,13.35,eur,4.0,True
795,Jeep Egypt R9468,3,7,electrical ring,2,Jeep,Egypt,323.0,6.89,mm,0.56,kg,21.23,eur,4.0,True
796,Hyundai Sweden R31811,3,7,electrical ring,2,Hyundai,Sweden,419.0,6.64,mm,0.53,kg,23.36,eur,4.0,True
797,Tesla Denmark R33328,3,7,electrical ring,2,Tesla,Denmark,409.0,5.57,mm,0.81,kg,10.38,eur,4.0,True
798,Acura Egypt R18882,3,7,electrical ring,2,Acura,Egypt,365.0,5.72,mm,0.65,kg,12.45,eur,3.5,True
799,Toyota New Zealand R12318,3,7,electrical ring,2,Toyota,New,480.0,6.69,mm,0.92,kg,14.99,eur,4.5,True
800,Tesla Indonesia R38022,3,7,electrical ring,2,Tesla,Indonesia,344.0,5.17,mm,0.91,kg,20.19,eur,4.0,True
801,BMW Mexico R8790,3,7,electrical ring,2,BMW,Mexico,408.0,6.14,mm,0.73,kg,24.07,eur,4.0,True
802,Honda Egypt R3274,3,7,electrical ring,2,Honda,Egypt,458.0,6.09,mm,0.6,kg,20.9,eur,3.5,True
803,Buick Brazil R20015,3,7,electrical ring,2,Buick,Brazil,352.0,5.9,mm,0.77,kg,16.92,eur,4.5,True
804,BMW Thailand R15254,3,7,electrical ring,2,BMW,Thailand,354.0,6.02,mm,0.2,kg,10.49,eur,5.0,True
805,Honda Indonesia R25864,3,7,electrical ring,2,Honda,Indonesia,380.0,5.83,mm,0.94,kg,11.61,eur,4.5,True
806,BMW Canada R8963,3,7,electrical ring,2,BMW,Canada,496.0,6.45,mm,0.52,kg,14.05,eur,3.5,True
807,Ford Romania R22633,3,7,electrical ring,2,Ford,Romania,338.0,5.47,mm,0.42,kg,23.14,eur,3.0,True
808,Acura New Zealand R34515,3,7,electrical ring,2,Acura,New,485.0,6.56,mm,0.68,kg,10.56,eur,3.0,True
809,GMC India R8940,3,7,electrical ring,2,GMC,India,489.0,5.38,mm,0.63,kg,15.55,eur,3.5,True
810,Jeep Brazil R21656,3,7,electrical ring,2,Jeep,Brazil,327.0,6.0,mm,0.61,kg,11.66,eur,4.5,True
811,Volvo Turkey R29013,3,7,electrical ring,2,Volvo,Turkey,463.0,6.88,mm,0.87,kg,20.65,eur,4.5,True
812,Daimler Norway R23654,3,7,electrical ring,2,Daimler,Norway,369.0,6.05,mm,0.81,kg,13.18,eur,4.5,True
813,BYD Mexico R6899,3,7,electrical ring,2,BYD,Mexico,338.0,5.09,mm,0.99,kg,13.3,eur,5.0,True
814,KTM India R35891,3,7,electrical ring,2,KTM,India,476.0,6.98,mm,0.6,kg,13.14,eur,4.5,True
815,Buick Netherlands R22757,3,7,electrical ring,2,Buick,Netherlands,411.0,5.93,mm,0.6,kg,22.88,eur,4.0,True
816,Honda USA R29850,3,7,electrical ring,2,Honda,USA,467.0,5.36,mm,0.76,kg,11.07,eur,4.0,True
817,Daimler Italy R20444,3,7,electrical ring,2,Daimler,Italy,436.0,5.17,mm,0.32,kg,19.37,eur,4.5,True
818,Volkswagen Canada R1281,3,7,electrical ring,2,Volkswagen,Canada,315.0,5.85,mm,0.28,kg,19.4,eur,3.0,True
819,Ford Chile R20983,3,7,electrical ring,2,Ford,Chile,316.0,6.62,mm,0.9,kg,23.09,eur,3.5,True
820,Ferrari Norway R20854,3,7,electrical ring,2,Ferrari,Norway,463.0,5.25,mm,0.97,kg,22.75,eur,4.0,True
821,Benz Chile R4291,3,7,electrical ring,2,Benz,Chile,496.0,5.64,mm,0.88,kg,17.23,eur,4.0,True
822,Lincoln Belgium R29903,3,7,electrical ring,2,Lincoln,Belgium,405.0,6.47,mm,0.85,kg,20.18,eur,4.0,True
823,BYD Belgium R35663,3,7,electrical ring,2,BYD,Belgium,347.0,6.09,mm,0.89,kg,23.13,eur,3.5,True
824,BMW Turkey R14612,3,7,electrical ring,2,BMW,Turkey,332.0,5.61,mm,0.32,kg,19.26,eur,3.5,True
825,Volvo India R22596,3,7,electrical ring,2,Volvo,India,310.0,6.97,mm,0.37,kg,14.47,eur,4.0,True
826,Volkswagen Germany R30715,3,7,electrical ring,2,Volkswagen,Germany,331.0,5.62,mm,0.52,kg,21.65,eur,3.5,True
827,Volkswagen Canada R22611,3,7,electrical ring,2,Volkswagen,Canada,372.0,6.93,mm,0.45,kg,12.73,eur,3.0,True
828,Volvo France R24549,3,7,electrical ring,2,Volvo,France,345.0,6.3,mm,0.24,kg,10.31,eur,4.0,True
829,Buick USA R27850,3,7,electrical ring,2,Buick,USA,376.0,5.26,mm,0.49,kg,17.54,eur,3.5,True
830,GMC China R6143,3,7,electrical ring,2,GMC,China,326.0,6.12,mm,0.68,kg,10.96,eur,4.0,True
831,Volvo Canada R23178,3,7,electrical ring,2,Volvo,Canada,310.0,6.55,mm,0.42,kg,22.94,eur,3.5,True
832,BYD Sweden R21126,3,7,electrical ring,2,BYD,Sweden,446.0,6.96,mm,0.85,kg,12.74,eur,3.0,True
833,BMW Brazil R29007,3,7,electrical ring,2,BMW,Brazil,352.0,6.12,mm,0.53,kg,13.18,eur,4.0,True
834,Honda New Zealand R37534,3,7,electrical ring,2,Honda,New,462.0,7.0,mm,0.98,kg,20.83,eur,5.0,True
835,Honda Germany R3830,3,7,electrical ring,2,Honda,Germany,352.0,5.69,mm,0.81,kg,17.63,eur,3.0,True
836,Tesla Romania R30950,3,7,electrical ring,2,Tesla,Romania,491.0,5.36,mm,0.94,kg,23.25,eur,4.0,True
837,Ford Austria R21186,3,7,electrical ring,2,Ford,Austria,309.0,6.19,mm,0.84,kg,11.5,eur,4.0,True
838,Daimler Chile R25198,3,7,electrical ring,2,Daimler,Chile,397.0,5.03,mm,0.52,kg,22.12,eur,4.0,True
839,Daimler India R4036,3,7,electrical ring,2,Daimler,India,363.0,5.62,mm,0.94,kg,21.87,eur,4.0,True
840,Ferrari Norway R7205,3,7,electrical ring,2,Ferrari,Norway,433.0,6.84,mm,0.87,kg,14.77,eur,4.0,True
841,Tesla India R15505,3,7,electrical ring,2,Tesla,India,494.0,6.91,mm,0.66,kg,22.96,eur,4.5,True
842,Daimler Netherlands R14741,3,7,electrical ring,2,Daimler,Netherlands,307.0,5.92,mm,0.99,kg,21.64,eur,4.5,True
843,Daimler Switzerland R13789,3,7,electrical ring,2,Daimler,Switzerland,406.0,6.85,mm,0.55,kg,18.94,eur,3.0,True
844,Hyundai Cuba R11815,3,7,electrical ring,2,Hyundai,Cuba,449.0,6.27,mm,0.47,kg,14.21,eur,3.0,True
845,Honda Denmark R12056,3,7,electrical ring,2,Honda,Denmark,354.0,5.59,mm,0.42,kg,23.19,eur,3.5,True
846,Volvo Korea R29746,3,7,electrical ring,2,Volvo,Korea,375.0,6.46,mm,0.8,kg,20.7,eur,4.0,True
847,BMW Indonesia R27815,3,7,electrical ring,2,BMW,Indonesia,372.0,5.16,mm,0.27,kg,10.85,eur,3.5,True
848,Daimler Belgium R2879,3,7,electrical ring,2,Daimler,Belgium,383.0,5.94,mm,0.9,kg,23.98,eur,4.5,True
849,Ford Indonesia R25075,3,7,electrical ring,2,Ford,Indonesia,434.0,6.61,mm,0.57,kg,14.64,eur,5.0,True
850,Hyundai New Zealand R38813,3,7,electrical ring,2,Hyundai,New,309.0,6.37,mm,0.43,kg,16.1,eur,3.5,True
851,Volvo Belgium R23088,3,7,electrical ring,2,Volvo,Belgium,304.0,5.37,mm,0.38,kg,12.65,eur,3.5,True
852,Ford Indonesia R22345,3,7,electrical ring,2,Ford,Indonesia,397.0,6.65,mm,0.76,kg,12.21,eur,3.5,True
853,Volkswagen Belgium R31036,3,7,electrical ring,2,Volkswagen,Belgium,356.0,5.59,mm,0.79,kg,23.24,eur,4.0,True
854,Jeep Thailand R24833,3,7,electrical ring,2,Jeep,Thailand,447.0,6.66,mm,0.72,kg,20.07,eur,5.0,True
855,Ferrari Turkey R37689,3,7,electrical ring,2,Ferrari,Turkey,409.0,5.14,mm,0.63,kg,13.19,eur,4.0,True
856,Mercedes Austria R5391,3,7,electrical ring,2,Mercedes,Austria,358.0,6.89,mm,0.29,kg,14.41,eur,4.5,True
857,Lincoln Austria R31551,3,7,electrical ring,2,Lincoln,Austria,383.0,5.42,mm,0.3,kg,13.77,eur,3.0,True
858,Ford Brazil R19371,3,7,electrical ring,2,Ford,Brazil,337.0,5.29,mm,0.5,kg,23.26,eur,4.0,True
859,Jeep Germany R19231,3,7,electrical ring,2,Jeep,Germany,479.0,5.36,mm,0.55,kg,14.04,eur,4.0,True
860,Hyundai Belgium R34672,3,7,electrical ring,2,Hyundai,Belgium,444.0,5.02,mm,0.66,kg,23.04,eur,3.0,True
861,Volvo Norway R3201,3,7,electrical ring,2,Volvo,Norway,457.0,5.71,mm,0.83,kg,21.79,eur,3.5,True
862,Toyota Sweden R18457,3,7,electrical ring,2,Toyota,Sweden,396.0,6.75,mm,0.56,kg,13.2,eur,4.5,True
863,Toyota Switzerland R7673,3,7,electrical ring,2,Toyota,Switzerland,354.0,5.75,mm,0.99,kg,21.74,eur,3.5,True
864,Ferrari Romania R38360,3,7,electrical ring,2,Ferrari,Romania,407.0,5.83,mm,0.43,kg,17.67,eur,3.5,True
865,Volkswagen Austria R2905,3,7,electrical ring,2,Volkswagen,Austria,448.0,5.78,mm,0.58,kg,18.97,eur,3.5,True
866,Hyundai Romania R3400,3,7,electrical ring,2,Hyundai,Romania,468.0,5.42,mm,0.88,kg,20.52,eur,4.0,True
867,Honda Mexico R29471,3,7,electrical ring,2,Honda,Mexico,435.0,6.93,mm,0.56,kg,18.24,eur,5.0,True
868,Volkswagen Russia R9441,3,7,electrical ring,2,Volkswagen,Russia,448.0,5.17,mm,0.73,kg,19.38,eur,4.0,True
869,Ferrari Chile R37923,3,7,electrical ring,2,Ferrari,Chile,420.0,6.76,mm,0.38,kg,11.41,eur,4.5,True
870,Benz New Zealand R24340,3,7,electrical ring,2,Benz,New,364.0,5.88,mm,0.26,kg,13.52,eur,4.5,True
871,Lincoln Turkey R2349,3,7,electrical ring,2,Lincoln,Turkey,367.0,5.97,mm,0.23,kg,19.47,eur,3.5,True
872,BYD Korea R21759,3,7,electrical ring,2,BYD,Korea,312.0,6.32,mm,0.71,kg,14.61,eur,3.5,True
873,Volvo France R35691,3,7,electrical ring,2,Volvo,France,493.0,6.5,mm,0.64,kg,24.7,eur,4.0,True
874,Honda France R10625,3,7,electrical ring,2,Honda,France,475.0,5.0,mm,0.85,kg,18.78,eur,3.5,True
875,Volkswagen Russia R9803,3,7,electrical ring,2,Volkswagen,Russia,360.0,5.37,mm,0.6,kg,12.41,eur,4.0,True
876,Hyundai Sweden R7184,3,7,electrical ring,2,Hyundai,Sweden,448.0,5.22,mm,0.38,kg,16.79,eur,3.5,True
877,Buick Romania R7981,3,7,electrical ring,2,Buick,Romania,437.0,5.58,mm,0.24,kg,14.07,eur,4.0,True
878,BYD USA R17621,3,7,electrical ring,2,BYD,USA,427.0,5.27,mm,0.86,kg,17.29,eur,4.5,True
879,Hyundai Turkey R17585,3,7,electrical ring,2,Hyundai,Turkey,345.0,6.73,mm,0.64,kg,10.52,eur,3.5,True
880,Honda Switzerland R27262,3,7,electrical ring,2,Honda,Switzerland,312.0,6.34,mm,0.81,kg,16.88,eur,5.0,True
881,Volkswagen Austria R12355,3,7,electrical ring,2,Volkswagen,Austria,376.0,6.93,mm,0.43,kg,20.94,eur,4.5,True
882,Benz Netherlands R8489,3,7,electrical ring,2,Benz,Netherlands,461.0,5.96,mm,0.99,kg,10.23,eur,3.0,True
883,Ford Indonesia R6127,3,7,electrical ring,2,Ford,Indonesia,374.0,5.18,mm,0.46,kg,22.18,eur,4.5,True
884,Jeep Brazil R39829,3,7,electrical ring,2,Jeep,Brazil,356.0,6.49,mm,0.64,kg,10.05,eur,3.5,True
885,Buick Brazil R6541,3,7,electrical ring,2,Buick,Brazil,477.0,6.55,mm,0.92,kg,14.28,eur,3.5,True
886,GMC Mexico R28442,3,7,electrical ring,2,GMC,Mexico,478.0,6.59,mm,0.67,kg,24.77,eur,5.0,True
887,Honda Canada R26245,3,7,electrical ring,2,Honda,Canada,482.0,5.69,mm,0.49,kg,20.23,eur,4.0,True
888,Mercedes Mexico R1706,3,7,electrical ring,2,Mercedes,Mexico,407.0,6.99,mm,0.86,kg,10.37,eur,3.5,True
889,Acura Brazil R19258,3,7,electrical ring,2,Acura,Brazil,412.0,5.5,mm,0.95,kg,24.69,eur,4.5,True
890,Ford Thailand R7466,3,7,electrical ring,2,Ford,Thailand,312.0,5.43,mm,0.99,kg,10.67,eur,3.0,True
891,Ford India R22294,3,7,electrical ring,2,Ford,India,368.0,5.93,mm,0.22,kg,11.05,eur,4.5,True
892,KTM Mexico R18375,3,7,electrical ring,2,KTM,Mexico,497.0,5.31,mm,0.37,kg,21.42,eur,4.0,True
893,KTM Switzerland R9912,3,7,electrical ring,2,KTM,Switzerland,345.0,5.79,mm,0.43,kg,17.0,eur,4.5,True
894,Mercedes Romania R15596,3,7,electrical ring,2,Mercedes,Romania,363.0,5.07,mm,0.29,kg,13.34,eur,4.5,True
895,Volkswagen Italy R27542,3,7,electrical ring,2,Volkswagen,Italy,305.0,6.34,mm,0.77,kg,24.54,eur,4.0,True
896,Tesla India R14415,3,7,electrical ring,2,Tesla,India,477.0,5.4,mm,0.75,kg,24.72,eur,3.0,True
897,Lincoln Thailand R19998,3,7,electrical ring,2,Lincoln,Thailand,459.0,5.68,mm,0.63,kg,22.79,eur,5.0,True
898,Ferrari Switzerland R1888,3,7,electrical ring,2,Ferrari,Switzerland,360.0,5.95,mm,0.98,kg,19.62,eur,4.0,True
899,Volkswagen New Zealand R14107,3,7,electrical ring,2,Volkswagen,New,467.0,6.71,mm,0.42,kg,16.34,eur,4.5,True
900,Jeep Brazil R39466,3,7,electrical ring,2,Jeep,Brazil,305.0,6.73,mm,0.58,kg,11.1,eur,4.5,True
901,Volvo Japan R20566,3,7,electrical ring,2,Volvo,Japan,433.0,5.62,mm,0.43,kg,23.39,eur,3.5,True
902,KTM Romania R17015,3,7,electrical ring,2,KTM,Romania,443.0,5.29,mm,0.39,kg,11.83,eur,3.5,True
903,Honda Indonesia R11310,3,7,electrical ring,2,Honda,Indonesia,475.0,6.97,mm,0.23,kg,14.27,eur,3.0,True
904,Ferrari Denmark R33926,3,7,electrical ring,2,Ferrari,Denmark,429.0,5.74,mm,0.33,kg,18.36,eur,5.0,True
905,Mercedes Belgium R32885,3,7,electrical ring,2,Mercedes,Belgium,409.0,5.32,mm,0.24,kg,11.53,eur,3.5,True
906,Acura Brazil R35003,3,7,electrical ring,2,Acura,Brazil,417.0,6.63,mm,0.89,kg,10.95,eur,4.5,True
907,Ferrari Belgium R39459,3,7,electrical ring,2,Ferrari,Belgium,462.0,6.6,mm,0.44,kg,22.16,eur,4.5,True
908,Volvo Indonesia R31145,3,7,electrical ring,2,Volvo,Indonesia,310.0,6.93,mm,0.66,kg,11.41,eur,3.5,True
909,Mercedes USA R21219,3,7,electrical ring,2,Mercedes,USA,324.0,6.64,mm,0.81,kg,18.32,eur,4.0,True
910,GMC Russia R22243,3,7,electrical ring,2,GMC,Russia,441.0,5.22,mm,0.78,kg,24.82,eur,3.5,True
911,GMC India R23185,3,7,electrical ring,2,GMC,India,480.0,6.44,mm,0.76,kg,17.5,eur,5.0,True
912,Acura Brazil R7887,3,7,electrical ring,2,Acura,Brazil,317.0,5.85,mm,0.36,kg,10.2,eur,4.5,True
913,Lincoln Germany R7911,3,7,electrical ring,2,Lincoln,Germany,436.0,6.51,mm,0.31,kg,15.47,eur,4.0,True
914,BMW France R26652,3,7,electrical ring,2,BMW,France,464.0,5.57,mm,0.26,kg,13.41,eur,5.0,True
915,Buick Norway R1596,3,7,electrical ring,2,Buick,Norway,468.0,5.32,mm,0.57,kg,20.83,eur,4.0,True
916,Buick Switzerland R7487,3,7,electrical ring,2,Buick,Switzerland,446.0,6.36,mm,0.77,kg,15.95,eur,4.5,True
917,Daimler Italy R30947,3,7,electrical ring,2,Daimler,Italy,485.0,6.47,mm,0.56,kg,14.53,eur,4.5,True
918,BMW Germany R6930,3,7,electrical ring,2,BMW,Germany,499.0,6.05,mm,0.71,kg,19.22,eur,4.0,True
919,Volkswagen China R10952,3,7,electrical ring,2,Volkswagen,China,364.0,5.22,mm,0.46,kg,11.8,eur,3.0,True
920,BYD Italy R11851,3,7,electrical ring,2,BYD,Italy,413.0,5.28,mm,0.56,kg,23.96,eur,3.0,True
921,BYD France R14676,3,7,electrical ring,2,BYD,France,418.0,5.78,mm,0.64,kg,23.13,eur,3.5,True
922,Tesla Belgium R38113,3,7,electrical ring,2,Tesla,Belgium,440.0,5.26,mm,0.37,kg,22.21,eur,4.0,True
923,Volvo Mexico R29756,3,7,electrical ring,2,Volvo,Mexico,471.0,5.79,mm,0.94,kg,20.97,eur,3.5,True
924,Volvo Netherlands R14358,3,7,electrical ring,2,Volvo,Netherlands,377.0,5.37,mm,0.95,kg,20.63,eur,4.5,True
925,Buick New Zealand R2621,3,7,electrical ring,2,Buick,New,330.0,6.6,mm,0.48,kg,21.0,eur,3.5,True
926,Honda India R12500,3,7,electrical ring,2,Honda,India,327.0,6.68,mm,0.36,kg,20.0,eur,4.5,True
927,Buick Belgium R22642,3,7,electrical ring,2,Buick,Belgium,325.0,5.53,mm,0.68,kg,24.94,eur,4.5,True
928,Volkswagen Norway R27421,3,7,electrical ring,2,Volkswagen,Norway,478.0,5.6,mm,0.95,kg,22.42,eur,3.0,True
929,Daimler Russia R19342,3,7,electrical ring,2,Daimler,Russia,426.0,6.7,mm,0.29,kg,16.81,eur,3.5,True
930,KTM Japan R27192,3,7,electrical ring,2,KTM,Japan,372.0,5.51,mm,0.34,kg,11.89,eur,4.0,True
931,KTM Norway R39607,3,7,electrical ring,2,KTM,Norway,313.0,5.41,mm,0.73,kg,17.7,eur,3.5,True
932,Mercedes Norway R34072,3,7,electrical ring,2,Mercedes,Norway,309.0,5.36,mm,0.61,kg,24.16,eur,3.5,True
933,Volkswagen Austria R5648,3,7,electrical ring,2,Volkswagen,Austria,320.0,6.47,mm,0.42,kg,18.01,eur,3.5,True
934,Mercedes Italy R19142,3,7,electrical ring,2,Mercedes,Italy,472.0,6.25,mm,0.9,kg,17.57,eur,5.0,True
935,Buick Cuba R24899,3,7,electrical ring,2,Buick,Cuba,480.0,5.03,mm,0.57,kg,21.2,eur,4.5,True
936,Ford Germany R7198,3,7,electrical ring,2,Ford,Germany,415.0,6.65,mm,0.3,kg,13.08,eur,4.5,True
937,Volkswagen Italy R6392,3,7,electrical ring,2,Volkswagen,Italy,493.0,6.19,mm,0.96,kg,12.57,eur,5.0,True
938,Jeep Switzerland R27496,3,7,electrical ring,2,Jeep,Switzerland,498.0,5.66,mm,0.97,kg,13.52,eur,3.5,True
939,Jeep Germany R27939,3,7,electrical ring,2,Jeep,Germany,441.0,6.03,mm,0.98,kg,15.9,eur,3.5,True
940,Tesla Brazil R22326,3,7,electrical ring,2,Tesla,Brazil,470.0,6.75,mm,0.99,kg,21.85,eur,4.5,True
941,Volvo Sweden R28562,3,7,electrical ring,2,Volvo,Sweden,444.0,6.37,mm,0.69,kg,17.19,eur,3.5,True
942,Hyundai Sweden R25267,3,7,electrical ring,2,Hyundai,Sweden,487.0,6.06,mm,0.41,kg,18.24,eur,3.5,True
943,BYD Norway R32395,3,7,electrical ring,2,BYD,Norway,459.0,6.15,mm,0.81,kg,16.64,eur,3.5,True
944,Ferrari Germany R24714,3,7,electrical ring,2,Ferrari,Germany,392.0,5.8,mm,0.9,kg,11.07,eur,4.0,True
945,Hyundai Korea R14695,3,7,electrical ring,2,Hyundai,Korea,361.0,5.64,mm,0.32,kg,10.05,eur,4.5,True
946,KTM Denmark R11151,3,7,electrical ring,2,KTM,Denmark,476.0,6.97,mm,0.22,kg,10.84,eur,4.5,True
947,Ford Turkey R34996,3,7,electrical ring,2,Ford,Turkey,372.0,5.19,mm,0.64,kg,14.09,eur,4.0,True
948,Toyota USA R20110,3,7,electrical ring,2,Toyota,USA,393.0,5.55,mm,0.91,kg,19.32,eur,4.0,True
949,BYD Romania R27645,3,7,electrical ring,2,BYD,Romania,406.0,6.63,mm,0.77,kg,10.99,eur,4.5,True
950,Ford Germany R27835,3,7,electrical ring,2,Ford,Germany,381.0,5.19,mm,0.85,kg,19.02,eur,4.0,True
951,Mercedes Thailand R11271,3,7,electrical ring,2,Mercedes,Thailand,368.0,6.52,mm,0.36,kg,18.41,eur,4.0,True
952,Ford Switzerland R34584,3,7,electrical ring,2,Ford,Switzerland,365.0,6.82,mm,0.73,kg,19.91,eur,3.5,True
953,GMC Switzerland R15506,3,7,electrical ring,2,GMC,Switzerland,386.0,5.93,mm,0.29,kg,16.34,eur,5.0,True
954,Lincoln Switzerland R5650,3,7,electrical ring,2,Lincoln,Switzerland,441.0,5.25,mm,0.94,kg,12.31,eur,4.5,True
955,KTM Germany R31268,3,7,electrical ring,2,KTM,Germany,445.0,6.05,mm,0.55,kg,24.15,eur,3.0,True
956,BYD Sweden R35155,3,7,electrical ring,2,BYD,Sweden,464.0,6.9,mm,0.76,kg,14.54,eur,3.0,True
957,Ford Canada R5581,3,7,electrical ring,2,Ford,Canada,404.0,6.86,mm,0.58,kg,18.92,eur,4.5,True
958,Tesla Mexico R37840,3,7,electrical ring,2,Tesla,Mexico,343.0,5.5,mm,0.83,kg,19.07,eur,5.0,True
959,BMW Japan R22554,3,7,electrical ring,2,BMW,Japan,300.0,6.6,mm,0.53,kg,15.24,eur,4.5,True
960,BYD Italy R22569,3,7,electrical ring,2,BYD,Italy,365.0,6.13,mm,0.84,kg,18.09,eur,4.5,True
961,Daimler Switzerland R32005,3,7,electrical ring,2,Daimler,Switzerland,367.0,6.86,mm,0.64,kg,23.72,eur,4.0,True
962,Tesla Romania R30853,3,7,electrical ring,2,Tesla,Romania,333.0,6.08,mm,0.76,kg,11.95,eur,4.0,True
963,Jeep Japan R21761,3,7,electrical ring,2,Jeep,Japan,309.0,6.06,mm,0.33,kg,19.44,eur,4.5,True
964,Daimler Indonesia R1819,3,7,electrical ring,2,Daimler,Indonesia,462.0,6.53,mm,0.49,kg,11.17,eur,4.0,True
965,Tesla Netherlands R24317,3,7,electrical ring,2,Tesla,Netherlands,458.0,5.84,mm,0.35,kg,13.69,eur,3.0,True
966,Mercedes Turkey R7180,3,7,electrical ring,2,Mercedes,Turkey,350.0,6.21,mm,0.47,kg,14.03,eur,3.5,True
967,Daimler Denmark R19100,3,7,electrical ring,2,Daimler,Denmark,405.0,5.53,mm,0.38,kg,14.52,eur,4.5,True
968,Jeep India R3008,3,7,electrical ring,2,Jeep,India,341.0,6.12,mm,0.95,kg,12.1,eur,4.0,True
969,Ferrari New Zealand R34632,3,7,electrical ring,2,Ferrari,New,433.0,6.48,mm,0.81,kg,24.04,eur,3.5,True
970,Benz New Zealand R15913,3,7,electrical ring,2,Benz,New,488.0,6.6,mm,0.93,kg,19.34,eur,3.5,True
971,Honda Romania R20372,3,7,electrical ring,2,Honda,Romania,343.0,5.76,mm,0.44,kg,21.76,eur,4.5,True
972,KTM Thailand R37817,3,7,electrical ring,2,KTM,Thailand,437.0,5.21,mm,0.91,kg,17.31,eur,3.0,True
973,Ford Chile R17539,3,7,electrical ring,2,Ford,Chile,302.0,6.05,mm,0.97,kg,15.12,eur,3.5,True
974,Volkswagen Korea R37146,3,7,electrical ring,2,Volkswagen,Korea,494.0,6.3,mm,0.82,kg,13.95,eur,3.0,True
975,Acura Italy R24233,3,7,electrical ring,2,Acura,Italy,426.0,6.89,mm,0.22,kg,20.02,eur,3.5,True
976,Benz Turkey R9059,3,7,electrical ring,2,Benz,Turkey,496.0,6.22,mm,0.67,kg,21.89,eur,4.5,True
977,BYD Austria R2579,3,7,electrical ring,2,BYD,Austria,319.0,5.59,mm,0.48,kg,21.41,eur,4.0,True
978,Lincoln Chile R35703,3,7,electrical ring,2,Lincoln,Chile,470.0,5.02,mm,0.37,kg,12.44,eur,4.0,True
979,Lincoln Italy R17639,3,7,electrical ring,2,Lincoln,Italy,348.0,6.15,mm,0.86,kg,19.83,eur,4.0,True
980,Ford Romania R29998,3,7,electrical ring,2,Ford,Romania,440.0,6.38,mm,0.75,kg,19.74,eur,3.5,True
981,Ford Austria R29105,3,7,electrical ring,2,Ford,Austria,466.0,5.42,mm,0.85,kg,11.51,eur,4.5,True
