material ID,description,level,category,category description,hierarchy category,provider,country,diameter,width,size uom,weight,weight uom,power,voltage,current,price,currency,rank,is leaf
786,Mercedes India F30759,3,6,alternator fan,2,Mercedes,India,274.0,575.76,mm,1.35,kg,24,12,3.0,119.6,eur,3.5,True
787,Buick Italy F4713,3,6,alternator fan,2,Buick,Italy,322.0,503.67,mm,2.63,kg,36,12,3.0,77.49,eur,3.5,True
788,Ferrari Belgium F23933,3,6,alternator fan,2,Ferrari,Belgium,324.0,579.06,mm,2.75,kg,36,12,3.0,137.27,eur,4.0,True
789,BYD Sweden F25939,3,6,alternator fan,2,BYD,Sweden,292.0,567.68,mm,2.27,kg,36,12,2.5,106.72,eur,5.0,True
790,Hyundai China F37235,3,6,alternator fan,2,Hyundai,China,265.0,523.12,mm,2.69,kg,24,12,2.5,147.75,eur,4.5,True
791,Lincoln Brazil F1336,3,6,alternator fan,2,Lincoln,Brazil,256.0,502.53,mm,2.53,kg,36,12,2.5,76.55,eur,4.5,True
792,BMW France F36960,3,6,alternator fan,2,BMW,France,261.0,549.36,mm,2.85,kg,36,12,3.0,109.79,eur,3.5,True
793,Ford Norway F13552,3,6,alternator fan,2,Ford,Norway,332.0,573.31,mm,1.89,kg,36,12,3.0,132.03,eur,4.5,True
794,Volvo Belgium F32755,3,6,alternator fan,2,Volvo,Belgium,266.0,516.67,mm,2.8,kg,36,12,3.0,75.25,eur,3.5,True
795,Honda Netherlands F27369,3,6,alternator fan,2,Honda,Netherlands,277.0,587.18,mm,1.21,kg,24,12,2.5,141.11,eur,3.5,True
796,Daimler Sweden F1804,3,6,alternator fan,2,Daimler,Sweden,282.0,526.56,mm,1.2,kg,24,12,3.0,107.93,eur,3.5,True
797,KTM Sweden F1334,3,6,alternator fan,2,KTM,Sweden,350.0,519.36,mm,1.29,kg,36,12,2.5,90.02,eur,4.5,True
798,Volkswagen Norway F19972,3,6,alternator fan,2,Volkswagen,Norway,334.0,586.49,mm,2.32,kg,36,12,3.0,113.58,eur,3.5,True
799,Buick Korea F38241,3,6,alternator fan,2,Buick,Korea,324.0,591.72,mm,2.82,kg,36,12,3.0,86.27,eur,3.0,True
800,Ford Cuba F22009,3,6,alternator fan,2,Ford,Cuba,348.0,561.76,mm,2.31,kg,24,12,2.5,88.74,eur,4.0,True
801,Lincoln Egypt F38421,3,6,alternator fan,2,Lincoln,Egypt,251.0,512.22,mm,2.17,kg,36,12,2.5,82.6,eur,4.5,True
802,Tesla Norway F9529,3,6,alternator fan,2,Tesla,Norway,316.0,539.24,mm,1.44,kg,36,12,3.0,116.15,eur,3.5,True
803,Acura Austria F20972,3,6,alternator fan,2,Acura,Austria,334.0,575.48,mm,1.49,kg,24,12,3.0,142.23,eur,4.0,True
804,Lincoln Belgium F13106,3,6,alternator fan,2,Lincoln,Belgium,332.0,567.42,mm,1.5,kg,24,12,2.5,114.94,eur,4.5,True
805,KTM Canada F21838,3,6,alternator fan,2,KTM,Canada,278.0,521.53,mm,1.81,kg,24,12,3.0,121.14,eur,4.5,True
806,Tesla Germany F30137,3,6,alternator fan,2,Tesla,Germany,255.0,553.74,mm,1.55,kg,36,12,2.5,110.98,eur,4.5,True
807,Hyundai Norway F23018,3,6,alternator fan,2,Hyundai,Norway,293.0,591.35,mm,1.35,kg,36,12,2.5,139.57,eur,3.5,True
808,GMC Italy F33722,3,6,alternator fan,2,GMC,Italy,314.0,587.66,mm,2.21,kg,24,12,3.0,131.92,eur,5.0,True
809,Volkswagen Thailand F20508,3,6,alternator fan,2,Volkswagen,Thailand,302.0,538.13,mm,1.53,kg,36,12,3.0,118.76,eur,3.5,True
810,Buick Chile F23122,3,6,alternator fan,2,Buick,Chile,303.0,537.33,mm,1.18,kg,36,12,2.5,97.96,eur,3.5,True
811,BMW Korea F37101,3,6,alternator fan,2,BMW,Korea,275.0,502.19,mm,1.86,kg,36,12,2.5,82.11,eur,4.0,True
812,Buick Switzerland F13132,3,6,alternator fan,2,Buick,Switzerland,255.0,590.35,mm,1.39,kg,24,12,3.0,99.15,eur,3.0,True
813,Ford Germany F11702,3,6,alternator fan,2,Ford,Germany,262.0,515.69,mm,2.9,kg,24,12,3.0,98.23,eur,5.0,True
814,Ford Netherlands F23267,3,6,alternator fan,2,Ford,Netherlands,310.0,556.67,mm,1.53,kg,36,12,3.0,76.17,eur,4.5,True
815,Buick New Zealand F24203,3,6,alternator fan,2,Buick,New,283.0,537.85,mm,2.44,kg,36,12,2.5,138.16,eur,3.0,True
816,Toyota Sweden F29557,3,6,alternator fan,2,Toyota,Sweden,317.0,582.12,mm,2.4,kg,24,12,2.5,133.91,eur,4.5,True
817,Volvo Thailand F3547,3,6,alternator fan,2,Volvo,Thailand,271.0,576.99,mm,2.38,kg,24,12,3.0,131.89,eur,3.5,True
818,Daimler Denmark F34859,3,6,alternator fan,2,Daimler,Denmark,317.0,587.38,mm,2.69,kg,24,12,3.0,134.99,eur,4.5,True
819,KTM Netherlands F34597,3,6,alternator fan,2,KTM,Netherlands,284.0,595.93,mm,2.23,kg,36,12,2.5,106.79,eur,4.5,True
820,Jeep Korea F1033,3,6,alternator fan,2,Jeep,Korea,312.0,534.32,mm,1.45,kg,36,12,2.5,107.39,eur,4.0,True
821,Acura Mexico F20636,3,6,alternator fan,2,Acura,Mexico,304.0,528.61,mm,1.35,kg,24,12,3.0,124.77,eur,5.0,True
822,Mercedes Austria F20292,3,6,alternator fan,2,Mercedes,Austria,274.0,557.98,mm,1.53,kg,36,12,3.0,135.47,eur,3.5,True
823,Benz Italy F39617,3,6,alternator fan,2,Benz,Italy,332.0,580.24,mm,2.76,kg,24,12,2.5,139.04,eur,4.0,True
824,BMW Russia F39354,3,6,alternator fan,2,BMW,Russia,260.0,550.39,mm,2.56,kg,24,12,2.5,108.04,eur,5.0,True
825,Honda Mexico F9830,3,6,alternator fan,2,Honda,Mexico,274.0,591.35,mm,2.46,kg,36,12,3.0,147.36,eur,5.0,True
826,Lincoln USA F14211,3,6,alternator fan,2,Lincoln,USA,311.0,561.8,mm,2.05,kg,24,12,2.5,146.18,eur,3.5,True
827,Tesla Denmark F27348,3,6,alternator fan,2,Tesla,Denmark,307.0,561.4,mm,2.4,kg,36,12,3.0,113.34,eur,3.5,True
828,Jeep Germany F16767,3,6,alternator fan,2,Jeep,Germany,336.0,530.66,mm,1.0,kg,36,12,3.0,132.13,eur,4.0,True
829,Tesla Austria F4572,3,6,alternator fan,2,Tesla,Austria,286.0,506.6,mm,2.53,kg,36,12,3.0,145.88,eur,3.0,True
830,Toyota Brazil F2230,3,6,alternator fan,2,Toyota,Brazil,317.0,571.06,mm,1.48,kg,24,12,2.5,110.53,eur,3.0,True
831,Jeep Netherlands F22987,3,6,alternator fan,2,Jeep,Netherlands,268.0,528.06,mm,2.89,kg,24,12,3.0,81.47,eur,4.0,True
832,BMW Switzerland F16077,3,6,alternator fan,2,BMW,Switzerland,253.0,511.35,mm,1.4,kg,36,12,3.0,85.33,eur,3.5,True
833,BMW France F36432,3,6,alternator fan,2,BMW,France,310.0,576.18,mm,1.03,kg,36,12,2.5,97.16,eur,4.0,True
834,Toyota Germany F38368,3,6,alternator fan,2,Toyota,Germany,340.0,570.94,mm,1.92,kg,24,12,2.5,91.9,eur,4.0,True
835,Toyota Sweden F29906,3,6,alternator fan,2,Toyota,Sweden,281.0,584.34,mm,2.32,kg,24,12,2.5,126.24,eur,3.5,True
836,Volvo France F18091,3,6,alternator fan,2,Volvo,France,259.0,535.65,mm,1.47,kg,36,12,2.5,91.3,eur,4.0,True
837,Benz Sweden F39359,3,6,alternator fan,2,Benz,Sweden,336.0,565.13,mm,2.34,kg,24,12,2.5,97.72,eur,4.5,True
838,Buick Egypt F11721,3,6,alternator fan,2,Buick,Egypt,298.0,541.57,mm,2.24,kg,24,12,3.0,123.54,eur,4.5,True
839,Toyota Denmark F39544,3,6,alternator fan,2,Toyota,Denmark,314.0,512.39,mm,2.9,kg,36,12,3.0,135.11,eur,5.0,True
840,Jeep Norway F9150,3,6,alternator fan,2,Jeep,Norway,297.0,514.54,mm,2.59,kg,36,12,2.5,91.13,eur,4.0,True
841,Buick Japan F13704,3,6,alternator fan,2,Buick,Japan,342.0,589.82,mm,2.38,kg,24,12,2.5,131.42,eur,5.0,True
842,Hyundai Brazil F1118,3,6,alternator fan,2,Hyundai,Brazil,317.0,544.25,mm,2.57,kg,24,12,3.0,112.72,eur,4.0,True
843,Hyundai China F26713,3,6,alternator fan,2,Hyundai,China,345.0,544.54,mm,2.79,kg,24,12,2.5,113.95,eur,3.0,True
844,Daimler Egypt F21466,3,6,alternator fan,2,Daimler,Egypt,329.0,534.85,mm,1.29,kg,24,12,2.5,106.94,eur,4.0,True
845,GMC Netherlands F23593,3,6,alternator fan,2,GMC,Netherlands,323.0,560.21,mm,1.04,kg,24,12,2.5,76.05,eur,5.0,True
846,Benz Romania F6981,3,6,alternator fan,2,Benz,Romania,260.0,532.53,mm,1.59,kg,36,12,3.0,90.3,eur,3.5,True
847,Volvo Indonesia F22560,3,6,alternator fan,2,Volvo,Indonesia,265.0,576.64,mm,2.97,kg,24,12,3.0,137.38,eur,3.5,True
848,Tesla Belgium F5442,3,6,alternator fan,2,Tesla,Belgium,304.0,546.2,mm,1.11,kg,36,12,2.5,83.51,eur,3.5,True
849,Toyota Mexico F12368,3,6,alternator fan,2,Toyota,Mexico,282.0,512.55,mm,2.75,kg,36,12,2.5,112.29,eur,5.0,True
850,Volvo Japan F26172,3,6,alternator fan,2,Volvo,Japan,288.0,577.23,mm,1.16,kg,36,12,2.5,106.08,eur,4.5,True
851,Toyota China F1226,3,6,alternator fan,2,Toyota,China,300.0,506.35,mm,2.86,kg,36,12,2.5,106.96,eur,4.0,True
852,Volvo Korea F3807,3,6,alternator fan,2,Volvo,Korea,262.0,575.98,mm,2.59,kg,24,12,3.0,105.3,eur,4.0,True
853,Ferrari Norway F4722,3,6,alternator fan,2,Ferrari,Norway,309.0,512.0,mm,1.73,kg,24,12,2.5,116.73,eur,4.0,True
854,Acura Italy F6137,3,6,alternator fan,2,Acura,Italy,300.0,515.2,mm,2.61,kg,36,12,2.5,114.6,eur,3.0,True
855,GMC Denmark F22669,3,6,alternator fan,2,GMC,Denmark,299.0,595.3,mm,2.4,kg,24,12,2.5,112.99,eur,5.0,True
856,Tesla Russia F26166,3,6,alternator fan,2,Tesla,Russia,282.0,568.8,mm,1.01,kg,24,12,3.0,148.96,eur,5.0,True
857,Toyota Switzerland F2701,3,6,alternator fan,2,Toyota,Switzerland,334.0,581.22,mm,2.05,kg,24,12,2.5,106.38,eur,3.5,True
858,Ferrari Austria F32723,3,6,alternator fan,2,Ferrari,Austria,328.0,559.68,mm,1.06,kg,36,12,2.5,94.84,eur,3.5,True
859,Mercedes Mexico F14687,3,6,alternator fan,2,Mercedes,Mexico,271.0,504.24,mm,1.9,kg,36,12,2.5,84.64,eur,4.0,True
860,GMC USA F35352,3,6,alternator fan,2,GMC,USA,307.0,556.4,mm,1.12,kg,24,12,2.5,144.69,eur,4.5,True
861,Ferrari Canada F8819,3,6,alternator fan,2,Ferrari,Canada,324.0,570.47,mm,1.76,kg,24,12,2.5,89.85,eur,4.0,True
862,BMW Mexico F16309,3,6,alternator fan,2,BMW,Mexico,336.0,544.23,mm,1.57,kg,24,12,2.5,84.62,eur,4.0,True
863,Honda Cuba F22680,3,6,alternator fan,2,Honda,Cuba,292.0,535.71,mm,2.1,kg,36,12,3.0,107.05,eur,3.0,True
864,KTM India F37034,3,6,alternator fan,2,KTM,India,329.0,511.95,mm,2.72,kg,24,12,2.5,149.59,eur,4.0,True
865,Ford Thailand F3638,3,6,alternator fan,2,Ford,Thailand,267.0,562.96,mm,2.12,kg,24,12,3.0,108.88,eur,4.5,True
866,Volkswagen France F20909,3,6,alternator fan,2,Volkswagen,France,311.0,505.73,mm,2.68,kg,36,12,3.0,108.82,eur,4.0,True
867,Benz Turkey F7692,3,6,alternator fan,2,Benz,Turkey,291.0,569.35,mm,1.13,kg,36,12,3.0,132.07,eur,3.5,True
868,GMC Turkey F39694,3,6,alternator fan,2,GMC,Turkey,337.0,529.74,mm,1.37,kg,36,12,2.5,135.84,eur,4.5,True
869,Volkswagen Belgium F31848,3,6,alternator fan,2,Volkswagen,Belgium,264.0,553.43,mm,1.79,kg,24,12,2.5,105.66,eur,3.5,True
870,Acura Korea F15618,3,6,alternator fan,2,Acura,Korea,332.0,533.83,mm,2.56,kg,36,12,2.5,139.48,eur,4.5,True
871,Lincoln China F32050,3,6,alternator fan,2,Lincoln,China,268.0,588.09,mm,2.0,kg,36,12,3.0,145.59,eur,5.0,True
872,BYD Korea F15260,3,6,alternator fan,2,BYD,Korea,254.0,505.11,mm,1.49,kg,36,12,2.5,96.1,eur,5.0,True
873,Volkswagen Denmark F28075,3,6,alternator fan,2,Volkswagen,Denmark,265.0,577.07,mm,1.0,kg,36,12,3.0,81.14,eur,4.5,True
874,Volvo Brazil F11838,3,6,alternator fan,2,Volvo,Brazil,260.0,524.0,mm,1.75,kg,24,12,3.0,119.11,eur,4.0,True
875,Benz USA F28737,3,6,alternator fan,2,Benz,USA,284.0,544.67,mm,1.9,kg,36,12,2.5,121.09,eur,3.5,True
876,Benz New Zealand F21645,3,6,alternator fan,2,Benz,New,342.0,500.02,mm,2.1,kg,24,12,3.0,98.31,eur,3.5,True
877,Acura Mexico F19869,3,6,alternator fan,2,Acura,Mexico,341.0,571.65,mm,1.11,kg,24,12,3.0,143.8,eur,3.5,True
878,GMC China F12435,3,6,alternator fan,2,GMC,China,340.0,579.62,mm,1.88,kg,36,12,3.0,101.13,eur,4.5,True
879,Benz Egypt F31909,3,6,alternator fan,2,Benz,Egypt,301.0,527.53,mm,2.75,kg,36,12,2.5,107.04,eur,4.0,True
880,Volkswagen France F14258,3,6,alternator fan,2,Volkswagen,France,293.0,562.69,mm,2.15,kg,36,12,3.0,109.66,eur,4.0,True
881,BYD India F33114,3,6,alternator fan,2,BYD,India,286.0,573.7,mm,2.65,kg,36,12,2.5,140.6,eur,4.0,True
882,Mercedes New Zealand F20600,3,6,alternator fan,2,Mercedes,New,292.0,591.7,mm,1.22,kg,36,12,2.5,105.45,eur,3.0,True
883,Ford Germany F28068,3,6,alternator fan,2,Ford,Germany,278.0,598.64,mm,1.21,kg,24,12,2.5,148.28,eur,3.5,True
884,Toyota Egypt F30453,3,6,alternator fan,2,Toyota,Egypt,255.0,593.02,mm,1.22,kg,36,12,3.0,107.67,eur,5.0,True
885,Volvo Brazil F18033,3,6,alternator fan,2,Volvo,Brazil,263.0,502.5,mm,1.91,kg,24,12,2.5,84.43,eur,4.0,True
886,Jeep Romania F36102,3,6,alternator fan,2,Jeep,Romania,338.0,522.17,mm,1.58,kg,36,12,2.5,121.45,eur,4.5,True
887,BMW Canada F31305,3,6,alternator fan,2,BMW,Canada,346.0,563.92,mm,2.73,kg,36,12,2.5,127.09,eur,4.5,True
888,Benz Sweden F21376,3,6,alternator fan,2,Benz,Sweden,338.0,532.36,mm,1.01,kg,36,12,2.5,141.45,eur,4.5,True
889,Toyota Indonesia F22503,3,6,alternator fan,2,Toyota,Indonesia,288.0,597.26,mm,2.93,kg,24,12,3.0,148.0,eur,5.0,True
890,Ferrari Indonesia F4732,3,6,alternator fan,2,Ferrari,Indonesia,289.0,595.67,mm,2.17,kg,24,12,3.0,127.3,eur,3.0,True
891,Acura France F32393,3,6,alternator fan,2,Acura,France,297.0,505.41,mm,1.1,kg,24,12,2.5,97.79,eur,4.5,True
892,Hyundai Thailand F4752,3,6,alternator fan,2,Hyundai,Thailand,273.0,505.85,mm,2.67,kg,36,12,3.0,119.61,eur,3.5,True
893,Jeep Switzerland F38493,3,6,alternator fan,2,Jeep,Switzerland,348.0,564.02,mm,2.4,kg,36,12,3.0,147.52,eur,4.0,True
894,Volvo Romania F37409,3,6,alternator fan,2,Volvo,Romania,337.0,561.28,mm,2.04,kg,36,12,2.5,116.39,eur,5.0,True
895,Buick Russia F24675,3,6,alternator fan,2,Buick,Russia,272.0,528.21,mm,2.29,kg,36,12,2.5,124.25,eur,4.5,True
896,KTM Chile F5125,3,6,alternator fan,2,KTM,Chile,329.0,562.07,mm,2.48,kg,24,12,2.5,143.12,eur,4.0,True
897,Ford Mexico F10967,3,6,alternator fan,2,Ford,Mexico,290.0,534.77,mm,1.62,kg,36,12,3.0,94.23,eur,4.5,True
898,Volkswagen France F29367,3,6,alternator fan,2,Volkswagen,France,253.0,514.9,mm,1.77,kg,36,12,2.5,90.34,eur,4.5,True
899,KTM Russia F24035,3,6,alternator fan,2,KTM,Russia,310.0,572.79,mm,2.14,kg,24,12,2.5,98.65,eur,4.0,True
900,Buick Netherlands F7564,3,6,alternator fan,2,Buick,Netherlands,273.0,575.84,mm,1.12,kg,36,12,2.5,95.39,eur,4.5,True
901,Buick India F12344,3,6,alternator fan,2,Buick,India,265.0,517.16,mm,1.6,kg,36,12,3.0,110.0,eur,3.5,True
902,Honda Mexico F31099,3,6,alternator fan,2,Honda,Mexico,326.0,541.74,mm,2.17,kg,36,12,3.0,138.36,eur,3.5,True
903,Ford Netherlands F31391,3,6,alternator fan,2,Ford,Netherlands,304.0,527.98,mm,1.3,kg,36,12,2.5,90.78,eur,3.5,True
904,Jeep France F31838,3,6,alternator fan,2,Jeep,France,322.0,537.2,mm,2.61,kg,24,12,3.0,141.45,eur,3.5,True
905,Volvo Japan F23108,3,6,alternator fan,2,Volvo,Japan,343.0,535.95,mm,1.13,kg,36,12,3.0,90.63,eur,4.5,True
906,Honda Denmark F35831,3,6,alternator fan,2,Honda,Denmark,272.0,597.21,mm,2.95,kg,36,12,2.5,108.55,eur,3.0,True
907,Jeep Japan F29982,3,6,alternator fan,2,Jeep,Japan,250.0,526.82,mm,2.13,kg,24,12,2.5,80.33,eur,4.0,True
908,Ford Romania F4158,3,6,alternator fan,2,Ford,Romania,339.0,535.76,mm,2.61,kg,36,12,2.5,130.24,eur,3.0,True
909,Lincoln Korea F4832,3,6,alternator fan,2,Lincoln,Korea,254.0,504.56,mm,2.98,kg,36,12,2.5,76.91,eur,4.0,True
910,Daimler France F5872,3,6,alternator fan,2,Daimler,France,261.0,542.68,mm,2.12,kg,36,12,3.0,94.99,eur,3.5,True
911,Hyundai India F32509,3,6,alternator fan,2,Hyundai,India,327.0,500.59,mm,2.5,kg,24,12,3.0,99.14,eur,4.5,True
912,Toyota Korea F31876,3,6,alternator fan,2,Toyota,Korea,326.0,516.5,mm,1.64,kg,24,12,2.5,79.17,eur,4.5,True
913,Benz Chile F16764,3,6,alternator fan,2,Benz,Chile,326.0,534.09,mm,2.76,kg,24,12,3.0,96.53,eur,4.0,True
914,Ferrari Japan F11453,3,6,alternator fan,2,Ferrari,Japan,283.0,504.29,mm,2.0,kg,36,12,3.0,111.91,eur,4.5,True
915,Volkswagen Turkey F23482,3,6,alternator fan,2,Volkswagen,Turkey,253.0,501.02,mm,2.62,kg,24,12,3.0,100.6,eur,3.5,True
916,Volkswagen Norway F10664,3,6,alternator fan,2,Volkswagen,Norway,333.0,561.3,mm,2.04,kg,24,12,3.0,135.96,eur,3.5,True
917,Lincoln Cuba F22477,3,6,alternator fan,2,Lincoln,Cuba,324.0,512.45,mm,1.55,kg,24,12,3.0,113.28,eur,4.5,True
918,Tesla China F17921,3,6,alternator fan,2,Tesla,China,263.0,526.57,mm,2.71,kg,36,12,3.0,133.47,eur,4.5,True
919,Toyota Netherlands F15245,3,6,alternator fan,2,Toyota,Netherlands,333.0,520.06,mm,1.74,kg,24,12,3.0,145.23,eur,4.5,True
920,Lincoln Cuba F24760,3,6,alternator fan,2,Lincoln,Cuba,280.0,539.48,mm,1.77,kg,36,12,3.0,134.66,eur,4.0,True
921,Honda Korea F26324,3,6,alternator fan,2,Honda,Korea,350.0,503.69,mm,1.16,kg,36,12,2.5,83.18,eur,3.0,True
922,Acura Korea F35057,3,6,alternator fan,2,Acura,Korea,318.0,522.35,mm,1.12,kg,36,12,2.5,124.17,eur,4.5,True
923,KTM France F30814,3,6,alternator fan,2,KTM,France,308.0,546.41,mm,1.74,kg,36,12,3.0,147.68,eur,4.0,True
924,Honda New Zealand F2378,3,6,alternator fan,2,Honda,New,348.0,529.62,mm,2.83,kg,36,12,2.5,142.49,eur,4.5,True
925,Acura Canada F39817,3,6,alternator fan,2,Acura,Canada,269.0,529.85,mm,1.16,kg,36,12,3.0,91.94,eur,4.0,True
926,Jeep Romania F7666,3,6,alternator fan,2,Jeep,Romania,347.0,577.14,mm,1.28,kg,24,12,2.5,132.68,eur,4.5,True
927,Ford Chile F39684,3,6,alternator fan,2,Ford,Chile,320.0,537.23,mm,1.9,kg,24,12,3.0,103.08,eur,4.0,True
928,Benz Japan F27437,3,6,alternator fan,2,Benz,Japan,257.0,545.19,mm,1.43,kg,24,12,3.0,96.49,eur,3.5,True
929,Mercedes Italy F20236,3,6,alternator fan,2,Mercedes,Italy,262.0,554.66,mm,2.59,kg,36,12,3.0,114.8,eur,3.5,True
930,Benz Japan F24035,3,6,alternator fan,2,Benz,Japan,304.0,523.31,mm,1.29,kg,36,12,2.5,112.75,eur,4.5,True
931,Ferrari Austria F14527,3,6,alternator fan,2,Ferrari,Austria,330.0,507.98,mm,2.21,kg,24,12,2.5,133.15,eur,5.0,True
932,Volvo Thailand F32095,3,6,alternator fan,2,Volvo,Thailand,323.0,541.08,mm,2.1,kg,24,12,3.0,78.92,eur,3.0,True
933,Jeep Brazil F22175,3,6,alternator fan,2,Jeep,Brazil,277.0,545.13,mm,1.7,kg,36,12,3.0,80.95,eur,4.0,True
934,Tesla Chile F32312,3,6,alternator fan,2,Tesla,Chile,320.0,578.0,mm,1.86,kg,36,12,2.5,92.01,eur,4.0,True
935,Ferrari Korea F18156,3,6,alternator fan,2,Ferrari,Korea,284.0,579.42,mm,1.23,kg,24,12,2.5,96.65,eur,3.0,True
936,Ford India F39218,3,6,alternator fan,2,Ford,India,276.0,584.46,mm,2.74,kg,24,12,2.5,76.19,eur,4.5,True
937,Ford Austria F39814,3,6,alternator fan,2,Ford,Austria,265.0,554.53,mm,1.79,kg,24,12,3.0,83.03,eur,4.5,True
938,GMC Indonesia F35848,3,6,alternator fan,2,GMC,Indonesia,289.0,529.56,mm,2.86,kg,36,12,2.5,76.08,eur,4.5,True
939,Ferrari Denmark F3949,3,6,alternator fan,2,Ferrari,Denmark,312.0,557.75,mm,1.31,kg,24,12,2.5,136.0,eur,4.0,True
940,Mercedes India F2625,3,6,alternator fan,2,Mercedes,India,316.0,513.25,mm,2.83,kg,36,12,3.0,84.82,eur,4.0,True
941,Honda USA F22441,3,6,alternator fan,2,Honda,USA,258.0,590.48,mm,1.5,kg,36,12,2.5,109.74,eur,4.0,True
942,Toyota Brazil F13105,3,6,alternator fan,2,Toyota,Brazil,339.0,541.45,mm,1.33,kg,24,12,3.0,78.46,eur,4.5,True
943,Jeep Belgium F31152,3,6,alternator fan,2,Jeep,Belgium,270.0,583.27,mm,2.8,kg,24,12,2.5,116.82,eur,4.5,True
944,Tesla Netherlands F4211,3,6,alternator fan,2,Tesla,Netherlands,322.0,550.73,mm,1.05,kg,36,12,3.0,114.92,eur,3.0,True
945,Volvo Belgium F22280,3,6,alternator fan,2,Volvo,Belgium,340.0,563.2,mm,1.84,kg,36,12,3.0,138.54,eur,4.0,True
946,Buick Turkey F31033,3,6,alternator fan,2,Buick,Turkey,337.0,597.54,mm,2.05,kg,24,12,2.5,143.04,eur,4.0,True
947,Toyota Brazil F3416,3,6,alternator fan,2,Toyota,Brazil,294.0,566.99,mm,1.67,kg,24,12,2.5,99.04,eur,3.0,True
948,Mercedes Belgium F17719,3,6,alternator fan,2,Mercedes,Belgium,252.0,580.72,mm,1.44,kg,24,12,2.5,141.59,eur,4.0,True
949,GMC Indonesia F33495,3,6,alternator fan,2,GMC,Indonesia,344.0,540.9,mm,2.96,kg,36,12,3.0,98.7,eur,3.5,True
950,Ford China F11233,3,6,alternator fan,2,Ford,China,325.0,546.95,mm,2.41,kg,24,12,3.0,127.94,eur,4.0,True
951,BYD USA F26521,3,6,alternator fan,2,BYD,USA,256.0,562.79,mm,1.24,kg,36,12,3.0,82.6,eur,4.5,True
952,Hyundai Japan F26677,3,6,alternator fan,2,Hyundai,Japan,322.0,501.27,mm,1.65,kg,24,12,2.5,75.72,eur,3.5,True
953,Mercedes Mexico F9939,3,6,alternator fan,2,Mercedes,Mexico,279.0,563.39,mm,2.81,kg,36,12,2.5,98.64,eur,4.0,True
954,Tesla Belgium F15476,3,6,alternator fan,2,Tesla,Belgium,311.0,577.88,mm,2.78,kg,36,12,2.5,113.75,eur,4.5,True
955,GMC Germany F28073,3,6,alternator fan,2,GMC,Germany,276.0,577.73,mm,2.27,kg,36,12,2.5,138.17,eur,3.5,True
956,Volkswagen France F16830,3,6,alternator fan,2,Volkswagen,France,285.0,595.15,mm,2.34,kg,24,12,2.5,121.91,eur,5.0,True
957,Tesla Chile F17888,3,6,alternator fan,2,Tesla,Chile,328.0,501.15,mm,2.68,kg,36,12,3.0,137.23,eur,4.5,True
958,Benz Thailand F24286,3,6,alternator fan,2,Benz,Thailand,316.0,516.77,mm,1.06,kg,36,12,3.0,132.07,eur,3.0,True
959,Hyundai Cuba F13097,3,6,alternator fan,2,Hyundai,Cuba,306.0,510.76,mm,1.4,kg,36,12,2.5,76.14,eur,4.5,True
960,Volkswagen Germany F33580,3,6,alternator fan,2,Volkswagen,Germany,272.0,561.16,mm,1.37,kg,36,12,3.0,98.72,eur,5.0,True
961,Lincoln Belgium F33974,3,6,alternator fan,2,Lincoln,Belgium,287.0,559.78,mm,2.91,kg,36,12,3.0,127.17,eur,5.0,True
962,Buick Indonesia F13012,3,6,alternator fan,2,Buick,Indonesia,343.0,523.78,mm,1.24,kg,36,12,2.5,83.79,eur,4.0,True
963,Hyundai Italy F35971,3,6,alternator fan,2,Hyundai,Italy,317.0,548.91,mm,2.24,kg,36,12,3.0,120.76,eur,5.0,True
964,BMW Austria F25959,3,6,alternator fan,2,BMW,Austria,295.0,586.47,mm,1.01,kg,24,12,3.0,83.98,eur,5.0,True
965,BYD Turkey F31162,3,6,alternator fan,2,BYD,Turkey,323.0,501.54,mm,2.02,kg,24,12,3.0,128.53,eur,3.5,True
966,Jeep Brazil F26388,3,6,alternator fan,2,Jeep,Brazil,254.0,582.07,mm,1.31,kg,36,12,2.5,126.76,eur,4.5,True
967,BYD France F18684,3,6,alternator fan,2,BYD,France,315.0,512.18,mm,1.33,kg,36,12,2.5,148.13,eur,4.5,True
968,BMW Switzerland F29434,3,6,alternator fan,2,BMW,Switzerland,253.0,589.2,mm,2.37,kg,24,12,3.0,145.31,eur,3.0,True
969,Buick India F10008,3,6,alternator fan,2,Buick,India,270.0,515.17,mm,1.95,kg,36,12,3.0,84.61,eur,3.5,True
970,Ford Italy F26583,3,6,alternator fan,2,Ford,Italy,301.0,577.6,mm,1.04,kg,36,12,3.0,109.62,eur,3.5,True
971,Honda Cuba F16553,3,6,alternator fan,2,Honda,Cuba,256.0,593.43,mm,2.65,kg,36,12,3.0,108.51,eur,3.5,True
972,Benz Egypt F19759,3,6,alternator fan,2,Benz,Egypt,323.0,597.64,mm,1.34,kg,24,12,2.5,110.0,eur,3.0,True
973,Mercedes Brazil F24074,3,6,alternator fan,2,Mercedes,Brazil,270.0,512.87,mm,1.11,kg,24,12,2.5,136.67,eur,4.5,True
974,Benz New Zealand F20299,3,6,alternator fan,2,Benz,New,294.0,538.2,mm,1.43,kg,36,12,3.0,126.6,eur,3.0,True
975,Ferrari USA F21115,3,6,alternator fan,2,Ferrari,USA,258.0,594.16,mm,2.56,kg,24,12,2.5,105.53,eur,4.5,True
