material ID,description,level,category,category description,hierarchy category,provider,country,length,height,width,size uom,weight,weight uom,power,voltage,current,frequency,rotation speed,price,currency,rank,is leaf
1874,Daimler Canada P6179,2,2,alternator,1,Daimler,Canada,0.1347872482326262,0.3521666666666666,0.6048922433390922,mm,0.28,kg,0.8490566037735849,1.0,1.0,0,0,0.5045999999999999,eur,0.75,False
1875,Mercedes Denmark P10732,2,2,alternator,1,Mercedes,Denmark,0.7202881152460981,0.4417499999999999,0.16659088842411607,mm,0.615,kg,0.07547169811320754,1.0,0.0,0,0,0.7574000000000001,eur,0.0,False
1876,Tesla Germany P1008,2,2,alternator,1,Tesla,Germany,0.06956115779645193,0.17674999999999982,0.151950531963263,mm,0.16500000000000004,kg,0.07547169811320754,1.0,0.0,0,0,0.9551333333333334,eur,0.5,False
1877,BMW Austria P10990,2,2,alternator,1,BMW,Austria,0.8035881019074294,0.7809166666666665,0.4563971992361557,mm,0.7849999999999999,kg,0.8490566037735849,0.0,1.0,0,0,0.09280000000000001,eur,0.5,False
1878,Mercedes New Zealand P38694,2,2,alternator,1,Mercedes,New,0.5112044817927167,0.7512499999999999,0.8645994362098756,mm,0.1499999999999999,kg,0.0,0.0,1.0,0,0,0.4442,eur,0.5,False
1879,Volvo Turkey P32667,2,2,alternator,1,Volvo,Turkey,0.22208883553421369,0.8111666666666665,0.9779939983631903,mm,0.04499999999999993,kg,1.0,1.0,1.0,0,0,0.2878666666666667,eur,0.75,False
1880,Volkswagen Austria P20334,2,2,alternator,1,Volkswagen,Austria,0.8215286114445772,0.41774999999999995,0.4553059925434213,mm,0.6399999999999999,kg,0.0,0.0,0.0,0,0,0.5808,eur,0.25,False
1881,Toyota Turkey P6073,2,2,alternator,1,Toyota,Turkey,0.7384953981592636,0.05450000000000017,0.5523324543057196,mm,0.54,kg,0.07547169811320754,0.0,1.0,0,0,0.7955333333333334,eur,0.75,False
1882,BYD Cuba P7265,2,2,alternator,1,BYD,Cuba,0.1533946912098172,0.6879166666666667,0.33072656178957893,mm,0.18999999999999995,kg,0.0,0.0,1.0,0,0,0.3547333333333334,eur,1.0,False
1883,BYD Romania P12638,2,2,alternator,1,BYD,Romania,0.09030278778177948,0.08483333333333339,0.4909520778394107,mm,0.06499999999999995,kg,1.0,1.0,1.0,0,0,0.08800000000000002,eur,0.0,False
1884,Acura Switzerland P29493,2,2,alternator,1,Acura,Switzerland,0.33786848072562364,0.9694999999999998,0.33809220696553655,mm,0.07499999999999996,kg,0.8490566037735849,0.0,1.0,0,0,0.27040000000000003,eur,0.75,False
1885,KTM Brazil P19492,2,2,alternator,1,KTM,Brazil,0.18974256369214337,0.7141666666666666,0.9284350277348368,mm,0.72,kg,0.07547169811320754,0.0,1.0,0,0,0.7942,eur,0.5,False
1886,Honda Korea P5327,2,2,alternator,1,Honda,Korea,0.7446978791516602,0.2795833333333334,0.8304992270619261,mm,0.6699999999999999,kg,0.0,1.0,0.0,0,0,0.9996666666666666,eur,0.5,False
1887,Ferrari France P23535,2,2,alternator,1,Ferrari,France,0.5427504335067358,0.6652499999999999,0.6450850231881425,mm,0.98,kg,0.0,1.0,0.0,0,0,0.2853333333333334,eur,0.25,False
1888,Volkswagen Japan P4625,2,2,alternator,1,Volkswagen,Japan,0.26450580232092846,0.29616666666666686,0.33863781031190326,mm,0.3999999999999999,kg,1.0,0.0,1.0,0,0,0.4622666666666667,eur,0.0,False
1889,Benz Canada P7811,2,2,alternator,1,Benz,Canada,0.8035214085634252,0.7126666666666666,0.808856960989361,mm,0.48,kg,0.07547169811320754,0.0,1.0,0,0,0.963,eur,0.75,False
1890,Hyundai Brazil P9776,2,2,alternator,1,Hyundai,Brazil,0.7812458316659994,0.39350000000000024,0.20669273438210434,mm,0.8,kg,0.07547169811320754,1.0,1.0,0,0,0.49153333333333327,eur,0.5,False
1891,Buick India P27983,2,2,alternator,1,Buick,India,0.6450580232092836,0.3117500000000002,0.3834682186050747,mm,0.9650000000000001,kg,0.07547169811320754,1.0,1.0,0,0,0.5790666666666667,eur,0.0,False
1892,Jeep Germany P13228,2,2,alternator,1,Jeep,Germany,0.11131119114312386,0.41908333333333353,0.768209511685005,mm,0.8400000000000001,kg,0.07547169811320754,1.0,1.0,0,0,0.08399999999999996,eur,0.25,False
1893,GMC Sweden P13903,2,2,alternator,1,GMC,Sweden,0.6938108576764035,0.4969166666666666,0.21614985905246864,mm,0.5449999999999999,kg,0.07547169811320754,0.0,1.0,0,0,0.6005333333333334,eur,0.5,False
1894,BMW Chile P9436,2,2,alternator,1,BMW,Chile,0.01033746832066167,0.3939166666666665,0.4494862235155047,mm,0.20999999999999996,kg,1.0,0.0,0.0,0,0,0.2633999999999999,eur,0.0,False
1895,GMC Cuba P34712,2,2,alternator,1,GMC,Cuba,0.2881819394424434,0.4037499999999999,0.20623806492679875,mm,0.9299999999999999,kg,1.0,1.0,0.0,0,0,0.6679999999999999,eur,0.5,False
1896,BMW Canada P1054,2,2,alternator,1,BMW,Canada,0.7089502467653722,0.9170000000000001,0.03873783759207047,mm,0.665,kg,0.07547169811320754,1.0,0.0,0,0,0.5899333333333334,eur,0.75,False
1897,Daimler Germany P7330,2,2,alternator,1,Daimler,Germany,0.5138722155528873,0.21099999999999994,0.8453214513049014,mm,0.575,kg,1.0,1.0,1.0,0,0,0.08366666666666665,eur,0.5,False
1898,Buick Switzerland P3087,2,2,alternator,1,Buick,Switzerland,0.05628918233960247,0.21424999999999983,0.923251795944348,mm,0.7749999999999999,kg,1.0,0.0,0.0,0,0,0.7323333333333333,eur,0.75,False
1899,Lincoln Thailand P8565,2,2,alternator,1,Lincoln,Thailand,0.7203548085901024,0.11925000000000002,0.32008729653541906,mm,0.855,kg,0.07547169811320754,1.0,1.0,0,0,0.23106666666666664,eur,0.25,False
1900,BMW Japan P24226,2,2,alternator,1,BMW,Japan,0.17700413498732834,0.08758333333333326,0.303901063926526,mm,0.6200000000000001,kg,0.07547169811320754,1.0,1.0,0,0,0.09126666666666665,eur,1.0,False
1901,Benz Italy P12842,2,2,alternator,1,Benz,Italy,0.2006135787648391,0.20274999999999987,0.023188142220606233,mm,0.43999999999999995,kg,1.0,0.0,1.0,0,0,0.20839999999999995,eur,0.25,False
1902,Toyota Turkey P29993,2,2,alternator,1,Toyota,Turkey,0.3143924236361209,0.5897499999999999,0.3785577884877693,mm,0.7749999999999999,kg,0.07547169811320754,1.0,1.0,0,0,0.14086666666666664,eur,0.25,False
1903,Acura Switzerland P3067,2,2,alternator,1,Acura,Switzerland,0.9199679871948779,0.4296666666666667,0.05510593798308682,mm,0.55,kg,0.07547169811320754,0.0,1.0,0,0,0.8009333333333333,eur,0.25,False
1904,Hyundai Netherlands P19885,2,2,alternator,1,Hyundai,Netherlands,0.2222222222222221,0.32791666666666686,0.2522506138037647,mm,0.75,kg,0.07547169811320754,0.0,0.0,0,0,0.8975333333333333,eur,0.5,False
1905,Toyota Germany P1653,2,2,alternator,1,Toyota,Germany,0.3542750433506735,0.9563333333333333,0.954714922251523,mm,0.4750000000000001,kg,0.0,1.0,1.0,0,0,0.8387333333333333,eur,0.75,False
1906,Benz Norway P34761,2,2,alternator,1,Benz,Norway,0.06949446445244772,0.8931666666666668,0.060743839228881165,mm,0.14500000000000002,kg,1.0,0.0,1.0,0,0,0.5556,eur,1.0,False
1907,Hyundai Sweden P26503,2,2,alternator,1,Hyundai,Sweden,0.5936374549819925,0.9171666666666667,0.5537873965626986,mm,0.7549999999999999,kg,0.8490566037735849,0.0,1.0,0,0,0.11939999999999998,eur,0.25,False
1908,BYD Denmark P31506,2,2,alternator,1,BYD,Denmark,0.7959850606909429,0.2665833333333334,0.8986087114667639,mm,0.635,kg,0.07547169811320754,0.0,1.0,0,0,0.4271333333333333,eur,1.0,False
1909,Jeep Switzerland P8769,2,2,alternator,1,Jeep,Switzerland,0.16513271975456836,0.06791666666666647,0.2988087660270983,mm,0.16500000000000004,kg,0.07547169811320754,1.0,0.0,0,0,0.49653333333333327,eur,0.25,False
1910,Ford Chile P26803,2,2,alternator,1,Ford,Chile,0.16780045351473932,0.2680000000000002,0.5751568609620804,mm,0.17500000000000004,kg,1.0,1.0,0.0,0,0,0.9954666666666666,eur,1.0,False
1911,Benz Sweden P31783,2,2,alternator,1,Benz,Sweden,0.48072562358276655,0.9971666666666669,0.26870964808584213,mm,0.10499999999999998,kg,0.07547169811320754,0.0,0.0,0,0,0.17553333333333332,eur,0.5,False
1912,BYD Italy P17171,2,2,alternator,1,BYD,Italy,0.9980658930238757,0.20708333333333354,0.20496499045194105,mm,0.004999999999999893,kg,0.07547169811320754,1.0,1.0,0,0,0.013533333333333342,eur,0.0,False
1913,Ford Turkey P25661,2,2,alternator,1,Ford,Turkey,0.7293584100306788,0.5164166666666669,0.8396835500591071,mm,0.48,kg,1.0,0.0,0.0,0,0,0.9371333333333333,eur,0.25,False
1914,BMW France P32806,2,2,alternator,1,BMW,France,0.564825930372149,0.31825,0.4192052377921252,mm,0.7250000000000001,kg,0.07547169811320754,1.0,0.0,0,0,0.8564666666666667,eur,0.75,False
1915,Jeep Italy P13361,2,2,alternator,1,Jeep,Italy,0.6266506602641057,0.8244166666666667,0.43948349549877264,mm,0.8799999999999999,kg,0.07547169811320754,1.0,0.0,0,0,0.7577333333333333,eur,1.0,False
1916,Buick Belgium P2765,2,2,alternator,1,Buick,Belgium,0.9831265839669195,0.4619166666666667,0.014003819223424236,mm,0.21500000000000008,kg,1.0,1.0,0.0,0,0,0.24573333333333341,eur,0.25,False
1917,Buick Italy P31181,2,2,alternator,1,Buick,Italy,0.8174603174603174,0.2323333333333333,0.4644903155406022,mm,0.41500000000000004,kg,1.0,0.0,0.0,0,0,0.7163333333333333,eur,0.5,False
1918,Ferrari Korea P16645,2,2,alternator,1,Ferrari,Korea,0.629251700680272,0.4310000000000002,0.3910157315631535,mm,0.9750000000000001,kg,0.0,0.0,0.0,0,0,0.8118000000000001,eur,0.25,False
1919,GMC Japan P19893,2,2,alternator,1,GMC,Japan,0.4997332266239824,0.7507499999999998,0.12548876966445452,mm,0.44500000000000006,kg,0.07547169811320754,0.0,0.0,0,0,0.9446,eur,0.0,False
1920,Hyundai China P13868,2,2,alternator,1,Hyundai,China,0.7915166066426564,0.9081666666666668,0.39792670728380447,mm,0.8700000000000001,kg,1.0,0.0,0.0,0,0,0.7631333333333333,eur,0.5,False
1921,Mercedes Italy P38132,2,2,alternator,1,Mercedes,Italy,0.9104308390022672,0.14058333333333337,0.8620532872601623,mm,0.30499999999999994,kg,0.8490566037735849,0.0,1.0,0,0,0.4770000000000001,eur,0.25,False
1922,BMW Russia P21064,2,2,alternator,1,BMW,Russia,0.3985594237695076,0.9699166666666665,0.15667909429844515,mm,0.98,kg,0.07547169811320754,0.0,1.0,0,0,0.3130666666666667,eur,0.75,False
1923,Buick Chile P32607,2,2,alternator,1,Buick,Chile,0.7134853941576629,0.32349999999999995,0.056379012457943474,mm,0.8799999999999999,kg,1.0,1.0,0.0,0,0,0.47593333333333326,eur,0.5,False
1924,Volkswagen Sweden P9855,2,2,alternator,1,Volkswagen,Sweden,0.6422569027611039,0.8898333333333331,0.636991906883696,mm,0.5249999999999999,kg,0.0,0.0,1.0,0,0,0.1825333333333333,eur,1.0,False
1925,Mercedes New Zealand P18095,2,2,alternator,1,Mercedes,New,0.753834867280245,0.3021666666666666,0.041011184868600434,mm,0.7749999999999999,kg,0.0,0.0,1.0,0,0,0.12340000000000004,eur,0.25,False
1926,GMC Norway P31125,2,2,alternator,1,GMC,Norway,0.27564359076964096,0.07541666666666676,0.5574247522051473,mm,0.33000000000000007,kg,0.07547169811320754,1.0,0.0,0,0,0.8567333333333332,eur,0.0,False
1927,Toyota USA P34465,2,2,alternator,1,Toyota,USA,0.6250500200080031,0.7294166666666665,0.11439483495498806,mm,0.5549999999999999,kg,0.0,1.0,1.0,0,0,0.2944666666666666,eur,0.5,False
1928,Tesla Thailand P20264,2,2,alternator,1,Tesla,Thailand,0.9148992930505528,0.3243333333333335,0.40310993907429327,mm,0.19500000000000006,kg,0.8490566037735849,1.0,0.0,0,0,0.11346666666666665,eur,0.25,False
1929,Lincoln Romania P21504,2,2,alternator,1,Lincoln,Romania,0.9367747098839535,0.8911666666666667,0.9929980903882879,mm,0.5149999999999999,kg,0.8490566037735849,0.0,0.0,0,0,0.9818000000000001,eur,0.0,False
1930,BMW Japan P9025,2,2,alternator,1,BMW,Japan,0.47872482326263804,0.7336666666666668,0.4922251523142674,mm,0.8300000000000001,kg,0.07547169811320754,0.0,1.0,0,0,0.3572000000000001,eur,0.0,False
1931,Ferrari Sweden P38385,2,2,alternator,1,Ferrari,Sweden,0.8309323729491795,0.7721666666666669,0.29089751750477405,mm,0.74,kg,0.0,0.0,0.0,0,0,0.5837333333333333,eur,0.25,False
1932,Toyota Denmark P3653,2,2,alternator,1,Toyota,Denmark,0.8959583833533412,0.78125,0.3532781667727563,mm,0.08000000000000007,kg,0.0,0.0,1.0,0,0,0.06453333333333337,eur,1.0,False
1933,GMC Norway P15619,2,2,alternator,1,GMC,Norway,0.829331732693077,0.2439166666666665,0.872601618623261,mm,0.25,kg,0.0,0.0,1.0,0,0,0.22526666666666662,eur,0.5,False
1934,BYD Chile P3207,2,2,alternator,1,BYD,Chile,0.7920501533946909,0.7923333333333332,0.8924252068746018,mm,0.32499999999999996,kg,0.8490566037735849,1.0,0.0,0,0,0.7976666666666667,eur,0.25,False
1935,KTM Brazil P17018,2,2,alternator,1,KTM,Brazil,0.6021742030145387,0.5234166666666666,0.19650813858325006,mm,0.43500000000000005,kg,0.8490566037735849,0.0,0.0,0,0,0.6881333333333334,eur,1.0,False
1936,KTM Russia P19563,2,2,alternator,1,KTM,Russia,0.04168334000266772,0.6689999999999998,0.08556879148858748,mm,0.15500000000000003,kg,0.0,1.0,0.0,0,0,0.8664666666666666,eur,0.75,False
1937,BMW Netherlands P28871,2,2,alternator,1,BMW,Netherlands,0.7223556089102301,0.9224999999999999,0.13267254705828888,mm,0.31000000000000005,kg,0.8490566037735849,1.0,1.0,0,0,0.9336,eur,0.5,False
1938,Ford Thailand P33608,2,2,alternator,1,Ford,Thailand,0.6833400026677338,0.437,0.08029462580703864,mm,0.9750000000000001,kg,0.8490566037735849,1.0,0.0,0,0,0.02353333333333334,eur,0.75,False
1939,Tesla Turkey P8476,2,2,alternator,1,Tesla,Turkey,0.7172869147659058,0.8342500000000002,0.5090479221605893,mm,0.69,kg,0.0,1.0,0.0,0,0,0.9406666666666667,eur,0.25,False
1940,Honda Norway P3487,2,2,alternator,1,Honda,Norway,0.8065226090436168,0.10158333333333332,0.8303173592798039,mm,0.895,kg,0.07547169811320754,0.0,1.0,0,0,0.037066666666666685,eur,0.5,False
1941,Ford New Zealand P33731,2,2,alternator,1,Ford,New,0.13605442176870727,0.2534166666666669,0.6188051286714563,mm,0.30000000000000004,kg,1.0,1.0,1.0,0,0,0.5276,eur,0.75,False
1942,Buick Mexico P37440,2,2,alternator,1,Buick,Mexico,0.4028277977857807,0.16824999999999998,0.40256433572792555,mm,0.3999999999999999,kg,1.0,0.0,1.0,0,0,0.057466666666666694,eur,0.5,False
1943,Ferrari Switzerland P14099,2,2,alternator,1,Ferrari,Switzerland,0.6957449646525278,0.2930833333333335,0.559516231699554,mm,0.54,kg,0.8490566037735849,0.0,1.0,0,0,0.33899999999999997,eur,0.5,False
1944,Ford Sweden P24450,2,2,alternator,1,Ford,Sweden,0.21235160730959027,0.2850833333333332,0.4797672092388831,mm,0.9299999999999999,kg,0.07547169811320754,1.0,1.0,0,0,0.5518000000000001,eur,0.75,False
1945,Ford China P31106,2,2,alternator,1,Ford,China,0.7584367080165398,0.5147499999999998,0.6379012457943072,mm,0.25,kg,0.0,0.0,0.0,0,0,0.15033333333333332,eur,1.0,False
1946,Honda Brazil P18606,2,2,alternator,1,Honda,Brazil,0.8245298119247696,0.5780000000000001,0.6977357461125762,mm,0.3899999999999999,kg,0.07547169811320754,1.0,0.0,0,0,0.4117333333333333,eur,0.0,False
1947,BYD Korea P18182,2,2,alternator,1,BYD,Korea,0.2314925970388153,0.10008333333333326,0.5125034100209148,mm,0.2849999999999999,kg,0.8490566037735849,0.0,1.0,0,0,0.09060000000000003,eur,0.25,False
1948,Benz Netherlands P14677,2,2,alternator,1,Benz,Netherlands,0.7655728958249961,0.25716666666666677,0.8735109575338732,mm,0.2749999999999999,kg,1.0,1.0,1.0,0,0,0.5244,eur,0.0,False
1949,KTM Egypt P14579,2,2,alternator,1,KTM,Egypt,0.9358410030678939,0.9765,0.4012003273620078,mm,0.825,kg,0.0,0.0,0.0,0,0,0.3955333333333334,eur,0.25,False
1950,Volkswagen Thailand P10661,2,2,alternator,1,Volkswagen,Thailand,0.6264505802320923,0.6495,0.5731563153587338,mm,0.040000000000000036,kg,0.07547169811320754,1.0,1.0,0,0,0.615,eur,0.0,False
1951,Toyota France P9801,2,2,alternator,1,Toyota,France,0.6977457649726555,0.7872500000000002,0.28162226061653195,mm,0.8,kg,0.07547169811320754,0.0,1.0,0,0,0.14273333333333332,eur,0.5,False
1952,Daimler Sweden P12757,2,2,alternator,1,Daimler,Sweden,0.6240496198479393,0.4459166666666666,0.3622806219878151,mm,0.625,kg,0.0,0.0,0.0,0,0,0.6151333333333334,eur,0.75,False
1953,Toyota USA P37365,2,2,alternator,1,Toyota,USA,0.6880752300920363,0.46075000000000016,0.5816131672274258,mm,0.6000000000000001,kg,0.0,0.0,0.0,0,0,0.8471333333333333,eur,0.25,False
1954,Honda Austria P21266,2,2,alternator,1,Honda,Austria,0.31025743630785624,0.8007499999999997,0.8585977993998367,mm,0.1100000000000001,kg,0.07547169811320754,0.0,1.0,0,0,0.578,eur,1.0,False
1955,Toyota Switzerland P11406,2,2,alternator,1,Toyota,Switzerland,0.5693610777644389,0.034916666666666644,0.4038374102027822,mm,0.51,kg,0.07547169811320754,0.0,0.0,0,0,0.7181333333333333,eur,0.25,False
1956,Lincoln China P19370,2,2,alternator,1,Lincoln,China,0.1134453781512604,0.4823333333333333,0.11421296717286583,mm,0.44500000000000006,kg,0.8490566037735849,0.0,1.0,0,0,0.6450666666666666,eur,0.75,False
1957,Ford India P24824,2,2,alternator,1,Ford,India,0.5468854208350005,0.09108333333333339,0.7392925343275443,mm,0.020000000000000018,kg,0.0,1.0,1.0,0,0,0.8394666666666666,eur,0.75,False
1958,Tesla Sweden P8903,2,2,alternator,1,Tesla,Sweden,0.5330132052821124,0.47774999999999984,0.9671728653269073,mm,0.8400000000000001,kg,1.0,1.0,1.0,0,0,0.47953333333333337,eur,0.25,False
1959,Mercedes France P36532,2,2,alternator,1,Mercedes,France,0.5598239295718289,0.02066666666666682,0.9275256888242246,mm,0.04499999999999993,kg,0.8490566037735849,0.0,0.0,0,0,0.43873333333333336,eur,0.75,False
1960,Volvo Sweden P3685,2,2,alternator,1,Volvo,Sweden,0.5855675603574758,0.1953333333333333,0.9758115849777215,mm,0.1499999999999999,kg,0.8490566037735849,0.0,1.0,0,0,0.22073333333333342,eur,1.0,False
1961,Honda Japan P2034,2,2,alternator,1,Honda,Japan,0.9455115379485123,0.3707500000000001,0.20532872601618654,mm,0.16999999999999993,kg,0.07547169811320754,1.0,0.0,0,0,0.6084666666666667,eur,0.25,False
1962,GMC Brazil P8956,2,2,alternator,1,GMC,Brazil,0.781846071762038,0.12149999999999987,0.8025825225061377,mm,0.6699999999999999,kg,0.8490566037735849,0.0,0.0,0,0,0.28359999999999996,eur,0.5,False
1963,Toyota Mexico P14058,2,2,alternator,1,Toyota,Mexico,0.10911031079098311,0.3290833333333334,0.08420478312266971,mm,0.6000000000000001,kg,0.07547169811320754,1.0,1.0,0,0,0.3674666666666667,eur,0.5,False
1964,BYD Cuba P6599,2,2,alternator,1,BYD,Cuba,0.7927837801787379,0.13549999999999993,0.36564517595707946,mm,0.5900000000000001,kg,0.8490566037735849,0.0,1.0,0,0,0.8824000000000001,eur,0.5,False
1965,Acura China P24213,2,2,alternator,1,Acura,China,0.43790849673202575,0.6478333333333334,0.006910975720651002,mm,0.925,kg,1.0,1.0,1.0,0,0,0.6220666666666667,eur,0.25,False
1966,Buick Norway P12615,2,2,alternator,1,Buick,Norway,0.10557556355875669,0.19333333333333325,0.46967354733108996,mm,0.675,kg,0.0,1.0,0.0,0,0,0.5791333333333334,eur,0.5,False
1967,Acura Turkey P24105,2,2,alternator,1,Acura,Turkey,0.44837935174069626,0.13074999999999998,0.05646994634900459,mm,0.97,kg,1.0,0.0,1.0,0,0,0.2720000000000001,eur,0.25,False
1968,Honda Thailand P11238,2,2,alternator,1,Honda,Thailand,0.358876884086968,0.1364166666666667,0.8769664453941987,mm,0.365,kg,0.07547169811320754,1.0,0.0,0,0,0.31140000000000007,eur,0.25,False
1969,Daimler Japan P1707,2,2,alternator,1,Daimler,Japan,0.05548886221155122,0.5113333333333334,0.8156770028189508,mm,0.5549999999999999,kg,0.0,0.0,1.0,0,0,0.7035999999999999,eur,0.75,False
1970,GMC Sweden P8966,2,2,alternator,1,GMC,Sweden,0.7275576897425636,0.1304166666666665,0.7512048740565608,mm,0.08499999999999996,kg,0.0,1.0,0.0,0,0,0.40426666666666655,eur,0.0,False
1971,GMC New Zealand P10986,2,2,alternator,1,GMC,New,0.12645058023209266,0.6378333333333335,0.6340820223697372,mm,0.22999999999999998,kg,0.0,0.0,0.0,0,0,0.026599999999999967,eur,0.5,False
1972,Lincoln USA P35933,2,2,alternator,1,Lincoln,USA,0.03501400560224088,0.29866666666666647,0.45485132308811466,mm,0.15500000000000003,kg,0.0,0.0,0.0,0,0,0.9355333333333334,eur,0.75,False
1973,Tesla Egypt P14587,2,2,alternator,1,Tesla,Egypt,0.10404161664665877,0.7925833333333334,0.5957988542329723,mm,0.47,kg,0.8490566037735849,0.0,1.0,0,0,0.42373333333333335,eur,0.75,False
1974,Daimler China P10993,2,2,alternator,1,Daimler,China,0.6546618647458979,0.6189166666666666,0.3355460580158222,mm,0.27,kg,0.07547169811320754,0.0,0.0,0,0,0.5854666666666666,eur,0.25,False
1975,Toyota Korea P21961,2,2,alternator,1,Toyota,Korea,0.983993597438975,0.7260833333333333,0.36364463035373285,mm,0.6699999999999999,kg,0.07547169811320754,0.0,1.0,0,0,0.8796666666666666,eur,0.5,False
1976,Volvo Japan P7752,2,2,alternator,1,Volvo,Japan,0.13998932906495934,0.47991666666666644,0.6649086114394833,mm,0.96,kg,0.8490566037735849,1.0,0.0,0,0,0.5380666666666667,eur,0.5,False
1977,Buick France P34974,2,2,alternator,1,Buick,France,0.42563692143524096,0.5862500000000002,0.25388742384286683,mm,0.385,kg,1.0,0.0,1.0,0,0,0.048799999999999955,eur,1.0,False
1978,Volkswagen Belgium P26912,2,2,alternator,1,Volkswagen,Belgium,0.2127517673736159,0.45424999999999993,0.3424570337364732,mm,0.905,kg,0.8490566037735849,0.0,1.0,0,0,0.7323333333333333,eur,1.0,False
1979,Hyundai Egypt P25714,2,2,alternator,1,Hyundai,Egypt,0.12651727357609724,0.8198333333333333,0.030553787396562816,mm,0.4750000000000001,kg,0.0,0.0,0.0,0,0,0.18813333333333332,eur,0.5,False
1980,Lincoln Switzerland P16640,2,2,alternator,1,Lincoln,Switzerland,0.06042416966786714,0.9458333333333333,0.006638174047467655,mm,0.4099999999999999,kg,0.07547169811320754,1.0,1.0,0,0,0.38120000000000004,eur,0.5,False
1981,Honda Canada P10364,2,2,alternator,1,Honda,Canada,0.27104175003334646,0.5351666666666669,0.6518141311266713,mm,0.865,kg,0.0,0.0,0.0,0,0,0.6854,eur,0.5,False
1982,Toyota Turkey P6579,2,2,alternator,1,Toyota,Turkey,0.6437908496732022,0.7016666666666665,0.5126852778030371,mm,0.43999999999999995,kg,0.07547169811320754,1.0,0.0,0,0,0.8214,eur,1.0,False
1983,BMW Switzerland P15455,2,2,alternator,1,BMW,Switzerland,0.05728958249966635,0.9735833333333332,0.49404383013549175,mm,0.21500000000000008,kg,0.8490566037735849,0.0,0.0,0,0,0.8005333333333334,eur,0.75,False
1984,Acura Italy P33531,2,2,alternator,1,Acura,Italy,0.4140322795784982,0.8841666666666669,0.3705556060743838,mm,0.8899999999999999,kg,0.07547169811320754,0.0,1.0,0,0,0.5578666666666667,eur,0.75,False
1985,Buick Romania P17467,2,2,alternator,1,Buick,Romania,0.3785514205682271,0.40300000000000014,0.8157679367100119,mm,0.585,kg,0.07547169811320754,1.0,1.0,0,0,0.32206666666666667,eur,0.75,False
1986,BMW Russia P18353,2,2,alternator,1,BMW,Russia,0.659663865546218,0.8694166666666665,0.7616622715285984,mm,0.48,kg,0.0,1.0,0.0,0,0,0.4716000000000001,eur,0.5,False
1987,KTM Cuba P4647,2,2,alternator,1,KTM,Cuba,0.4536481259170332,0.09258333333333345,0.818132217877603,mm,0.865,kg,0.8490566037735849,0.0,0.0,0,0,0.20306666666666673,eur,0.75,False
1988,KTM Cuba P15143,2,2,alternator,1,KTM,Cuba,0.880618914232359,0.7704166666666665,0.365281440392835,mm,0.94,kg,1.0,1.0,1.0,0,0,0.7880666666666667,eur,0.25,False
1989,Buick Japan P3902,2,2,alternator,1,Buick,Japan,0.5253434707216217,0.8965833333333332,0.8294989542602529,mm,0.5700000000000001,kg,1.0,0.0,0.0,0,0,0.6055333333333334,eur,0.75,False
1990,Honda Brazil P11525,2,2,alternator,1,Honda,Brazil,0.6985460851007067,0.19691666666666663,0.8360461944166594,mm,0.5,kg,0.07547169811320754,0.0,1.0,0,0,0.20693333333333327,eur,0.75,False
1991,Buick Sweden P16963,2,2,alternator,1,Buick,Sweden,0.4523142590369483,0.8459999999999999,0.31063017186505376,mm,0.895,kg,0.0,0.0,1.0,0,0,0.36866666666666675,eur,0.25,False
1992,Jeep India P10884,2,2,alternator,1,Jeep,India,0.13878884887288245,0.43766666666666654,0.43311812312448833,mm,0.675,kg,0.8490566037735849,1.0,0.0,0,0,0.7015333333333332,eur,0.0,False
1993,Volvo Romania P9477,2,2,alternator,1,Volvo,Romania,0.17346938775510193,0.5324166666666665,0.7216513594616714,mm,0.26,kg,0.8490566037735849,1.0,1.0,0,0,0.2596,eur,0.25,False
1994,Daimler Austria P1696,2,2,alternator,1,Daimler,Austria,0.398359343737495,0.47541666666666677,0.3104483040829315,mm,0.915,kg,0.0,0.0,0.0,0,0,0.4902,eur,0.5,False
1995,BYD China P37307,2,2,alternator,1,BYD,China,0.15412831799386426,0.22558333333333327,0.6403564608529604,mm,0.004999999999999893,kg,0.8490566037735849,0.0,1.0,0,0,0.014133333333333364,eur,1.0,False
1996,Buick Norway P7433,2,2,alternator,1,Buick,Norway,0.02147525676937459,0.14291666666666647,0.5744293898335915,mm,0.48,kg,0.07547169811320754,1.0,0.0,0,0,0.10306666666666663,eur,0.75,False
1997,Volkswagen France P1528,2,2,alternator,1,Volkswagen,France,0.2497665732959849,0.25316666666666665,0.023097208329544084,mm,0.3500000000000001,kg,1.0,0.0,1.0,0,0,0.1248666666666667,eur,0.0,False
1998,Hyundai China P23563,2,2,alternator,1,Hyundai,China,0.5424169667867148,0.1051666666666667,0.5788851504955893,mm,0.49,kg,0.07547169811320754,1.0,1.0,0,0,0.7164,eur,0.25,False
1999,BYD Sweden P18036,2,2,alternator,1,BYD,Sweden,0.07496331866079768,0.7252499999999997,0.16068018550513838,mm,0.365,kg,0.07547169811320754,1.0,1.0,0,0,0.031933333333333376,eur,0.0,False
2000,Buick Austria P21082,2,2,alternator,1,Buick,Austria,0.4633186607976524,0.9085833333333331,0.327725743384559,mm,0.855,kg,1.0,0.0,1.0,0,0,0.03133333333333335,eur,0.75,False
