material ID,description,level,category,category description,hierarchy category,provider,country,length,height,width,size uom,weight,weight uom,power,voltage,current,frequency,rotation speed,price,currency,rank,is leaf
1142,Acura China P17937,2,2,alternator,1,Acura,China,541.24,329.91,680.39,mm,2.74,kg,980,12,80,50,6000,173.14,eur,4.0,False
1143,Volkswagen Denmark P1849,2,2,alternator,1,Volkswagen,Denmark,510.06,349.15,624.85,mm,3.63,kg,980,24,75,50,6000,147.13,eur,4.0,False
1144,Toyota USA P3359,2,2,alternator,1,Toyota,USA,467.5,335.0,685.66,mm,2.98,kg,980,24,80,50,6000,239.41,eur,3.5,False
1145,Honda New Zealand P14419,2,2,alternator,1,Honda,New,467.69,318.19,672.68,mm,3.38,kg,1960,24,80,50,6000,195.23,eur,3.5,False
1146,Honda Chile P10333,2,2,alternator,1,Honda,Chile,558.67,364.76,625.2,mm,2.21,kg,980,12,80,50,6000,166.55,eur,4.5,False
1147,Buick France P15730,2,2,alternator,1,Buick,France,534.89,393.94,636.42,mm,3.06,kg,900,12,80,50,6000,140.0,eur,3.0,False
1148,Ford China P22034,2,2,alternator,1,Ford,China,466.6,344.25,669.41,mm,2.26,kg,900,24,80,50,6000,236.61,eur,3.0,False
1149,Volkswagen Belgium P24269,2,2,alternator,1,Volkswagen,Belgium,541.1,357.53,620.14,mm,3.42,kg,1800,24,80,50,6000,116.76,eur,4.5,False
1150,Toyota Sweden P6868,2,2,alternator,1,Toyota,Sweden,513.21,366.86,668.62,mm,3.92,kg,980,12,75,50,6000,213.09,eur,4.5,False
1151,BMW Japan P32247,2,2,alternator,1,BMW,Japan,489.27,412.6,611.58,mm,3.0,kg,1800,12,75,50,6000,216.98,eur,4.5,False
1152,Benz Belgium P6189,2,2,alternator,1,Benz,Belgium,465.01,412.23,628.82,mm,2.13,kg,900,24,80,50,6000,102.86,eur,3.5,False
1153,Jeep Japan P25671,2,2,alternator,1,Jeep,Japan,565.36,349.14,636.98,mm,3.93,kg,900,12,75,50,6000,144.95,eur,3.0,False
1154,Volkswagen Romania P30832,2,2,alternator,1,Volkswagen,Romania,536.19,358.01,618.45,mm,3.78,kg,1960,12,80,50,6000,226.08,eur,3.5,False
1155,Jeep Turkey P13210,2,2,alternator,1,Jeep,Turkey,506.16,417.05,658.62,mm,3.42,kg,980,12,75,50,6000,169.97,eur,4.5,False
1156,Mercedes New Zealand P33874,2,2,alternator,1,Mercedes,New,595.53,349.7,686.39,mm,2.72,kg,1800,12,75,50,6000,195.42,eur,4.0,False
1157,Toyota Egypt P3790,2,2,alternator,1,Toyota,Egypt,570.16,336.79,620.45,mm,3.64,kg,1800,24,75,50,6000,115.11,eur,4.5,False
1158,Lincoln Japan P7639,2,2,alternator,1,Lincoln,Japan,512.42,395.01,666.4,mm,3.46,kg,1960,24,80,50,6000,229.92,eur,3.5,False
1159,Lincoln Brazil P4455,2,2,alternator,1,Lincoln,Brazil,529.74,414.17,701.8,mm,3.53,kg,900,24,75,50,6000,108.23,eur,4.5,False
1160,KTM USA P36906,2,2,alternator,1,KTM,USA,530.69,334.39,605.82,mm,3.09,kg,900,12,75,50,6000,124.74,eur,3.5,False
1161,Volkswagen Thailand P19924,2,2,alternator,1,Volkswagen,Thailand,529.99,361.34,640.09,mm,3.61,kg,1960,12,80,50,6000,241.79,eur,3.5,False
1162,Hyundai Romania P29265,2,2,alternator,1,Hyundai,Romania,517.71,374.37,631.53,mm,2.99,kg,1800,12,75,50,6000,162.31,eur,3.5,False
1163,GMC USA P1057,2,2,alternator,1,GMC,USA,489.17,333.64,702.56,mm,2.34,kg,1960,12,80,50,6000,165.58,eur,3.5,False
1164,Lincoln Italy P33941,2,2,alternator,1,Lincoln,Italy,591.27,341.7,636.26,mm,3.24,kg,1960,24,75,50,6000,192.54,eur,4.0,False
1165,BYD Netherlands P6831,2,2,alternator,1,BYD,Netherlands,549.95,310.59,647.38,mm,2.78,kg,980,24,75,50,6000,152.65,eur,4.5,False
1166,Volkswagen Indonesia P38143,2,2,alternator,1,Volkswagen,Indonesia,473.54,312.28,692.19,mm,2.33,kg,1960,12,75,50,6000,203.03,eur,4.0,False
1167,Acura Belgium P25694,2,2,alternator,1,Acura,Belgium,554.39,343.53,646.03,mm,3.53,kg,900,24,80,50,6000,177.17,eur,3.5,False
1168,Ford Denmark P37842,2,2,alternator,1,Ford,Denmark,554.49,410.38,672.94,mm,2.16,kg,900,24,75,50,6000,207.19,eur,3.0,False
1169,Daimler Norway P38396,2,2,alternator,1,Daimler,Norway,534.37,405.07,653.14,mm,3.02,kg,900,12,75,50,6000,221.65,eur,4.5,False
1170,Toyota Japan P25446,2,2,alternator,1,Toyota,Japan,484.82,353.46,626.07,mm,3.54,kg,1960,12,75,50,6000,195.96,eur,4.0,False
1171,Ford Indonesia P19912,2,2,alternator,1,Ford,Indonesia,528.85,359.24,610.92,mm,2.92,kg,1960,24,75,50,6000,114.27,eur,4.5,False
1172,Tesla Brazil P13827,2,2,alternator,1,Tesla,Brazil,551.77,357.83,665.95,mm,3.9,kg,900,12,75,50,6000,108.29,eur,3.5,False
1173,GMC Austria P8741,2,2,alternator,1,GMC,Austria,530.3,371.93,634.2,mm,2.17,kg,980,24,80,50,6000,142.62,eur,3.5,False
1174,Tesla Sweden P20374,2,2,alternator,1,Tesla,Sweden,532.54,310.91,699.24,mm,3.89,kg,1800,24,75,50,6000,108.45,eur,3.0,False
1175,Ferrari Germany P27416,2,2,alternator,1,Ferrari,Germany,509.82,382.23,604.36,mm,2.52,kg,980,12,75,50,6000,214.25,eur,4.5,False
1176,GMC Egypt P9500,2,2,alternator,1,GMC,Egypt,502.39,376.34,612.32,mm,3.79,kg,1960,24,80,50,6000,107.2,eur,3.5,False
1177,Honda Egypt P35136,2,2,alternator,1,Honda,Egypt,466.82,379.13,633.94,mm,3.28,kg,900,24,80,50,6000,156.07,eur,4.5,False
1178,Hyundai Canada P29710,2,2,alternator,1,Hyundai,Canada,538.58,344.24,683.46,mm,3.66,kg,1800,12,80,50,6000,150.84,eur,4.5,False
1179,Hyundai Romania P16234,2,2,alternator,1,Hyundai,Romania,554.3,416.35,688.26,mm,2.18,kg,980,12,80,50,6000,128.24,eur,4.0,False
1180,Buick New Zealand P12792,2,2,alternator,1,Buick,New,552.42,397.46,708.91,mm,2.43,kg,1800,12,75,50,6000,129.61,eur,4.0,False
1181,GMC France P23136,2,2,alternator,1,GMC,France,557.52,362.99,701.46,mm,3.43,kg,1960,24,75,50,6000,169.86,eur,4.5,False
1182,Tesla Turkey P6597,2,2,alternator,1,Tesla,Turkey,485.48,341.91,673.88,mm,3.04,kg,980,24,75,50,6000,115.91,eur,3.5,False
1183,Buick Egypt P23501,2,2,alternator,1,Buick,Egypt,497.14,319.66,657.66,mm,3.93,kg,900,24,75,50,6000,233.37,eur,4.5,False
1184,Ferrari Germany P33689,2,2,alternator,1,Ferrari,Germany,515.99,329.63,601.61,mm,3.31,kg,900,12,80,50,6000,231.96,eur,4.0,False
1185,Honda France P25497,2,2,alternator,1,Honda,France,467.67,408.77,693.6,mm,3.63,kg,1960,24,75,50,6000,113.37,eur,5.0,False
1186,Volvo Mexico P34970,2,2,alternator,1,Volvo,Mexico,560.8,407.56,637.11,mm,2.55,kg,980,24,75,50,6000,211.1,eur,4.5,False
1187,Honda Egypt P31654,2,2,alternator,1,Honda,Egypt,554.12,388.95,611.4,mm,2.09,kg,900,24,80,50,6000,238.36,eur,3.5,False
1188,KTM Egypt P9097,2,2,alternator,1,KTM,Egypt,457.11,349.12,694.72,mm,2.7,kg,1960,12,75,50,6000,153.86,eur,3.0,False
1189,Benz Indonesia P1041,2,2,alternator,1,Benz,Indonesia,591.16,311.66,688.11,mm,3.4,kg,1800,12,80,50,6000,245.7,eur,3.5,False
1190,GMC Italy P35522,2,2,alternator,1,GMC,Italy,565.14,419.06,614.38,mm,3.06,kg,1800,24,75,50,6000,223.25,eur,3.0,False
1191,Honda Denmark P33941,2,2,alternator,1,Honda,Denmark,535.01,412.52,645.0,mm,3.13,kg,900,24,80,50,6000,104.22,eur,3.5,False
1192,Ford China P16491,2,2,alternator,1,Ford,China,496.48,411.88,703.31,mm,2.16,kg,1960,12,80,50,6000,125.37,eur,3.0,False
1193,Honda Switzerland P35095,2,2,alternator,1,Honda,Switzerland,488.15,401.67,693.96,mm,2.79,kg,1800,24,75,50,6000,139.1,eur,3.5,False
1194,Volvo Switzerland P27387,2,2,alternator,1,Volvo,Switzerland,545.23,394.13,623.1,mm,3.72,kg,900,12,75,50,6000,231.43,eur,4.0,False
1195,Acura France P15477,2,2,alternator,1,Acura,France,558.16,329.44,673.19,mm,3.89,kg,1800,24,75,50,6000,247.87,eur,5.0,False
1196,Benz Cuba P37913,2,2,alternator,1,Benz,Cuba,568.73,311.84,625.23,mm,3.54,kg,900,24,75,50,6000,157.53,eur,3.0,False
1197,BMW Norway P14236,2,2,alternator,1,BMW,Norway,463.15,392.66,668.38,mm,3.6,kg,900,24,75,50,6000,125.37,eur,4.5,False
1198,Lincoln New Zealand P30300,2,2,alternator,1,Lincoln,New,587.27,404.81,653.52,mm,2.78,kg,1960,24,75,50,6000,140.75,eur,3.5,False
1199,Acura Indonesia P20355,2,2,alternator,1,Acura,Indonesia,552.05,343.4,688.14,mm,2.93,kg,1960,12,80,50,6000,237.32,eur,4.5,False
1200,Buick Cuba P17409,2,2,alternator,1,Buick,Cuba,450.02,418.52,613.03,mm,3.68,kg,1960,12,75,50,6000,174.35,eur,3.5,False
1201,Toyota Sweden P36006,2,2,alternator,1,Toyota,Sweden,594.98,353.94,639.69,mm,3.99,kg,980,24,80,50,6000,182.22,eur,3.5,False
1202,Buick France P8284,2,2,alternator,1,Buick,France,554.93,388.75,619.27,mm,2.83,kg,980,12,75,50,6000,125.39,eur,3.5,False
1203,Buick Chile P39311,2,2,alternator,1,Buick,Chile,487.47,308.48,652.3,mm,3.29,kg,1800,24,75,50,6000,122.68,eur,4.5,False
1204,BMW India P1059,2,2,alternator,1,BMW,India,546.72,395.79,608.09,mm,3.97,kg,900,12,80,50,6000,135.43,eur,4.0,False
1205,Hyundai Chile P35615,2,2,alternator,1,Hyundai,Chile,474.03,393.84,707.13,mm,2.15,kg,980,12,75,50,6000,163.0,eur,4.0,False
1206,Hyundai China P10083,2,2,alternator,1,Hyundai,China,592.81,320.38,611.91,mm,3.01,kg,900,24,80,50,6000,204.9,eur,4.0,False
1207,Tesla Switzerland P12647,2,2,alternator,1,Tesla,Switzerland,585.1,313.7,696.02,mm,3.86,kg,900,24,75,50,6000,118.61,eur,4.5,False
1208,Toyota Germany P30328,2,2,alternator,1,Toyota,Germany,460.34,407.68,631.16,mm,2.58,kg,1960,24,80,50,6000,248.78,eur,4.5,False
1209,Ford Romania P26790,2,2,alternator,1,Ford,Romania,479.7,303.98,639.41,mm,2.49,kg,1960,24,80,50,6000,236.15,eur,4.5,False
1210,Toyota Korea P29737,2,2,alternator,1,Toyota,Korea,573.9,385.69,639.73,mm,2.85,kg,900,24,80,50,6000,146.65,eur,3.0,False
1211,Honda China P24393,2,2,alternator,1,Honda,China,552.8,419.26,630.18,mm,2.64,kg,1960,12,80,50,6000,109.29,eur,4.5,False
1212,Ford Belgium P15336,2,2,alternator,1,Ford,Belgium,479.21,327.64,616.67,mm,3.86,kg,900,24,80,50,6000,208.45,eur,4.0,False
1213,BMW Thailand P12304,2,2,alternator,1,BMW,Thailand,532.65,406.59,610.77,mm,3.48,kg,1960,24,75,50,6000,125.04,eur,5.0,False
1214,Hyundai Denmark P30349,2,2,alternator,1,Hyundai,Denmark,504.04,389.25,696.56,mm,3.31,kg,1800,24,75,50,6000,123.01,eur,3.0,False
1215,Tesla USA P16612,2,2,alternator,1,Tesla,USA,486.63,303.64,682.0,mm,3.18,kg,980,12,75,50,6000,231.8,eur,3.0,False
1216,Tesla Sweden P34548,2,2,alternator,1,Tesla,Sweden,545.36,333.4,652.59,mm,3.61,kg,900,12,80,50,6000,206.66,eur,4.0,False
1217,Volvo Thailand P32445,2,2,alternator,1,Volvo,Thailand,489.56,300.2,709.9,mm,2.52,kg,900,12,75,50,6000,246.49,eur,4.0,False
1218,BMW Korea P32686,2,2,alternator,1,BMW,Korea,521.55,355.72,708.1,mm,3.55,kg,1960,12,80,50,6000,126.37,eur,4.5,False
1219,BMW Turkey P2433,2,2,alternator,1,BMW,Turkey,595.58,403.53,620.63,mm,3.22,kg,900,12,75,50,6000,156.99,eur,3.5,False
1220,Benz Norway P16541,2,2,alternator,1,Benz,Norway,596.48,403.64,604.29,mm,2.31,kg,980,12,80,50,6000,242.84,eur,4.0,False
1221,Volkswagen Belgium P12703,2,2,alternator,1,Volkswagen,Belgium,569.75,361.28,636.28,mm,2.21,kg,900,12,75,50,6000,123.33,eur,4.5,False
1222,Honda Cuba P25861,2,2,alternator,1,Honda,Cuba,541.09,366.58,626.54,mm,2.26,kg,1960,12,75,50,6000,120.53,eur,4.5,False
1223,Volvo Italy P25390,2,2,alternator,1,Volvo,Italy,494.48,304.39,685.03,mm,3.23,kg,980,12,80,50,6000,171.19,eur,3.5,False
1224,Acura Austria P25811,2,2,alternator,1,Acura,Austria,532.15,375.84,611.51,mm,2.82,kg,1800,24,75,50,6000,194.46,eur,4.5,False
1225,BYD Sweden P27367,2,2,alternator,1,BYD,Sweden,563.65,357.0,617.12,mm,3.2,kg,900,24,75,50,6000,151.95,eur,3.0,False
1226,Lincoln New Zealand P20367,2,2,alternator,1,Lincoln,New,486.01,376.2,601.9,mm,3.46,kg,1960,12,80,50,6000,113.27,eur,4.0,False
1227,BYD France P4049,2,2,alternator,1,BYD,France,499.29,362.01,669.21,mm,2.33,kg,980,24,75,50,6000,215.95,eur,3.0,False
1228,BMW Turkey P17478,2,2,alternator,1,BMW,Turkey,587.7,311.98,604.73,mm,2.53,kg,1800,12,80,50,6000,134.33,eur,4.5,False
1229,Hyundai Mexico P18231,2,2,alternator,1,Hyundai,Mexico,492.09,382.89,625.47,mm,3.63,kg,1960,12,80,50,6000,164.9,eur,4.0,False
1230,Mercedes Egypt P33353,2,2,alternator,1,Mercedes,Egypt,532.98,389.7,644.39,mm,3.36,kg,980,12,80,50,6000,191.03,eur,4.5,False
1231,Ferrari China P17309,2,2,alternator,1,Ferrari,China,523.53,399.04,693.69,mm,2.84,kg,900,24,75,50,6000,156.63,eur,5.0,False
1232,Ford Egypt P9747,2,2,alternator,1,Ford,Egypt,479.09,384.29,678.32,mm,2.31,kg,980,12,75,50,6000,230.67,eur,3.5,False
1233,Jeep Romania P18722,2,2,alternator,1,Jeep,Romania,516.2,410.86,613.17,mm,2.88,kg,1960,12,75,50,6000,143.21,eur,3.5,False
1234,Mercedes Austria P31642,2,2,alternator,1,Mercedes,Austria,527.87,343.6,684.25,mm,3.34,kg,1800,12,80,50,6000,243.22,eur,4.5,False
1235,Jeep Austria P27883,2,2,alternator,1,Jeep,Austria,527.99,364.6,694.54,mm,3.04,kg,980,24,75,50,6000,106.71,eur,4.0,False
1236,Volvo Norway P24818,2,2,alternator,1,Volvo,Norway,483.84,304.66,673.62,mm,3.09,kg,1800,24,80,50,6000,191.15,eur,3.5,False
1237,Lincoln Romania P3061,2,2,alternator,1,Lincoln,Romania,549.05,408.39,614.46,mm,3.92,kg,900,24,80,50,6000,187.6,eur,4.0,False
1238,Lincoln Sweden P9260,2,2,alternator,1,Lincoln,Sweden,598.41,315.45,707.8,mm,2.03,kg,980,12,75,50,6000,249.96,eur,3.5,False
1239,Buick Japan P25849,2,2,alternator,1,Buick,Japan,506.02,414.24,613.07,mm,2.86,kg,900,24,75,50,6000,114.95,eur,3.0,False
1240,Honda USA P28205,2,2,alternator,1,Honda,USA,523.39,379.41,675.37,mm,2.26,kg,1960,24,80,50,6000,235.12,eur,3.5,False
1241,Honda Sweden P3551,2,2,alternator,1,Honda,Sweden,512.7,387.07,698.42,mm,2.94,kg,900,12,80,50,6000,133.24,eur,4.0,False
1242,Mercedes Russia P36008,2,2,alternator,1,Mercedes,Russia,525.97,324.27,622.16,mm,2.13,kg,980,12,80,50,6000,192.14,eur,5.0,False
1243,Tesla Cuba P21133,2,2,alternator,1,Tesla,Cuba,533.36,385.67,652.68,mm,3.49,kg,1960,24,80,50,6000,196.9,eur,3.5,False
1244,Mercedes Romania P38182,2,2,alternator,1,Mercedes,Romania,457.86,325.72,618.79,mm,3.85,kg,980,12,75,50,6000,136.52,eur,4.0,False
1245,Acura Romania P35739,2,2,alternator,1,Acura,Romania,483.96,329.08,705.36,mm,3.12,kg,1960,24,75,50,6000,183.69,eur,4.0,False
1246,Ford USA P15871,2,2,alternator,1,Ford,USA,498.44,386.84,650.29,mm,3.33,kg,980,24,80,50,6000,221.11,eur,4.5,False
1247,KTM Belgium P5085,2,2,alternator,1,KTM,Belgium,530.7,388.99,692.21,mm,3.78,kg,980,24,75,50,6000,198.44,eur,4.5,False
1248,Benz Belgium P25830,2,2,alternator,1,Benz,Belgium,506.07,302.94,620.42,mm,2.95,kg,1960,24,75,50,6000,215.81,eur,4.0,False
1249,Lincoln Switzerland P18015,2,2,alternator,1,Lincoln,Switzerland,499.05,371.44,670.12,mm,3.2,kg,980,12,75,50,6000,168.27,eur,4.5,False
1250,Jeep Turkey P9101,2,2,alternator,1,Jeep,Turkey,590.51,415.7,618.26,mm,2.0,kg,900,24,80,50,6000,219.64,eur,3.5,False
1251,Daimler China P7615,2,2,alternator,1,Daimler,China,495.21,393.64,696.68,mm,3.49,kg,1800,12,75,50,6000,189.51,eur,3.5,False
1252,BMW Chile P7849,2,2,alternator,1,BMW,Chile,550.99,370.04,617.01,mm,3.0,kg,1960,12,75,50,6000,212.4,eur,3.0,False
1253,Ferrari Germany P2561,2,2,alternator,1,Ferrari,Germany,570.02,374.96,673.31,mm,2.02,kg,900,12,80,50,6000,106.3,eur,4.0,False
1254,Benz Sweden P27038,2,2,alternator,1,Benz,Sweden,500.13,370.46,689.88,mm,2.88,kg,1960,12,80,50,6000,186.05,eur,5.0,False
1255,Hyundai Canada P7198,2,2,alternator,1,Hyundai,Canada,521.22,361.59,676.18,mm,2.46,kg,1800,24,80,50,6000,190.6,eur,4.0,False
1256,Lincoln Germany P27897,2,2,alternator,1,Lincoln,Germany,480.3,313.22,610.22,mm,2.79,kg,900,12,80,50,6000,180.73,eur,4.5,False
1257,Toyota Austria P12204,2,2,alternator,1,Toyota,Austria,569.88,348.66,640.95,mm,2.95,kg,900,12,75,50,6000,157.96,eur,4.0,False
1258,Acura Canada P4599,2,2,alternator,1,Acura,Canada,499.18,319.23,600.39,mm,3.03,kg,1800,12,80,50,6000,245.55,eur,4.0,False
1259,Lincoln China P6894,2,2,alternator,1,Lincoln,China,541.19,414.76,608.84,mm,3.18,kg,980,12,75,50,6000,236.42,eur,5.0,False
1260,Ford Turkey P32071,2,2,alternator,1,Ford,Turkey,459.82,405.69,662.26,mm,2.92,kg,980,12,75,50,6000,102.68,eur,4.0,False
1261,BYD India P1932,2,2,alternator,1,BYD,India,512.65,389.73,672.87,mm,3.12,kg,980,24,75,50,6000,195.77,eur,4.0,False
1262,Mercedes Norway P1472,2,2,alternator,1,Mercedes,Norway,577.37,373.49,647.5,mm,2.81,kg,900,24,75,50,6000,118.77,eur,4.5,False
1263,Volkswagen Chile P8787,2,2,alternator,1,Volkswagen,Chile,471.37,377.54,654.03,mm,3.66,kg,1960,24,80,50,6000,236.5,eur,4.5,False
1264,Honda Korea P15332,2,2,alternator,1,Honda,Korea,464.28,321.44,625.51,mm,2.6,kg,1800,12,80,50,6000,106.98,eur,4.5,False
1265,Toyota Sweden P24585,2,2,alternator,1,Toyota,Sweden,476.56,382.7,662.84,mm,3.03,kg,1960,12,80,50,6000,121.05,eur,3.5,False
1266,Tesla Romania P7573,2,2,alternator,1,Tesla,Romania,565.66,375.74,638.46,mm,2.77,kg,1960,12,80,50,6000,204.21,eur,4.0,False
1267,BMW France P24856,2,2,alternator,1,BMW,France,569.62,394.82,638.55,mm,3.36,kg,1960,24,75,50,6000,205.03,eur,4.5,False
1268,Mercedes Cuba P30849,2,2,alternator,1,Mercedes,Cuba,513.0,403.16,678.86,mm,2.76,kg,900,12,75,50,6000,198.44,eur,4.5,False
1269,Volkswagen Korea P19230,2,2,alternator,1,Volkswagen,Korea,454.9,407.18,656.97,mm,3.68,kg,980,24,75,50,6000,222.62,eur,4.0,False
1270,Benz Indonesia P30770,2,2,alternator,1,Benz,Indonesia,540.09,418.8,653.94,mm,3.1,kg,1960,24,75,50,6000,173.98,eur,4.0,False
1271,Mercedes Chile P31895,2,2,alternator,1,Mercedes,Chile,490.78,336.82,640.07,mm,2.8,kg,1960,24,75,50,6000,143.13,eur,5.0,False
1272,Volkswagen Canada P6614,2,2,alternator,1,Volkswagen,Canada,533.04,415.18,618.49,mm,2.32,kg,1960,24,80,50,6000,224.9,eur,3.5,False
1273,Jeep Mexico P13097,2,2,alternator,1,Jeep,Mexico,495.95,415.81,617.26,mm,3.19,kg,900,24,80,50,6000,222.28,eur,4.5,False
1274,Acura France P34151,2,2,alternator,1,Acura,France,489.1,398.01,701.73,mm,2.09,kg,980,12,75,50,6000,170.64,eur,3.5,False
1275,Mercedes Indonesia P5540,2,2,alternator,1,Mercedes,Indonesia,542.64,327.27,620.77,mm,3.87,kg,1960,24,80,50,6000,163.98,eur,3.5,False
1276,GMC Belgium P9934,2,2,alternator,1,GMC,Belgium,567.92,306.83,671.42,mm,3.1,kg,900,12,75,50,6000,230.28,eur,3.0,False
1277,Honda Canada P24253,2,2,alternator,1,Honda,Canada,498.87,391.58,613.61,mm,3.99,kg,980,24,80,50,6000,219.59,eur,3.0,False
1278,Hyundai Switzerland P29313,2,2,alternator,1,Hyundai,Switzerland,598.57,396.89,649.52,mm,2.95,kg,980,12,80,50,6000,109.37,eur,4.0,False
1279,Volvo Korea P1776,2,2,alternator,1,Volvo,Korea,547.28,379.22,665.39,mm,3.69,kg,1960,24,80,50,6000,158.19,eur,4.0,False
1280,Jeep Cuba P25590,2,2,alternator,1,Jeep,Cuba,578.32,340.27,707.83,mm,3.01,kg,1960,12,75,50,6000,241.59,eur,4.5,False
1281,Volvo Cuba P19511,2,2,alternator,1,Volvo,Cuba,512.62,390.45,613.4,mm,2.04,kg,980,24,75,50,6000,149.46,eur,4.0,False
1282,Hyundai India P5120,2,2,alternator,1,Hyundai,India,503.61,413.47,641.27,mm,2.89,kg,900,12,80,50,6000,115.7,eur,4.5,False
1283,BYD Belgium P10388,2,2,alternator,1,BYD,Belgium,597.28,414.09,674.12,mm,3.93,kg,900,24,80,50,6000,226.08,eur,4.0,False
1284,Ferrari Germany P11525,2,2,alternator,1,Ferrari,Germany,564.75,319.15,654.08,mm,2.92,kg,900,24,75,50,6000,169.67,eur,5.0,False
1285,KTM Netherlands P17303,2,2,alternator,1,KTM,Netherlands,464.22,335.6,636.53,mm,2.93,kg,980,24,75,50,6000,231.63,eur,4.5,False
1286,Hyundai India P3698,2,2,alternator,1,Hyundai,India,459.9,302.47,615.82,mm,2.0,kg,1800,24,80,50,6000,161.86,eur,5.0,False
1287,Ford Austria P30951,2,2,alternator,1,Ford,Austria,589.4,391.52,674.57,mm,2.91,kg,980,12,75,50,6000,189.34,eur,4.0,False
1288,GMC Thailand P10034,2,2,alternator,1,GMC,Thailand,510.0,362.33,625.19,mm,3.24,kg,1800,24,75,50,6000,142.38,eur,4.0,False
1289,GMC Romania P8535,2,2,alternator,1,GMC,Romania,544.07,399.99,604.44,mm,3.32,kg,1800,12,75,50,6000,123.34,eur,4.5,False
1290,BMW Cuba P7792,2,2,alternator,1,BMW,Cuba,476.73,338.22,644.74,mm,3.31,kg,1800,12,75,50,6000,106.39,eur,5.0,False
1291,Volvo India P16560,2,2,alternator,1,Volvo,India,533.19,361.44,686.84,mm,3.94,kg,980,12,75,50,6000,117.23,eur,3.0,False
1292,Toyota India P13276,2,2,alternator,1,Toyota,India,566.08,406.46,672.62,mm,3.39,kg,1800,24,75,50,6000,150.35,eur,3.5,False
1293,Tesla Germany P10126,2,2,alternator,1,Tesla,Germany,516.0,389.85,621.18,mm,3.98,kg,900,24,75,50,6000,150.95,eur,5.0,False
1294,Ferrari Cuba P18838,2,2,alternator,1,Ferrari,Cuba,579.04,370.4,708.77,mm,2.55,kg,900,12,80,50,6000,221.05,eur,5.0,False
1295,KTM New Zealand P12352,2,2,alternator,1,KTM,New,569.14,384.13,619.41,mm,3.27,kg,1800,24,75,50,6000,223.6,eur,4.0,False
1296,Toyota Russia P23325,2,2,alternator,1,Toyota,Russia,455.68,382.85,654.92,mm,2.03,kg,900,12,80,50,6000,163.52,eur,4.5,False
1297,Toyota Belgium P33686,2,2,alternator,1,Toyota,Belgium,504.11,370.37,640.66,mm,2.92,kg,980,12,80,50,6000,198.89,eur,3.5,False
1298,Daimler Cuba P9660,2,2,alternator,1,Daimler,Cuba,581.45,417.92,647.0,mm,2.25,kg,980,24,75,50,6000,182.02,eur,4.5,False
1299,BYD Brazil P34809,2,2,alternator,1,BYD,Brazil,559.45,368.25,603.03,mm,3.63,kg,900,12,80,50,6000,152.89,eur,5.0,False
1300,Tesla Japan P12354,2,2,alternator,1,Tesla,Japan,570.33,325.24,672.32,mm,2.76,kg,980,24,80,50,6000,239.76,eur,3.5,False
1301,KTM India P9168,2,2,alternator,1,KTM,India,581.88,326.16,676.78,mm,2.72,kg,900,24,75,50,6000,103.21,eur,4.0,False
1302,Lincoln USA P16392,2,2,alternator,1,Lincoln,USA,586.37,363.64,705.64,mm,2.77,kg,1960,24,75,50,6000,212.55,eur,3.0,False
1303,Jeep Canada P21165,2,2,alternator,1,Jeep,Canada,557.98,410.65,700.58,mm,3.42,kg,1800,24,75,50,6000,162.04,eur,4.5,False
1304,KTM Romania P32127,2,2,alternator,1,KTM,Romania,536.19,369.15,686.89,mm,2.31,kg,900,24,75,50,6000,179.69,eur,4.0,False
1305,Mercedes Russia P29256,2,2,alternator,1,Mercedes,Russia,484.77,339.87,634.96,mm,2.7,kg,900,12,75,50,6000,234.41,eur,5.0,False
1306,Volvo Germany P33939,2,2,alternator,1,Volvo,Germany,518.42,379.45,623.64,mm,3.43,kg,1960,24,75,50,6000,182.1,eur,3.0,False
1307,Ford Belgium P17848,2,2,alternator,1,Ford,Belgium,595.92,321.03,653.12,mm,3.36,kg,980,12,75,50,6000,213.07,eur,3.5,False
1308,KTM Brazil P11347,2,2,alternator,1,KTM,Brazil,585.74,351.45,643.73,mm,3.99,kg,1800,12,80,50,6000,117.98,eur,4.5,False
1309,Hyundai Denmark P32096,2,2,alternator,1,Hyundai,Denmark,582.18,302.88,689.97,mm,2.94,kg,980,24,75,50,6000,202.34,eur,5.0,False
1310,BYD New Zealand P8538,2,2,alternator,1,BYD,New,486.19,410.95,603.29,mm,2.2,kg,1960,24,80,50,6000,234.51,eur,4.0,False
1311,Hyundai New Zealand P17028,2,2,alternator,1,Hyundai,New,481.52,315.25,679.74,mm,2.99,kg,900,24,75,50,6000,210.6,eur,5.0,False
1312,Honda Sweden P3673,2,2,alternator,1,Honda,Sweden,460.47,357.78,618.24,mm,2.13,kg,1960,12,75,50,6000,101.56,eur,4.0,False
1313,Lincoln Thailand P14885,2,2,alternator,1,Lincoln,Thailand,581.78,403.61,634.02,mm,2.97,kg,980,24,75,50,6000,191.23,eur,4.0,False
1314,Volvo Mexico P38972,2,2,alternator,1,Volvo,Mexico,587.34,378.24,686.02,mm,2.72,kg,980,24,80,50,6000,220.67,eur,3.0,False
1315,KTM Egypt P37779,2,2,alternator,1,KTM,Egypt,594.07,316.94,682.04,mm,3.67,kg,980,12,75,50,6000,116.66,eur,3.5,False
