material ID,description,level,category,category description,hierarchy category,provider,country,diameter,width,size uom,weight,weight uom,power,voltage,current,price,currency,rank,is leaf
2494,GMC Switzerland F15317,3,6,alternator fan,2,GMC,Switzerland,0.2,0.8609443777511007,mm,0.7649999999999999,kg,0.0,0,1.0,0.8721333333333333,eur,0.75,True
2495,Volvo Indonesia F37298,3,6,alternator fan,2,Volvo,Indonesia,0.05,0.9247699079631855,mm,0.6399999999999999,kg,0.0,0,0.0,0.04653333333333327,eur,0.5,True
2496,Hyundai Romania F31706,3,6,alternator fan,2,Hyundai,Romania,0.77,0.8281312525009998,mm,0.265,kg,1.0,0,1.0,0.8079999999999999,eur,0.75,True
2497,KTM Korea F20025,3,6,alternator fan,2,KTM,Korea,0.75,0.4336734693877552,mm,0.31499999999999995,kg,0.0,0,1.0,0.6446666666666666,eur,0.75,True
2498,Volkswagen Austria F36439,3,6,alternator fan,2,Volkswagen,Austria,0.94,0.05202080832332977,mm,0.5700000000000001,kg,0.0,0,0.0,0.20520000000000002,eur,1.0,True
2499,Buick Cuba F2164,3,6,alternator fan,2,Buick,Cuba,0.23,0.9901960784313724,mm,0.8400000000000001,kg,0.0,0,1.0,0.9761333333333334,eur,0.5,True
2500,Mercedes Germany F32633,3,6,alternator fan,2,Mercedes,Germany,0.75,0.7016806722689072,mm,0.925,kg,1.0,0,1.0,0.003466666666666735,eur,0.25,True
2501,Jeep Romania F24081,3,6,alternator fan,2,Jeep,Romania,0.1,0.015206082432973571,mm,0.06499999999999995,kg,1.0,0,0.0,0.7293333333333332,eur,0.5,True
2502,Jeep Switzerland F11872,3,6,alternator fan,2,Jeep,Switzerland,0.06,0.007102841136454943,mm,0.28500000000000003,kg,0.0,0,1.0,0.9970666666666667,eur,0.25,True
2503,KTM Austria F8541,3,6,alternator fan,2,KTM,Austria,0.75,0.20348139255702305,mm,0.43500000000000005,kg,0.0,0,1.0,0.9629333333333333,eur,0.5,True
2504,Hyundai Norway F25777,3,6,alternator fan,2,Hyundai,Norway,0.56,0.11184473789515809,mm,0.27,kg,1.0,0,0.0,0.5738666666666667,eur,0.5,True
2505,Volkswagen Switzerland F34701,3,6,alternator fan,2,Volkswagen,Switzerland,0.01,0.8199279711884755,mm,0.9750000000000001,kg,1.0,0,0.0,0.4506666666666666,eur,0.5,True
2506,GMC Indonesia F16388,3,6,alternator fan,2,GMC,Indonesia,0.8,0.8129251700680268,mm,0.6399999999999999,kg,0.0,0,0.0,0.45200000000000007,eur,0.5,True
2507,Volvo Russia F12132,3,6,alternator fan,2,Volvo,Russia,0.33,0.7083833533413368,mm,0.385,kg,0.0,0,1.0,0.9730666666666665,eur,0.25,True
2508,Daimler Egypt F8052,3,6,alternator fan,2,Daimler,Egypt,0.76,0.7294917967186879,mm,0.24,kg,0.0,0,0.0,0.6318666666666667,eur,0.5,True
2509,Lincoln Norway F8087,3,6,alternator fan,2,Lincoln,Norway,0.71,0.8423369347739097,mm,0.925,kg,0.0,0,1.0,0.3772000000000001,eur,0.25,True
2510,Ferrari Cuba F28011,3,6,alternator fan,2,Ferrari,Cuba,0.26,0.6887755102040816,mm,0.16500000000000004,kg,1.0,0,1.0,0.8269333333333335,eur,0.5,True
2511,Acura Egypt F31567,3,6,alternator fan,2,Acura,Egypt,0.99,0.8504401760704278,mm,0.43999999999999995,kg,0.0,0,1.0,0.8994666666666667,eur,0.5,True
2512,Hyundai Sweden F15649,3,6,alternator fan,2,Hyundai,Sweden,0.64,0.6572629051620651,mm,0.9950000000000001,kg,0.0,0,0.0,0.2853333333333334,eur,0.75,True
2513,Honda Switzerland F1822,3,6,alternator fan,2,Honda,Switzerland,0.6,0.20198079231692725,mm,0.11499999999999999,kg,1.0,0,1.0,0.8394666666666668,eur,0.5,True
2514,Daimler Germany F1515,3,6,alternator fan,2,Daimler,Germany,0.87,0.7247899159663868,mm,0.71,kg,0.0,0,0.0,0.8854666666666666,eur,0.75,True
2515,Honda Chile F33523,3,6,alternator fan,2,Honda,Chile,0.71,0.397959183673469,mm,0.33499999999999996,kg,0.0,0,0.0,0.20359999999999995,eur,0.25,True
2516,Volvo Thailand F11296,3,6,alternator fan,2,Volvo,Thailand,0.5,0.09863945578231302,mm,0.8999999999999999,kg,0.0,0,0.0,0.0948,eur,0.5,True
2517,Volkswagen France F37782,3,6,alternator fan,2,Volkswagen,France,0.56,0.6758703481392561,mm,0.54,kg,0.0,0,0.0,0.3057333333333334,eur,1.0,True
2518,Volvo Italy F7450,3,6,alternator fan,2,Volvo,Italy,0.18,0.0,mm,0.42000000000000004,kg,0.0,0,0.0,0.03759999999999991,eur,0.75,True
2519,Ford USA F20003,3,6,alternator fan,2,Ford,USA,0.9,0.456582633053221,mm,0.10999999999999999,kg,1.0,0,0.0,0.49933333333333335,eur,0.75,True
2520,Volkswagen New Zealand F8728,3,6,alternator fan,2,Volkswagen,New,0.64,0.12254901960784309,mm,0.845,kg,1.0,0,1.0,0.4682666666666667,eur,0.25,True
2521,Toyota Indonesia F31749,3,6,alternator fan,2,Toyota,Indonesia,0.7,0.9887955182072828,mm,0.25,kg,1.0,0,1.0,0.3888,eur,0.5,True
2522,Acura Korea F16066,3,6,alternator fan,2,Acura,Korea,0.64,0.42316926770708335,mm,0.75,kg,0.0,0,0.0,0.2248,eur,0.5,True
2523,Buick Canada F34525,3,6,alternator fan,2,Buick,Canada,0.49,0.9111644657863146,mm,0.645,kg,1.0,0,0.0,0.7066666666666667,eur,0.0,True
2524,Lincoln USA F16967,3,6,alternator fan,2,Lincoln,USA,0.32,0.0478191276510607,mm,0.99,kg,1.0,0,1.0,0.5217333333333333,eur,0.5,True
2525,Volvo Germany F34859,3,6,alternator fan,2,Volvo,Germany,0.26,0.6121448579431776,mm,0.835,kg,0.0,0,0.0,0.06680000000000007,eur,0.75,True
2526,Mercedes Mexico F2536,3,6,alternator fan,2,Mercedes,Mexico,0.72,0.11504601840736291,mm,0.7150000000000001,kg,0.0,0,1.0,0.44333333333333336,eur,0.0,True
2527,Benz Chile F35857,3,6,alternator fan,2,Benz,Chile,0.83,0.18077230892356985,mm,0.12,kg,1.0,0,0.0,0.5089333333333333,eur,1.0,True
2528,Mercedes Austria F36490,3,6,alternator fan,2,Mercedes,Austria,0.62,0.45798319327731046,mm,0.95,kg,1.0,0,0.0,0.9471999999999999,eur,0.25,True
2529,Daimler China F25180,3,6,alternator fan,2,Daimler,China,0.86,0.4890956382553018,mm,0.885,kg,0.0,0,0.0,0.29333333333333333,eur,0.25,True
2530,Daimler India F9857,3,6,alternator fan,2,Daimler,India,0.43,0.4854941976790712,mm,0.5049999999999999,kg,0.0,0,1.0,0.2985333333333333,eur,1.0,True
2531,Daimler Mexico F10731,3,6,alternator fan,2,Daimler,Mexico,0.08,0.24279711884753874,mm,0.69,kg,0.0,0,1.0,0.8749333333333333,eur,0.25,True
2532,Lincoln USA F10755,3,6,alternator fan,2,Lincoln,USA,0.73,0.6218487394957978,mm,0.015000000000000013,kg,0.0,0,1.0,0.004933333333333394,eur,0.5,True
2533,Hyundai Korea F34695,3,6,alternator fan,2,Hyundai,Korea,0.13,0.6391556622649056,mm,0.6100000000000001,kg,1.0,0,0.0,0.26546666666666663,eur,0.5,True
2534,Acura France F32460,3,6,alternator fan,2,Acura,France,0.9,0.9093637454981988,mm,0.10999999999999999,kg,0.0,0,0.0,0.020266666666666613,eur,0.75,True
2535,BMW Netherlands F18673,3,6,alternator fan,2,BMW,Netherlands,0.21,0.08253301320528209,mm,0.14,kg,0.0,0,1.0,0.9375999999999999,eur,1.0,True
2536,KTM Sweden F2238,3,6,alternator fan,2,KTM,Sweden,0.19,0.1370548219287719,mm,0.8600000000000001,kg,1.0,0,1.0,0.15453333333333338,eur,0.0,True
2537,Acura Austria F1398,3,6,alternator fan,2,Acura,Austria,0.69,0.753701480592237,mm,0.19499999999999995,kg,0.0,0,1.0,0.44213333333333327,eur,0.25,True
2538,Benz Indonesia F36683,3,6,alternator fan,2,Benz,Indonesia,0.41,0.8844537815126045,mm,0.30000000000000004,kg,1.0,0,1.0,0.6908000000000001,eur,1.0,True
2539,Volvo Japan F27020,3,6,alternator fan,2,Volvo,Japan,0.76,0.8372348939575833,mm,0.5149999999999999,kg,0.0,0,0.0,0.8142666666666666,eur,1.0,True
2540,Acura Thailand F7837,3,6,alternator fan,2,Acura,Thailand,0.27,0.06282513005202107,mm,0.8600000000000001,kg,0.0,0,1.0,0.7666666666666667,eur,0.25,True
2541,BYD Indonesia F19703,3,6,alternator fan,2,BYD,Indonesia,0.92,0.21808723489395818,mm,0.45499999999999996,kg,1.0,0,0.0,0.40386666666666676,eur,0.25,True
2542,Ferrari China F12791,3,6,alternator fan,2,Ferrari,China,0.07,0.20628251300520206,mm,0.7150000000000001,kg,1.0,0,0.0,0.25373333333333337,eur,0.75,True
2543,Hyundai China F25491,3,6,alternator fan,2,Hyundai,China,0.19,0.9167667066826726,mm,0.33999999999999997,kg,1.0,0,1.0,0.1574666666666667,eur,0.75,True
2544,Tesla Korea F35505,3,6,alternator fan,2,Tesla,Korea,0.4,0.002701080432173255,mm,0.22499999999999998,kg,1.0,0,1.0,0.8704000000000001,eur,0.75,True
2545,BMW Sweden F15269,3,6,alternator fan,2,BMW,Sweden,0.09,0.1167466986794719,mm,0.76,kg,1.0,0,1.0,0.12653333333333328,eur,0.25,True
2546,Honda Austria F38541,3,6,alternator fan,2,Honda,Austria,0.88,0.986994797919167,mm,0.19499999999999995,kg,0.0,0,1.0,0.3205333333333334,eur,0.25,True
2547,Buick Chile F26925,3,6,alternator fan,2,Buick,Chile,0.36,0.28541416566626615,mm,0.5,kg,1.0,0,0.0,0.3977333333333333,eur,0.0,True
2548,Honda Japan F10846,3,6,alternator fan,2,Honda,Japan,0.91,0.9419767907162858,mm,0.855,kg,1.0,0,1.0,0.20720000000000008,eur,0.75,True
2549,Lincoln Denmark F9888,3,6,alternator fan,2,Lincoln,Denmark,0.13,0.15316126450580286,mm,0.20499999999999996,kg,0.0,0,1.0,0.40346666666666675,eur,0.0,True
2550,Honda Brazil F20456,3,6,alternator fan,2,Honda,Brazil,0.95,0.5479191676670665,mm,0.72,kg,0.0,0,1.0,0.26546666666666663,eur,0.25,True
2551,Volvo Sweden F3971,3,6,alternator fan,2,Volvo,Sweden,0.96,0.14885954381752692,mm,0.44499999999999995,kg,1.0,0,0.0,0.8537333333333333,eur,0.75,True
2552,BYD New Zealand F31222,3,6,alternator fan,2,BYD,New,0.39,0.8478391356542614,mm,0.03500000000000003,kg,0.0,0,0.0,0.7905333333333332,eur,0.75,True
2553,KTM Sweden F5442,3,6,alternator fan,2,KTM,Sweden,0.9,0.198179271708684,mm,0.935,kg,0.0,0,1.0,0.5238666666666667,eur,0.5,True
2554,Jeep USA F27655,3,6,alternator fan,2,Jeep,USA,0.74,0.6492597038815522,mm,0.7849999999999999,kg,1.0,0,0.0,0.4854666666666666,eur,0.0,True
2555,KTM Indonesia F16551,3,6,alternator fan,2,KTM,Indonesia,0.88,0.4598839535814327,mm,0.08499999999999996,kg,1.0,0,0.0,0.9359999999999998,eur,0.0,True
2556,Benz Cuba F16820,3,6,alternator fan,2,Benz,Cuba,0.25,0.4372749099639858,mm,0.51,kg,1.0,0,0.0,0.7192,eur,1.0,True
2557,Toyota Turkey F10778,3,6,alternator fan,2,Toyota,Turkey,0.96,0.19537815126050387,mm,0.050000000000000044,kg,1.0,0,0.0,0.4453333333333334,eur,0.25,True
2558,Volkswagen Brazil F8832,3,6,alternator fan,2,Volkswagen,Brazil,0.19,0.5135054021608646,mm,0.385,kg,1.0,0,0.0,0.27346666666666675,eur,0.5,True
2559,Hyundai Belgium F28199,3,6,alternator fan,2,Hyundai,Belgium,0.59,0.38465386154461817,mm,0.865,kg,1.0,0,1.0,0.4644,eur,0.25,True
2560,Mercedes Russia F28123,3,6,alternator fan,2,Mercedes,Russia,0.19,0.9437775110044018,mm,0.09999999999999998,kg,1.0,0,0.0,0.5084,eur,0.75,True
2561,Volkswagen USA F32428,3,6,alternator fan,2,Volkswagen,USA,0.66,0.26470588235294146,mm,0.895,kg,1.0,0,1.0,0.8298666666666668,eur,0.0,True
2562,Mercedes India F2555,3,6,alternator fan,2,Mercedes,India,0.82,0.6607643057222894,mm,0.10499999999999998,kg,0.0,0,0.0,0.6729333333333333,eur,0.75,True
2563,KTM Romania F27315,3,6,alternator fan,2,KTM,Romania,0.2,0.5699279711884755,mm,0.7949999999999999,kg,1.0,0,0.0,0.9845333333333334,eur,0.25,True
2564,GMC Sweden F31221,3,6,alternator fan,2,GMC,Sweden,0.2,0.5149059623849541,mm,0.43000000000000005,kg,1.0,0,1.0,0.5220000000000001,eur,0.5,True
2565,BYD Mexico F25131,3,6,alternator fan,2,BYD,Mexico,0.07,0.7692076830732288,mm,0.53,kg,0.0,0,0.0,0.023333333333333334,eur,1.0,True
2566,Mercedes Romania F14985,3,6,alternator fan,2,Mercedes,Romania,0.17,0.1859743897559026,mm,0.18999999999999995,kg,0.0,0,1.0,0.5374666666666666,eur,0.5,True
2567,Acura Chile F6235,3,6,alternator fan,2,Acura,Chile,0.84,0.7563025210084033,mm,0.75,kg,1.0,0,1.0,0.9855999999999998,eur,1.0,True
2568,Jeep Austria F33381,3,6,alternator fan,2,Jeep,Austria,0.18,0.6396558623449383,mm,0.5,kg,0.0,0,0.0,0.5904,eur,0.5,True
2569,Tesla France F21275,3,6,alternator fan,2,Tesla,France,0.37,0.975190076030412,mm,0.8200000000000001,kg,0.0,0,0.0,0.46893333333333337,eur,0.0,True
2570,Jeep Romania F26875,3,6,alternator fan,2,Jeep,Romania,0.1,0.8116246498599436,mm,0.865,kg,0.0,0,1.0,0.8048000000000002,eur,0.25,True
2571,Jeep Brazil F39679,3,6,alternator fan,2,Jeep,Brazil,0.9,0.28911564625850306,mm,0.32999999999999996,kg,1.0,0,1.0,0.9598666666666668,eur,0.75,True
2572,Toyota Romania F15162,3,6,alternator fan,2,Toyota,Romania,0.29,0.6719687875150064,mm,0.5,kg,1.0,0,1.0,0.2756,eur,0.25,True
2573,GMC Brazil F12212,3,6,alternator fan,2,GMC,Brazil,0.83,0.08233293317326947,mm,0.025000000000000022,kg,0.0,0,1.0,0.48640000000000005,eur,0.5,True
2574,Benz New Zealand F11812,3,6,alternator fan,2,Benz,New,0.13,0.8779511804721885,mm,0.41500000000000004,kg,0.0,0,0.0,0.8112,eur,0.5,True
2575,Hyundai Egypt F35684,3,6,alternator fan,2,Hyundai,Egypt,0.57,0.06202480992397002,mm,0.135,kg,0.0,0,0.0,0.11653333333333327,eur,0.5,True
2576,Acura Italy F14595,3,6,alternator fan,2,Acura,Italy,0.91,0.028811524609843882,mm,0.845,kg,1.0,0,1.0,0.007066666666666682,eur,0.75,True
2577,Mercedes Romania F1278,3,6,alternator fan,2,Mercedes,Romania,0.31,0.26620648259303725,mm,0.12,kg,1.0,0,1.0,0.2246666666666666,eur,0.25,True
2578,Tesla France F5322,3,6,alternator fan,2,Tesla,France,0.76,0.056222488995598265,mm,0.03500000000000003,kg,0.0,0,1.0,0.7137333333333333,eur,1.0,True
2579,Ferrari Canada F23095,3,6,alternator fan,2,Ferrari,Canada,0.58,0.4602841136454579,mm,0.25,kg,1.0,0,0.0,0.3566666666666667,eur,0.25,True
2580,Volkswagen Brazil F23965,3,6,alternator fan,2,Volkswagen,Brazil,0.61,0.450380152060824,mm,0.885,kg,0.0,0,0.0,0.18893333333333337,eur,1.0,True
2581,GMC India F17280,3,6,alternator fan,2,GMC,India,0.42,0.2901160464185673,mm,0.15500000000000003,kg,1.0,0,0.0,0.9206666666666669,eur,0.0,True
2582,Daimler Austria F24124,3,6,alternator fan,2,Daimler,Austria,0.56,0.5142056822729087,mm,0.06000000000000005,kg,0.0,0,1.0,0.7348000000000002,eur,0.25,True
2583,Volkswagen Cuba F33512,3,6,alternator fan,2,Volkswagen,Cuba,0.84,0.3456382553021214,mm,0.645,kg,0.0,0,0.0,0.7949333333333334,eur,0.5,True
2584,Buick Brazil F36258,3,6,alternator fan,2,Buick,Brazil,0.93,0.6297519007603043,mm,0.47,kg,1.0,0,0.0,0.7325333333333333,eur,1.0,True
2585,Volkswagen Brazil F4647,3,6,alternator fan,2,Volkswagen,Brazil,0.42,0.038515406162465196,mm,0.245,kg,1.0,0,1.0,0.8304,eur,0.5,True
2586,Ferrari Denmark F25315,3,6,alternator fan,2,Ferrari,Denmark,0.97,0.0035014005602243157,mm,0.53,kg,1.0,0,0.0,0.6066666666666667,eur,0.25,True
2587,GMC Turkey F26502,3,6,alternator fan,2,GMC,Turkey,0.48,0.8368347338935569,mm,0.31999999999999995,kg,1.0,0,1.0,0.21693333333333328,eur,0.25,True
2588,Jeep Chile F2612,3,6,alternator fan,2,Jeep,Chile,0.64,0.7276910764305721,mm,0.7,kg,1.0,0,0.0,0.8258666666666666,eur,0.75,True
2589,Jeep Egypt F29242,3,6,alternator fan,2,Jeep,Egypt,0.56,0.7331932773109238,mm,0.885,kg,0.0,0,0.0,0.3230666666666667,eur,0.25,True
2590,Hyundai Egypt F12795,3,6,alternator fan,2,Hyundai,Egypt,0.86,0.9305722288915561,mm,0.635,kg,1.0,0,1.0,0.09959999999999998,eur,0.75,True
2591,Daimler New Zealand F37597,3,6,alternator fan,2,Daimler,New,0.54,0.9926970788315325,mm,0.19499999999999995,kg,0.0,0,0.0,0.9030666666666666,eur,0.5,True
2592,Ferrari Austria F36289,3,6,alternator fan,2,Ferrari,Austria,0.5,0.8858543417366951,mm,0.4,kg,0.0,0,0.0,0.8698666666666668,eur,1.0,True
2593,Acura Turkey F11812,3,6,alternator fan,2,Acura,Turkey,0.9,0.46578631452581076,mm,0.935,kg,1.0,0,0.0,0.8716,eur,1.0,True
2594,Ford Sweden F26627,3,6,alternator fan,2,Ford,Sweden,0.31,0.8608443377350944,mm,0.33499999999999996,kg,0.0,0,1.0,0.26399999999999996,eur,0.75,True
2595,Tesla Korea F6270,3,6,alternator fan,2,Tesla,Korea,0.87,0.10064025610244096,mm,0.36,kg,0.0,0,1.0,0.18919999999999998,eur,1.0,True
2596,Mercedes Russia F21113,3,6,alternator fan,2,Mercedes,Russia,0.42,0.2087835134053621,mm,0.9750000000000001,kg,0.0,0,0.0,0.3296,eur,0.25,True
2597,Tesla Canada F35976,3,6,alternator fan,2,Tesla,Canada,0.71,0.6453581432573026,mm,0.7649999999999999,kg,0.0,0,1.0,0.3177333333333333,eur,0.5,True
2598,Volvo USA F33724,3,6,alternator fan,2,Volvo,USA,0.44,0.3690476190476188,mm,0.11499999999999999,kg,1.0,0,0.0,0.9708,eur,0.75,True
2599,Acura Cuba F37550,3,6,alternator fan,2,Acura,Cuba,0.7,0.811424569827931,mm,0.9550000000000001,kg,1.0,0,1.0,0.1826666666666667,eur,0.25,True
2600,Ford Korea F38750,3,6,alternator fan,2,Ford,Korea,0.19,0.44587835134053655,mm,0.8,kg,0.0,0,0.0,0.6612,eur,0.5,True
2601,Ford China F25056,3,6,alternator fan,2,Ford,China,0.89,0.6358543417366951,mm,0.20499999999999996,kg,1.0,0,0.0,0.3585333333333333,eur,0.0,True
2602,Jeep Korea F1903,3,6,alternator fan,2,Jeep,Korea,0.55,0.5493197278911559,mm,0.7450000000000001,kg,1.0,0,0.0,0.4202666666666666,eur,1.0,True
2603,Volvo Norway F17076,3,6,alternator fan,2,Volvo,Norway,0.29,0.07913165266106464,mm,0.16500000000000004,kg,1.0,0,0.0,0.7709333333333332,eur,1.0,True
2604,BMW Japan F23918,3,6,alternator fan,2,BMW,Japan,0.63,0.4552821128451378,mm,0.6799999999999999,kg,0.0,0,0.0,0.6238666666666668,eur,1.0,True
2605,Buick France F34275,3,6,alternator fan,2,Buick,France,0.21,0.5436174469787917,mm,0.5049999999999999,kg,0.0,0,0.0,0.4950666666666666,eur,0.5,True
2606,Daimler Romania F17749,3,6,alternator fan,2,Daimler,Romania,0.12,0.41126450580232093,mm,0.76,kg,1.0,0,1.0,0.6518666666666667,eur,0.75,True
2607,Ford Indonesia F4250,3,6,alternator fan,2,Ford,Indonesia,0.82,0.02501000400160063,mm,0.75,kg,1.0,0,0.0,0.6265333333333333,eur,0.75,True
2608,Hyundai Egypt F19030,3,6,alternator fan,2,Hyundai,Egypt,0.67,0.9054621848739491,mm,0.78,kg,0.0,0,1.0,0.3393333333333334,eur,0.25,True
2609,Mercedes Russia F7022,3,6,alternator fan,2,Mercedes,Russia,0.1,0.6704681872749095,mm,0.19999999999999996,kg,0.0,0,0.0,0.3098666666666666,eur,0.0,True
2610,Toyota USA F26562,3,6,alternator fan,2,Toyota,USA,0.86,0.7024809923969588,mm,0.6799999999999999,kg,1.0,0,1.0,0.42186666666666667,eur,0.75,True
2611,Buick New Zealand F25014,3,6,alternator fan,2,Buick,New,0.01,0.22428971588635518,mm,0.33999999999999997,kg,1.0,0,1.0,0.08613333333333326,eur,0.5,True
2612,Acura Austria F34728,3,6,alternator fan,2,Acura,Austria,0.21,0.0340136054421772,mm,0.28,kg,0.0,0,1.0,0.004933333333333394,eur,0.5,True
2613,Mercedes Egypt F1052,3,6,alternator fan,2,Mercedes,Egypt,0.6,0.44387755102040805,mm,0.43999999999999995,kg,1.0,0,1.0,0.7740000000000001,eur,0.25,True
2614,Volkswagen Chile F13184,3,6,alternator fan,2,Volkswagen,Chile,0.79,0.25210084033613483,mm,0.04500000000000004,kg,1.0,0,0.0,0.0825333333333333,eur,1.0,True
2615,KTM Italy F30025,3,6,alternator fan,2,KTM,Italy,0.57,0.9433773509403764,mm,0.245,kg,1.0,0,0.0,0.16319999999999993,eur,0.25,True
2616,Jeep Egypt F16058,3,6,alternator fan,2,Jeep,Egypt,0.18,0.5563225290116046,mm,0.275,kg,0.0,0,0.0,0.8974666666666667,eur,1.0,True
2617,Volvo New Zealand F12121,3,6,alternator fan,2,Volvo,New,0.95,0.2960184073629454,mm,0.625,kg,1.0,0,0.0,0.023466666666666736,eur,0.25,True
2618,Daimler China F22456,3,6,alternator fan,2,Daimler,China,0.95,0.4296718687474993,mm,0.12,kg,1.0,0,1.0,0.5425333333333333,eur,0.25,True
2619,Toyota India F33929,3,6,alternator fan,2,Toyota,India,0.89,0.4356742697078837,mm,0.5549999999999999,kg,1.0,0,0.0,0.6998666666666666,eur,0.25,True
2620,Mercedes USA F1390,3,6,alternator fan,2,Mercedes,USA,0.27,0.09063625450180071,mm,0.9750000000000001,kg,1.0,0,0.0,0.16640000000000005,eur,0.5,True
2621,KTM Egypt F32302,3,6,alternator fan,2,KTM,Egypt,0.33,0.39915966386554586,mm,0.06499999999999995,kg,0.0,0,1.0,0.18573333333333342,eur,0.5,True
2622,Honda China F37791,3,6,alternator fan,2,Honda,China,0.5,0.24479791916766724,mm,0.45499999999999996,kg,0.0,0,1.0,0.24106666666666665,eur,0.5,True
2623,GMC USA F39337,3,6,alternator fan,2,GMC,USA,0.91,0.526710684273709,mm,0.12,kg,0.0,0,0.0,0.7073333333333335,eur,0.0,True
2624,Benz Denmark F38601,3,6,alternator fan,2,Benz,Denmark,0.06,0.9389755902360942,mm,0.375,kg,0.0,0,1.0,0.8478666666666667,eur,0.25,True
2625,BMW Belgium F24378,3,6,alternator fan,2,BMW,Belgium,0.93,0.6562625050020008,mm,0.18000000000000005,kg,1.0,0,0.0,0.25626666666666664,eur,0.5,True
2626,Lincoln USA F37103,3,6,alternator fan,2,Lincoln,USA,0.79,0.9194677871148453,mm,0.7150000000000001,kg,0.0,0,0.0,0.6358666666666667,eur,0.5,True
2627,Benz Netherlands F23670,3,6,alternator fan,2,Benz,Netherlands,0.83,0.622849139655862,mm,0.685,kg,0.0,0,1.0,0.4093333333333334,eur,0.0,True
2628,Acura Switzerland F29166,3,6,alternator fan,2,Acura,Switzerland,0.88,0.3137254901960784,mm,0.51,kg,0.0,0,1.0,0.18399999999999997,eur,0.75,True
2629,Daimler Indonesia F38249,3,6,alternator fan,2,Daimler,Indonesia,0.84,0.9650860344137654,mm,0.09499999999999997,kg,1.0,0,0.0,0.9474666666666667,eur,0.5,True
2630,Honda Turkey F13681,3,6,alternator fan,2,Honda,Turkey,0.21,0.7902160864345736,mm,0.6299999999999999,kg,1.0,0,1.0,0.043599999999999944,eur,1.0,True
2631,Tesla Italy F32648,3,6,alternator fan,2,Tesla,Italy,0.21,0.8738495398159263,mm,0.5249999999999999,kg,1.0,0,1.0,0.3994666666666666,eur,0.25,True
2632,BMW Romania F38551,3,6,alternator fan,2,BMW,Romania,0.22,0.3571428571428575,mm,0.39,kg,0.0,0,0.0,0.2993333333333334,eur,0.0,True
2633,Ford Romania F16515,3,6,alternator fan,2,Ford,Romania,0.95,0.7935174069627853,mm,0.25,kg,0.0,0,0.0,0.5413333333333332,eur,0.25,True
2634,Acura Austria F19752,3,6,alternator fan,2,Acura,Austria,0.51,0.02200880352140901,mm,0.24,kg,1.0,0,0.0,0.08573333333333343,eur,0.5,True
2635,Buick Canada F39577,3,6,alternator fan,2,Buick,Canada,0.76,0.9105642256902756,mm,0.030000000000000027,kg,1.0,0,1.0,0.3356,eur,0.75,True
2636,Toyota Switzerland F34286,3,6,alternator fan,2,Toyota,Switzerland,0.99,0.7356942777110838,mm,0.29000000000000004,kg,0.0,0,1.0,0.45879999999999993,eur,0.75,True
2637,Daimler Belgium F19548,3,6,alternator fan,2,Daimler,Belgium,0.03,0.12224889955982415,mm,0.18999999999999995,kg,0.0,0,1.0,0.8985333333333332,eur,0.0,True
2638,BMW Belgium F5945,3,6,alternator fan,2,BMW,Belgium,0.34,0.14625850340136054,mm,0.625,kg,0.0,0,0.0,0.2605333333333334,eur,0.75,True
2639,BMW Cuba F39171,3,6,alternator fan,2,BMW,Cuba,0.21,0.048819527811124384,mm,0.7949999999999999,kg,0.0,0,1.0,0.45,eur,0.25,True
2640,Ferrari Mexico F8371,3,6,alternator fan,2,Ferrari,Mexico,0.24,0.01810724289715888,mm,0.74,kg,0.0,0,0.0,0.7010666666666666,eur,0.0,True
2641,Volkswagen Romania F23260,3,6,alternator fan,2,Volkswagen,Romania,0.36,0.029211684673869698,mm,0.9199999999999999,kg,1.0,0,0.0,0.8617333333333332,eur,0.5,True
2642,GMC Canada F10262,3,6,alternator fan,2,GMC,Canada,0.88,0.38395358143257285,mm,0.405,kg,0.0,0,1.0,0.3225333333333333,eur,0.5,True
2643,Daimler Denmark F13817,3,6,alternator fan,2,Daimler,Denmark,0.33,0.5408163265306126,mm,0.06499999999999995,kg,0.0,0,1.0,0.9881333333333335,eur,0.75,True
2644,Daimler Chile F3550,3,6,alternator fan,2,Daimler,Chile,0.55,0.2981192476990802,mm,0.09499999999999997,kg,0.0,0,0.0,0.9894666666666668,eur,0.5,True
2645,Ford Indonesia F28898,3,6,alternator fan,2,Ford,Indonesia,0.18,0.7427971188475387,mm,0.44499999999999995,kg,1.0,0,0.0,0.504,eur,0.0,True
2646,Ford Russia F21068,3,6,alternator fan,2,Ford,Russia,0.29,0.9462785114045618,mm,0.31999999999999995,kg,0.0,0,0.0,0.6681333333333334,eur,0.75,True
2647,GMC Romania F14899,3,6,alternator fan,2,GMC,Romania,0.8,0.7126850740296117,mm,0.22499999999999998,kg,1.0,0,0.0,0.07426666666666658,eur,0.5,True
2648,Toyota Germany F23193,3,6,alternator fan,2,Toyota,Germany,0.44,0.2758103241296523,mm,0.6000000000000001,kg,0.0,0,0.0,0.09773333333333331,eur,0.5,True
2649,Mercedes India F10751,3,6,alternator fan,2,Mercedes,India,0.47,0.884953981592637,mm,0.29500000000000004,kg,1.0,0,1.0,0.9512,eur,1.0,True
2650,Hyundai Mexico F17553,3,6,alternator fan,2,Hyundai,Mexico,0.48,0.4519807923169272,mm,0.15500000000000003,kg,0.0,0,1.0,0.13346666666666673,eur,0.25,True
