material ID,description,level,category,category description,hierarchy category,provider,country,length,height,width,size uom,weight,weight uom,voltage,current,pressure,flow,price,currency,rank,is leaf
2266,Hyundai Netherlands O37525,2,4,oil pump,1,Hyundai,Netherlands,590.76,375.61,357.49,mm,3.74,kg,12,2.5,300,75,423.62,eur,5.0,True
2267,Volkswagen Austria O5618,2,4,oil pump,1,Volkswagen,Austria,572.98,378.54,335.16,mm,2.39,kg,12,3.0,300,80,364.94,eur,4.0,True
2268,Benz Italy O15158,2,4,oil pump,1,Benz,Italy,608.09,418.64,321.84,mm,2.31,kg,12,3.0,300,85,507.74,eur,5.0,True
2269,GMC India O20570,2,4,oil pump,1,GMC,India,593.4,314.1,391.86,mm,3.72,kg,12,3.0,300,75,565.71,eur,4.5,True
2270,Ferrari China O6253,2,4,oil pump,1,Ferrari,China,589.45,394.16,356.41,mm,3.89,kg,12,3.0,300,80,451.81,eur,3.0,True
2271,Mercedes Thailand O29574,2,4,oil pump,1,Mercedes,Thailand,595.5,324.5,310.05,mm,3.0,kg,12,2.5,300,45,407.03,eur,3.5,True
2272,GMC Austria O25395,2,4,oil pump,1,GMC,Austria,566.22,382.9,413.66,mm,2.35,kg,12,2.5,300,70,572.21,eur,5.0,True
2273,KTM Romania O26782,2,4,oil pump,1,KTM,Romania,565.37,341.97,397.71,mm,2.63,kg,12,3.0,300,80,404.8,eur,4.5,True
2274,Toyota Sweden O38851,2,4,oil pump,1,Toyota,Sweden,576.43,327.71,318.88,mm,3.84,kg,12,2.5,300,80,494.1,eur,4.5,True
2275,Lincoln Turkey O26781,2,4,oil pump,1,Lincoln,Turkey,558.32,399.98,365.44,mm,2.41,kg,12,3.0,300,75,361.98,eur,4.5,True
2276,GMC Norway O24978,2,4,oil pump,1,GMC,Norway,598.24,316.37,377.95,mm,2.25,kg,12,2.5,300,75,587.26,eur,3.5,True
2277,Volvo Germany O36866,2,4,oil pump,1,Volvo,Germany,556.29,393.13,410.57,mm,2.57,kg,12,2.5,300,70,586.18,eur,4.0,True
2278,Ford Italy O9537,2,4,oil pump,1,Ford,Italy,575.41,355.45,429.73,mm,3.52,kg,12,2.5,300,50,479.13,eur,3.0,True
2279,Benz Cuba O14878,2,4,oil pump,1,Benz,Cuba,601.19,351.76,362.28,mm,3.8,kg,12,2.5,300,45,470.85,eur,3.5,True
2280,Lincoln Denmark O21726,2,4,oil pump,1,Lincoln,Denmark,571.8,334.05,416.75,mm,2.26,kg,12,2.5,300,85,516.48,eur,3.5,True
2281,Benz China O2011,2,4,oil pump,1,Benz,China,592.41,307.86,321.43,mm,2.27,kg,12,2.5,300,45,484.85,eur,4.5,True
2282,KTM Russia O30916,2,4,oil pump,1,KTM,Russia,566.63,345.88,417.86,mm,2.92,kg,12,3.0,300,85,475.21,eur,4.0,True
2283,Mercedes USA O21250,2,4,oil pump,1,Mercedes,USA,598.78,322.44,372.87,mm,3.4,kg,12,3.0,300,80,419.23,eur,4.5,True
2284,BMW Germany O16411,2,4,oil pump,1,BMW,Germany,560.77,375.99,399.24,mm,3.97,kg,12,3.0,300,55,440.41,eur,3.5,True
2285,Lincoln Japan O22029,2,4,oil pump,1,Lincoln,Japan,568.12,320.68,312.31,mm,3.78,kg,12,2.5,300,45,466.82,eur,4.5,True
2286,GMC Japan O17021,2,4,oil pump,1,GMC,Japan,555.09,332.34,428.93,mm,3.23,kg,12,3.0,300,75,465.32,eur,4.0,True
2287,Hyundai Switzerland O39854,2,4,oil pump,1,Hyundai,Switzerland,588.26,351.26,349.3,mm,3.21,kg,12,2.5,300,55,434.45,eur,3.5,True
2288,Acura Egypt O8390,2,4,oil pump,1,Acura,Egypt,559.08,362.64,330.17,mm,2.17,kg,12,2.5,300,70,434.34,eur,5.0,True
2289,Mercedes Belgium O37584,2,4,oil pump,1,Mercedes,Belgium,598.93,365.71,329.93,mm,2.41,kg,12,3.0,300,65,404.73,eur,3.0,True
2290,BYD France O35526,2,4,oil pump,1,BYD,France,588.76,369.9,327.95,mm,2.6,kg,12,2.5,300,85,450.17,eur,4.5,True
2291,Jeep Italy O20064,2,4,oil pump,1,Jeep,Italy,588.3,397.87,347.45,mm,2.88,kg,12,2.5,300,45,444.62,eur,4.5,True
2292,GMC Norway O9162,2,4,oil pump,1,GMC,Norway,584.38,364.39,309.98,mm,2.35,kg,12,3.0,300,85,472.7,eur,3.5,True
2293,Mercedes France O30624,2,4,oil pump,1,Mercedes,France,605.56,377.14,340.05,mm,2.08,kg,12,2.5,300,75,430.59,eur,4.5,True
2294,Acura Thailand O1456,2,4,oil pump,1,Acura,Thailand,605.26,371.73,308.82,mm,2.55,kg,12,2.5,300,80,372.44,eur,3.5,True
2295,KTM Japan O17850,2,4,oil pump,1,KTM,Japan,575.26,345.53,369.86,mm,2.5,kg,12,2.5,300,75,555.95,eur,3.5,True
2296,Benz Japan O23922,2,4,oil pump,1,Benz,Japan,552.46,325.67,344.79,mm,3.8,kg,12,3.0,300,75,437.1,eur,3.5,True
2297,Benz Germany O8482,2,4,oil pump,1,Benz,Germany,572.84,331.66,415.22,mm,2.82,kg,12,2.5,300,75,559.04,eur,4.0,True
2298,Volkswagen Romania O36413,2,4,oil pump,1,Volkswagen,Romania,556.65,309.35,339.34,mm,2.85,kg,12,2.5,300,55,523.15,eur,4.0,True
2299,Acura Egypt O12419,2,4,oil pump,1,Acura,Egypt,579.39,365.76,317.13,mm,3.37,kg,12,3.0,300,45,437.0,eur,3.5,True
2300,Buick Brazil O4603,2,4,oil pump,1,Buick,Brazil,591.38,396.59,349.25,mm,3.34,kg,12,3.0,300,50,373.69,eur,4.0,True
2301,Lincoln Denmark O33866,2,4,oil pump,1,Lincoln,Denmark,561.34,402.7,348.04,mm,3.1,kg,12,2.5,300,50,405.8,eur,4.0,True
2302,Lincoln New Zealand O28441,2,4,oil pump,1,Lincoln,New,582.81,323.72,355.14,mm,2.51,kg,12,2.5,300,75,387.38,eur,5.0,True
2303,Acura China O1728,2,4,oil pump,1,Acura,China,568.04,382.72,336.73,mm,3.17,kg,12,2.5,300,85,533.81,eur,3.5,True
2304,GMC Thailand O17756,2,4,oil pump,1,GMC,Thailand,586.66,308.4,317.27,mm,3.02,kg,12,3.0,300,70,557.58,eur,4.5,True
2305,BYD Denmark O15157,2,4,oil pump,1,BYD,Denmark,587.8,321.69,352.91,mm,3.45,kg,12,2.5,300,70,508.68,eur,4.0,True
2306,Volkswagen Japan O27452,2,4,oil pump,1,Volkswagen,Japan,602.7,358.7,330.64,mm,3.41,kg,12,3.0,300,85,400.69,eur,4.0,True
2307,Honda France O2251,2,4,oil pump,1,Honda,France,586.99,349.94,329.69,mm,2.4,kg,12,3.0,300,85,572.17,eur,3.5,True
2308,BMW Egypt O17197,2,4,oil pump,1,BMW,Egypt,591.14,382.44,301.51,mm,3.14,kg,12,3.0,300,85,433.72,eur,5.0,True
2309,Ferrari Germany O6294,2,4,oil pump,1,Ferrari,Germany,566.91,366.68,319.05,mm,2.01,kg,12,2.5,300,50,365.07,eur,3.0,True
2310,KTM Korea O15157,2,4,oil pump,1,KTM,Korea,584.87,332.97,377.15,mm,2.91,kg,12,3.0,300,80,398.83,eur,5.0,True
2311,Tesla Thailand O36965,2,4,oil pump,1,Tesla,Thailand,590.25,361.48,310.76,mm,3.62,kg,12,2.5,300,45,498.16,eur,4.0,True
2312,Volkswagen Japan O30632,2,4,oil pump,1,Volkswagen,Japan,598.98,354.01,321.52,mm,2.23,kg,12,3.0,300,55,583.68,eur,4.0,True
2313,Buick Mexico O2748,2,4,oil pump,1,Buick,Mexico,563.02,320.17,377.47,mm,2.01,kg,12,2.5,300,55,429.04,eur,4.0,True
2314,Buick Brazil O4230,2,4,oil pump,1,Buick,Brazil,578.22,388.89,363.25,mm,3.65,kg,12,3.0,300,80,387.46,eur,3.0,True
2315,Volvo New Zealand O16639,2,4,oil pump,1,Volvo,New,576.38,399.25,408.67,mm,2.05,kg,12,2.5,300,65,398.43,eur,4.0,True
2316,KTM Italy O18386,2,4,oil pump,1,KTM,Italy,560.57,386.22,317.93,mm,2.05,kg,12,3.0,300,70,556.93,eur,3.5,True
2317,Volkswagen Japan O18501,2,4,oil pump,1,Volkswagen,Japan,599.53,305.02,387.23,mm,2.9,kg,12,2.5,300,70,365.51,eur,5.0,True
2318,Ferrari Thailand O23552,2,4,oil pump,1,Ferrari,Thailand,592.15,379.3,342.25,mm,2.38,kg,12,2.5,300,55,401.65,eur,4.0,True
2319,Tesla Brazil O32314,2,4,oil pump,1,Tesla,Brazil,593.02,416.98,342.15,mm,2.27,kg,12,3.0,300,80,399.53,eur,4.5,True
2320,Benz Germany O30758,2,4,oil pump,1,Benz,Germany,586.53,417.81,363.39,mm,3.75,kg,12,3.0,300,80,521.09,eur,4.5,True
2321,Volvo Denmark O25524,2,4,oil pump,1,Volvo,Denmark,575.9,329.27,337.21,mm,3.43,kg,12,3.0,300,55,422.8,eur,4.0,True
2322,Jeep Austria O1048,2,4,oil pump,1,Jeep,Austria,556.32,400.14,421.35,mm,2.56,kg,12,3.0,300,75,582.67,eur,4.5,True
2323,Lincoln Brazil O10630,2,4,oil pump,1,Lincoln,Brazil,604.94,334.27,402.9,mm,3.28,kg,12,2.5,300,45,491.47,eur,4.5,True
2324,Ferrari Canada O22523,2,4,oil pump,1,Ferrari,Canada,573.54,401.93,318.88,mm,2.14,kg,12,3.0,300,85,532.78,eur,4.5,True
2325,Volvo Korea O10397,2,4,oil pump,1,Volvo,Korea,578.42,379.34,420.95,mm,3.19,kg,12,2.5,300,65,504.98,eur,4.5,True
2326,Ford France O35656,2,4,oil pump,1,Ford,France,595.62,327.03,380.38,mm,3.75,kg,12,2.5,300,75,387.33,eur,3.5,True
2327,Toyota USA O38203,2,4,oil pump,1,Toyota,USA,582.61,327.9,313.33,mm,3.87,kg,12,3.0,300,55,520.8,eur,3.5,True
2328,Ford Russia O15523,2,4,oil pump,1,Ford,Russia,589.48,333.8,403.34,mm,3.74,kg,12,3.0,300,45,597.76,eur,4.5,True
2329,Daimler Indonesia O8639,2,4,oil pump,1,Daimler,Indonesia,596.83,374.95,357.76,mm,3.58,kg,12,2.5,300,55,567.06,eur,3.5,True
2330,GMC Netherlands O2186,2,4,oil pump,1,GMC,Netherlands,590.65,379.49,306.83,mm,2.81,kg,12,2.5,300,50,371.11,eur,4.0,True
2331,Volkswagen Sweden O23545,2,4,oil pump,1,Volkswagen,Sweden,563.79,331.19,359.51,mm,2.73,kg,12,3.0,300,70,473.38,eur,4.5,True
2332,Jeep Cuba O5603,2,4,oil pump,1,Jeep,Cuba,587.69,314.5,381.24,mm,2.11,kg,12,2.5,300,70,524.46,eur,4.5,True
2333,BYD India O16115,2,4,oil pump,1,BYD,India,585.37,338.99,424.68,mm,3.73,kg,12,2.5,300,80,512.23,eur,3.0,True
2334,Volvo Romania O34076,2,4,oil pump,1,Volvo,Romania,573.16,323.14,424.78,mm,2.48,kg,12,2.5,300,65,585.03,eur,5.0,True
2335,KTM Italy O6327,2,4,oil pump,1,KTM,Italy,606.18,384.22,340.23,mm,3.96,kg,12,3.0,300,80,500.82,eur,3.5,True
2336,Honda Indonesia O35874,2,4,oil pump,1,Honda,Indonesia,566.18,368.54,335.23,mm,2.01,kg,12,2.5,300,70,515.63,eur,4.0,True
2337,GMC India O9848,2,4,oil pump,1,GMC,India,554.25,399.15,329.22,mm,2.78,kg,12,2.5,300,50,569.78,eur,4.5,True
2338,Acura Romania O3954,2,4,oil pump,1,Acura,Romania,585.41,318.38,369.89,mm,2.22,kg,12,3.0,300,45,579.55,eur,4.0,True
2339,Tesla France O29198,2,4,oil pump,1,Tesla,France,562.13,395.81,385.94,mm,3.11,kg,12,2.5,300,85,520.36,eur,3.5,True
2340,Toyota Indonesia O16497,2,4,oil pump,1,Toyota,Indonesia,592.79,393.86,307.49,mm,3.74,kg,12,2.5,300,80,384.32,eur,4.5,True
2341,Buick Turkey O39335,2,4,oil pump,1,Buick,Turkey,574.94,319.45,397.62,mm,2.0,kg,12,2.5,300,70,502.37,eur,3.5,True
2342,Ford Russia O27695,2,4,oil pump,1,Ford,Russia,556.77,303.19,347.11,mm,3.86,kg,12,2.5,300,50,487.19,eur,4.0,True
2343,Hyundai New Zealand O1072,2,4,oil pump,1,Hyundai,New,580.08,302.66,423.97,mm,3.98,kg,12,2.5,300,70,356.59,eur,5.0,True
2344,BMW Switzerland O2890,2,4,oil pump,1,BMW,Switzerland,555.12,355.14,378.36,mm,3.68,kg,12,3.0,300,65,535.73,eur,4.0,True
2345,Ford Thailand O30080,2,4,oil pump,1,Ford,Thailand,566.38,323.61,388.7,mm,2.59,kg,12,2.5,300,85,420.34,eur,4.0,True
2346,Toyota Switzerland O20710,2,4,oil pump,1,Toyota,Switzerland,598.75,342.65,406.72,mm,2.31,kg,12,2.5,300,85,555.92,eur,4.0,True
2347,Jeep Chile O19506,2,4,oil pump,1,Jeep,Chile,586.82,374.27,331.0,mm,3.49,kg,12,3.0,300,45,354.76,eur,3.0,True
2348,Daimler Canada O30425,2,4,oil pump,1,Daimler,Canada,605.16,396.31,327.45,mm,2.86,kg,12,2.5,300,85,485.5,eur,4.5,True
2349,Benz Mexico O25392,2,4,oil pump,1,Benz,Mexico,556.13,326.44,366.13,mm,2.88,kg,12,3.0,300,65,583.02,eur,3.5,True
2350,Acura India O18446,2,4,oil pump,1,Acura,India,580.54,388.97,344.77,mm,3.31,kg,12,3.0,300,80,455.4,eur,3.0,True
2351,Lincoln Romania O7043,2,4,oil pump,1,Lincoln,Romania,603.35,312.52,301.96,mm,3.93,kg,12,2.5,300,65,430.04,eur,4.0,True
2352,Toyota Belgium O7161,2,4,oil pump,1,Toyota,Belgium,578.56,359.8,316.3,mm,2.79,kg,12,3.0,300,80,356.15,eur,4.0,True
2353,BMW USA O20695,2,4,oil pump,1,BMW,USA,597.25,387.4,427.81,mm,2.83,kg,12,2.5,300,45,475.86,eur,3.5,True
2354,Acura Sweden O4843,2,4,oil pump,1,Acura,Sweden,554.88,380.28,324.11,mm,3.67,kg,12,2.5,300,65,475.47,eur,4.0,True
2355,KTM Chile O24389,2,4,oil pump,1,KTM,Chile,563.24,321.84,315.29,mm,2.47,kg,12,2.5,300,70,456.03,eur,3.5,True
2356,Acura France O9194,2,4,oil pump,1,Acura,France,597.52,309.25,393.78,mm,2.37,kg,12,2.5,300,70,546.91,eur,5.0,True
2357,Acura Egypt O5530,2,4,oil pump,1,Acura,Egypt,602.49,362.04,306.07,mm,2.01,kg,12,3.0,300,65,535.54,eur,5.0,True
2358,BMW Denmark O36743,2,4,oil pump,1,BMW,Denmark,593.59,374.53,423.37,mm,3.01,kg,12,3.0,300,45,545.21,eur,4.5,True
2359,Volkswagen Russia O8543,2,4,oil pump,1,Volkswagen,Russia,592.82,311.76,386.35,mm,3.99,kg,12,2.5,300,70,559.56,eur,4.5,True
2360,BYD New Zealand O36202,2,4,oil pump,1,BYD,New,563.6,359.87,333.16,mm,2.73,kg,12,3.0,300,85,448.03,eur,3.5,True
2361,GMC Switzerland O21777,2,4,oil pump,1,GMC,Switzerland,589.52,313.77,319.83,mm,2.73,kg,12,3.0,300,55,361.39,eur,4.0,True
2362,Tesla New Zealand O33184,2,4,oil pump,1,Tesla,New,558.06,317.1,357.87,mm,3.14,kg,12,2.5,300,70,520.85,eur,3.0,True
2363,BYD Italy O1028,2,4,oil pump,1,BYD,Italy,574.7,386.21,393.9,mm,3.61,kg,12,3.0,300,80,357.43,eur,3.5,True
2364,KTM Russia O7311,2,4,oil pump,1,KTM,Russia,579.98,397.87,358.52,mm,2.54,kg,12,2.5,300,75,503.89,eur,4.5,True
2365,Acura China O2409,2,4,oil pump,1,Acura,China,593.3,343.49,340.4,mm,3.25,kg,12,2.5,300,85,416.64,eur,3.5,True
2366,Buick Norway O1815,2,4,oil pump,1,Buick,Norway,575.8,402.89,315.33,mm,2.19,kg,12,3.0,300,50,568.3,eur,5.0,True
2367,Daimler USA O4634,2,4,oil pump,1,Daimler,USA,609.63,349.2,322.79,mm,3.42,kg,12,3.0,300,80,453.45,eur,4.0,True
2368,BYD China O4195,2,4,oil pump,1,BYD,China,553.21,330.81,379.65,mm,3.13,kg,12,3.0,300,45,576.46,eur,3.5,True
2369,Jeep Chile O19201,2,4,oil pump,1,Jeep,Chile,576.68,336.79,350.56,mm,3.85,kg,12,3.0,300,65,481.19,eur,3.0,True
2370,Tesla Sweden O5342,2,4,oil pump,1,Tesla,Sweden,554.12,407.35,380.04,mm,2.5,kg,12,3.0,300,50,545.01,eur,4.0,True
2371,Ferrari Turkey O26770,2,4,oil pump,1,Ferrari,Turkey,586.19,377.06,375.43,mm,3.73,kg,12,2.5,300,50,454.3,eur,4.0,True
2372,Jeep Canada O37561,2,4,oil pump,1,Jeep,Canada,560.2,389.3,404.07,mm,2.92,kg,12,2.5,300,75,457.09,eur,3.0,True
2373,Buick Canada O35799,2,4,oil pump,1,Buick,Canada,565.38,389.13,331.56,mm,2.36,kg,12,2.5,300,50,503.01,eur,4.5,True
2374,Hyundai Chile O3628,2,4,oil pump,1,Hyundai,Chile,560.43,371.52,311.81,mm,3.79,kg,12,3.0,300,75,539.93,eur,5.0,True
2375,Toyota India O6461,2,4,oil pump,1,Toyota,India,590.59,353.2,352.74,mm,2.51,kg,12,3.0,300,55,372.26,eur,5.0,True
2376,Toyota Cuba O38779,2,4,oil pump,1,Toyota,Cuba,567.19,350.61,381.89,mm,3.3,kg,12,2.5,300,85,435.64,eur,4.5,True
2377,Tesla Switzerland O19160,2,4,oil pump,1,Tesla,Switzerland,593.61,368.32,346.93,mm,3.75,kg,12,2.5,300,55,482.13,eur,3.5,True
2378,Benz Netherlands O14227,2,4,oil pump,1,Benz,Netherlands,577.19,314.18,301.77,mm,3.49,kg,12,2.5,300,75,579.54,eur,3.5,True
2379,Ferrari Norway O27096,2,4,oil pump,1,Ferrari,Norway,579.34,344.63,415.83,mm,3.04,kg,12,2.5,300,45,378.05,eur,3.5,True
2380,BMW Belgium O12593,2,4,oil pump,1,BMW,Belgium,589.15,372.4,317.29,mm,2.93,kg,12,2.5,300,50,432.72,eur,3.5,True
2381,Honda France O21277,2,4,oil pump,1,Honda,France,609.67,366.34,343.78,mm,2.54,kg,12,3.0,300,75,512.68,eur,4.5,True
2382,Tesla Turkey O17594,2,4,oil pump,1,Tesla,Turkey,574.79,371.69,321.35,mm,3.09,kg,12,2.5,300,70,491.61,eur,4.0,True
2383,Hyundai Canada O11848,2,4,oil pump,1,Hyundai,Canada,568.36,394.4,380.89,mm,3.55,kg,12,3.0,300,45,540.93,eur,4.0,True
2384,Mercedes Switzerland O6978,2,4,oil pump,1,Mercedes,Switzerland,556.4,363.3,364.48,mm,3.84,kg,12,2.5,300,55,594.38,eur,4.0,True
2385,Mercedes Austria O11439,2,4,oil pump,1,Mercedes,Austria,575.14,315.8,377.94,mm,2.87,kg,12,2.5,300,85,449.62,eur,5.0,True
2386,GMC Italy O11589,2,4,oil pump,1,GMC,Italy,586.4,357.98,370.24,mm,2.86,kg,12,2.5,300,65,395.72,eur,4.0,True
2387,Honda Mexico O22063,2,4,oil pump,1,Honda,Mexico,599.0,305.91,323.77,mm,3.86,kg,12,3.0,300,55,559.28,eur,5.0,True
2388,BMW Japan O9441,2,4,oil pump,1,BMW,Japan,556.91,309.51,342.31,mm,2.37,kg,12,2.5,300,50,453.98,eur,4.0,True
2389,Mercedes Switzerland O26340,2,4,oil pump,1,Mercedes,Switzerland,606.37,329.06,316.43,mm,3.71,kg,12,2.5,300,55,467.28,eur,4.0,True
2390,Toyota New Zealand O32181,2,4,oil pump,1,Toyota,New,593.11,392.53,326.5,mm,3.66,kg,12,3.0,300,50,409.46,eur,3.0,True
2391,Tesla Egypt O30499,2,4,oil pump,1,Tesla,Egypt,604.83,300.59,390.7,mm,3.51,kg,12,3.0,300,65,519.02,eur,4.0,True
2392,Acura Chile O39511,2,4,oil pump,1,Acura,Chile,584.81,418.68,387.09,mm,2.11,kg,12,2.5,300,80,522.02,eur,3.5,True
2393,GMC Romania O3086,2,4,oil pump,1,GMC,Romania,569.57,317.41,341.27,mm,2.97,kg,12,2.5,300,55,430.64,eur,3.5,True
2394,Tesla Germany O38753,2,4,oil pump,1,Tesla,Germany,568.01,409.44,423.51,mm,3.63,kg,12,2.5,300,85,457.88,eur,3.0,True
2395,Hyundai Egypt O20942,2,4,oil pump,1,Hyundai,Egypt,569.21,400.6,386.17,mm,2.46,kg,12,3.0,300,75,596.52,eur,4.0,True
2396,Lincoln Canada O23066,2,4,oil pump,1,Lincoln,Canada,567.27,400.99,414.85,mm,2.62,kg,12,3.0,300,45,494.92,eur,4.0,True
2397,Volkswagen Norway O36158,2,4,oil pump,1,Volkswagen,Norway,567.66,337.41,395.98,mm,2.77,kg,12,3.0,300,45,520.79,eur,4.0,True
2398,Acura Chile O27201,2,4,oil pump,1,Acura,Chile,557.04,314.85,342.4,mm,3.22,kg,12,2.5,300,55,514.75,eur,3.0,True
2399,Jeep Indonesia O18311,2,4,oil pump,1,Jeep,Indonesia,565.15,341.17,346.37,mm,2.57,kg,12,3.0,300,50,514.35,eur,4.5,True
2400,Volkswagen Indonesia O39919,2,4,oil pump,1,Volkswagen,Indonesia,551.08,407.89,349.37,mm,3.02,kg,12,3.0,300,85,358.68,eur,3.5,True
2401,Volkswagen Netherlands O26750,2,4,oil pump,1,Volkswagen,Netherlands,594.73,311.15,326.78,mm,2.84,kg,12,3.0,300,50,406.78,eur,3.5,True
2402,Tesla Egypt O5985,2,4,oil pump,1,Tesla,Egypt,583.47,351.07,334.52,mm,3.01,kg,12,2.5,300,45,479.47,eur,4.0,True
2403,Daimler Indonesia O18295,2,4,oil pump,1,Daimler,Indonesia,563.4,406.87,420.24,mm,2.14,kg,12,2.5,300,50,373.42,eur,3.0,True
2404,Daimler Canada O9614,2,4,oil pump,1,Daimler,Canada,563.3,326.98,374.18,mm,2.76,kg,12,3.0,300,70,574.63,eur,4.0,True
2405,Honda Italy O8156,2,4,oil pump,1,Honda,Italy,571.31,362.64,371.65,mm,3.32,kg,12,3.0,300,45,542.59,eur,3.5,True
2406,Benz Thailand O4114,2,4,oil pump,1,Benz,Thailand,563.48,412.6,374.94,mm,2.78,kg,12,3.0,300,50,538.14,eur,3.5,True
2407,Acura Netherlands O27206,2,4,oil pump,1,Acura,Netherlands,561.39,417.46,313.62,mm,3.28,kg,12,2.5,300,75,396.96,eur,4.5,True
2408,Mercedes New Zealand O28077,2,4,oil pump,1,Mercedes,New,589.68,368.26,369.88,mm,2.49,kg,12,3.0,300,50,487.32,eur,4.0,True
2409,Mercedes Mexico O24507,2,4,oil pump,1,Mercedes,Mexico,583.36,306.48,354.49,mm,2.88,kg,12,2.5,300,50,446.61,eur,3.5,True
2410,Mercedes Russia O6720,2,4,oil pump,1,Mercedes,Russia,601.43,419.15,337.81,mm,2.46,kg,12,2.5,300,55,518.29,eur,4.5,True
2411,BMW Egypt O23506,2,4,oil pump,1,BMW,Egypt,602.33,402.43,363.39,mm,2.26,kg,12,2.5,300,50,506.25,eur,4.0,True
2412,Buick Canada O35976,2,4,oil pump,1,Buick,Canada,571.16,357.21,343.33,mm,3.58,kg,12,3.0,300,70,561.65,eur,4.5,True
2413,Mercedes Cuba O22615,2,4,oil pump,1,Mercedes,Cuba,568.33,377.61,313.59,mm,2.91,kg,12,3.0,300,65,423.1,eur,3.0,True
2414,Daimler New Zealand O26308,2,4,oil pump,1,Daimler,New,565.14,316.39,358.84,mm,3.35,kg,12,3.0,300,45,500.95,eur,4.5,True
2415,Volvo Netherlands O25223,2,4,oil pump,1,Volvo,Netherlands,604.31,359.23,379.43,mm,2.84,kg,12,3.0,300,50,395.5,eur,3.5,True
2416,BYD Italy O2890,2,4,oil pump,1,BYD,Italy,584.16,319.21,421.37,mm,2.9,kg,12,2.5,300,50,543.75,eur,4.0,True
2417,Mercedes Turkey O32444,2,4,oil pump,1,Mercedes,Turkey,557.7,376.08,337.5,mm,2.86,kg,12,3.0,300,75,453.81,eur,5.0,True
2418,Buick China O16563,2,4,oil pump,1,Buick,China,594.8,357.53,362.85,mm,3.93,kg,12,2.5,300,85,547.39,eur,3.5,True
2419,Volkswagen Italy O5343,2,4,oil pump,1,Volkswagen,Italy,609.65,374.62,396.0,mm,3.11,kg,12,2.5,300,75,558.83,eur,3.5,True
2420,Honda France O38619,2,4,oil pump,1,Honda,France,550.17,333.77,305.29,mm,3.58,kg,12,2.5,300,50,388.82,eur,3.5,True
2421,Ferrari Canada O15710,2,4,oil pump,1,Ferrari,Canada,560.53,385.14,302.91,mm,3.22,kg,12,3.0,300,50,464.3,eur,5.0,True
2422,Lincoln Canada O14224,2,4,oil pump,1,Lincoln,Canada,608.4,403.87,379.09,mm,3.45,kg,12,3.0,300,70,370.27,eur,4.0,True
2423,BYD Sweden O8142,2,4,oil pump,1,BYD,Sweden,558.2,401.28,363.03,mm,3.84,kg,12,2.5,300,75,546.62,eur,3.5,True
2424,Buick Egypt O10801,2,4,oil pump,1,Buick,Egypt,554.87,356.71,367.2,mm,2.64,kg,12,2.5,300,70,443.64,eur,3.5,True
2425,Tesla Denmark O35958,2,4,oil pump,1,Tesla,Denmark,576.78,367.83,414.67,mm,2.81,kg,12,2.5,300,45,358.94,eur,4.0,True
2426,Buick Mexico O5537,2,4,oil pump,1,Buick,Mexico,608.4,321.33,377.81,mm,3.35,kg,12,3.0,300,45,430.32,eur,4.5,True
2427,Toyota France O16605,2,4,oil pump,1,Toyota,France,602.24,358.63,390.29,mm,2.72,kg,12,3.0,300,70,459.45,eur,3.5,True
2428,Buick India O8385,2,4,oil pump,1,Buick,India,584.22,312.76,308.02,mm,3.21,kg,12,3.0,300,75,478.5,eur,4.5,True
2429,Ford Thailand O33533,2,4,oil pump,1,Ford,Thailand,599.45,403.85,420.65,mm,2.98,kg,12,2.5,300,80,583.88,eur,4.0,True
2430,Tesla Sweden O22960,2,4,oil pump,1,Tesla,Sweden,571.63,382.34,353.35,mm,2.29,kg,12,3.0,300,85,456.8,eur,4.0,True
2431,Buick Brazil O20688,2,4,oil pump,1,Buick,Brazil,552.91,380.29,384.67,mm,3.31,kg,12,2.5,300,85,365.43,eur,4.5,True
2432,Tesla Netherlands O10012,2,4,oil pump,1,Tesla,Netherlands,569.43,394.86,365.37,mm,2.05,kg,12,2.5,300,50,564.99,eur,3.5,True
2433,Jeep Belgium O35194,2,4,oil pump,1,Jeep,Belgium,555.3,313.39,382.63,mm,2.23,kg,12,3.0,300,80,373.46,eur,4.0,True
2434,Mercedes Brazil O34163,2,4,oil pump,1,Mercedes,Brazil,607.63,304.46,420.77,mm,2.13,kg,12,3.0,300,75,490.16,eur,3.5,True
2435,Honda China O3240,2,4,oil pump,1,Honda,China,605.8,324.23,300.63,mm,2.09,kg,12,2.5,300,55,422.9,eur,5.0,True
2436,Mercedes Germany O33842,2,4,oil pump,1,Mercedes,Germany,594.41,324.22,394.45,mm,2.36,kg,12,3.0,300,45,573.77,eur,5.0,True
2437,Ferrari Germany O18272,2,4,oil pump,1,Ferrari,Germany,593.39,414.08,375.65,mm,3.64,kg,12,3.0,300,70,547.96,eur,3.5,True
2438,Honda Canada O12317,2,4,oil pump,1,Honda,Canada,563.44,330.45,344.95,mm,2.09,kg,12,3.0,300,75,418.35,eur,3.5,True
2439,Ferrari Russia O38782,2,4,oil pump,1,Ferrari,Russia,580.6,347.62,351.31,mm,3.56,kg,12,2.5,300,75,539.72,eur,5.0,True
2440,Honda Korea O30795,2,4,oil pump,1,Honda,Korea,600.21,388.92,323.7,mm,3.61,kg,12,2.5,300,55,425.5,eur,4.0,True
